REGION,FUEL,YEAR,VALUE
GLOBAL,ELCBGDXX03,2023,427.324
GLOBAL,ELCBGDXX03,2024,456.303
GLOBAL,ELCBGDXX03,2025,487.247
GLOBAL,ELCBGDXX03,2026,520.29
GLOBAL,ELCBGDXX03,2027,555.573
GLOBAL,ELCBGDXX03,2028,593.249
GLOBAL,ELCBGDXX03,2029,633.481
GLOBAL,ELCBGDXX03,2030,676.44
GLOBAL,ELCBGDXX03,2031,712.658
GLOBAL,ELCBGDXX03,2032,750.815
GLOBAL,ELCBGDXX03,2033,791.015
GLOBAL,ELCBGDXX03,2034,833.367
GLOBAL,ELCBGDXX03,2035,877.987
GLOBAL,ELCBGDXX03,2036,924.996
GLOBAL,ELCBGDXX03,2037,974.521
GLOBAL,ELCBGDXX03,2038,1026.699
GLOBAL,ELCBGDXX03,2039,1081.67
GLOBAL,ELCBGDXX03,2040,1139.585
GLOBAL,ELCBGDXX03,2041,1200.6
GLOBAL,ELCBGDXX03,2042,1251.814
GLOBAL,ELCBGDXX03,2043,1305.212
GLOBAL,ELCBGDXX03,2044,1360.888
GLOBAL,ELCBGDXX03,2045,1418.939
GLOBAL,ELCBGDXX03,2046,1479.467
GLOBAL,ELCBGDXX03,2047,1542.576
GLOBAL,ELCBGDXX03,2048,1608.377
GLOBAL,ELCBGDXX03,2049,1676.985
GLOBAL,ELCBGDXX03,2050,1748.52
GLOBAL,ELCBTNXX03,2023,21.222
GLOBAL,ELCBTNXX03,2024,22.705
GLOBAL,ELCBTNXX03,2025,24.293
GLOBAL,ELCBTNXX03,2026,25.991
GLOBAL,ELCBTNXX03,2027,27.807
GLOBAL,ELCBTNXX03,2028,29.751
GLOBAL,ELCBTNXX03,2029,31.831
GLOBAL,ELCBTNXX03,2030,34.056
GLOBAL,ELCBTNXX03,2031,36.438
GLOBAL,ELCBTNXX03,2032,38.987
GLOBAL,ELCBTNXX03,2033,41.714
GLOBAL,ELCBTNXX03,2034,44.632
GLOBAL,ELCBTNXX03,2035,47.753
GLOBAL,ELCBTNXX03,2036,51.094
GLOBAL,ELCBTNXX03,2037,54.667
GLOBAL,ELCBTNXX03,2038,58.491
GLOBAL,ELCBTNXX03,2039,62.583
GLOBAL,ELCBTNXX03,2040,66.96
GLOBAL,ELCBTNXX03,2041,71.644
GLOBAL,ELCBTNXX03,2042,76.655
GLOBAL,ELCBTNXX03,2043,82.017
GLOBAL,ELCBTNXX03,2044,87.753
GLOBAL,ELCBTNXX03,2045,93.892
GLOBAL,ELCBTNXX03,2046,100.459
GLOBAL,ELCBTNXX03,2047,107.486
GLOBAL,ELCBTNXX03,2048,115.004
GLOBAL,ELCBTNXX03,2049,123.048
GLOBAL,ELCBTNXX03,2050,131.655
GLOBAL,ELCINDEA03,2023,695.444
GLOBAL,ELCINDEA03,2024,738.864
GLOBAL,ELCINDEA03,2025,788.26
GLOBAL,ELCINDEA03,2026,838.696
GLOBAL,ELCINDEA03,2027,892.667
GLOBAL,ELCINDEA03,2028,948.668
GLOBAL,ELCINDEA03,2029,1016.15
GLOBAL,ELCINDEA03,2030,1063.35
GLOBAL,ELCINDEA03,2031,1109.171
GLOBAL,ELCINDEA03,2032,1171.99
GLOBAL,ELCINDEA03,2033,1234.808
GLOBAL,ELCINDEA03,2034,1297.627
GLOBAL,ELCINDEA03,2035,1360.445
GLOBAL,ELCINDEA03,2036,1423.264
GLOBAL,ELCINDEA03,2037,1494.272
GLOBAL,ELCINDEA03,2038,1565.28
GLOBAL,ELCINDEA03,2039,1636.287
GLOBAL,ELCINDEA03,2040,1707.295
GLOBAL,ELCINDEA03,2041,1778.303
GLOBAL,ELCINDEA03,2042,1859.302
GLOBAL,ELCINDEA03,2043,1943.989
GLOBAL,ELCINDEA03,2044,2032.535
GLOBAL,ELCINDEA03,2045,2125.113
GLOBAL,ELCINDEA03,2046,2221.908
GLOBAL,ELCINDEA03,2047,2323.112
GLOBAL,ELCINDEA03,2048,2428.925
GLOBAL,ELCINDEA03,2049,2539.559
GLOBAL,ELCINDEA03,2050,2655.231
GLOBAL,ELCINDNE03,2023,75.874
GLOBAL,ELCINDNE03,2024,80.14
GLOBAL,ELCINDNE03,2025,84.676
GLOBAL,ELCINDNE03,2026,89.654
GLOBAL,ELCINDNE03,2027,94.651
GLOBAL,ELCINDNE03,2028,99.907
GLOBAL,ELCINDNE03,2029,105.692
GLOBAL,ELCINDNE03,2030,111.168
GLOBAL,ELCINDNE03,2031,116.543
GLOBAL,ELCINDNE03,2032,122.979
GLOBAL,ELCINDNE03,2033,129.415
GLOBAL,ELCINDNE03,2034,135.851
GLOBAL,ELCINDNE03,2035,142.287
GLOBAL,ELCINDNE03,2036,148.723
GLOBAL,ELCINDNE03,2037,156.266
GLOBAL,ELCINDNE03,2038,163.809
GLOBAL,ELCINDNE03,2039,171.351
GLOBAL,ELCINDNE03,2040,178.894
GLOBAL,ELCINDNE03,2041,186.437
GLOBAL,ELCINDNE03,2042,195.058
GLOBAL,ELCINDNE03,2043,204.077
GLOBAL,ELCINDNE03,2044,213.513
GLOBAL,ELCINDNE03,2045,223.386
GLOBAL,ELCINDNE03,2046,233.715
GLOBAL,ELCINDNE03,2047,244.521
GLOBAL,ELCINDNE03,2048,255.828
GLOBAL,ELCINDNE03,2049,267.657
GLOBAL,ELCINDNE03,2050,280.033
GLOBAL,ELCINDNO03,2023,1797.26
GLOBAL,ELCINDNO03,2024,1902.218
GLOBAL,ELCINDNO03,2025,2013.185
GLOBAL,ELCINDNO03,2026,2132.323
GLOBAL,ELCINDNO03,2027,2258.795
GLOBAL,ELCINDNO03,2028,2391.757
GLOBAL,ELCINDNO03,2029,2547.194
GLOBAL,ELCINDNO03,2030,2665.462
GLOBAL,ELCINDNO03,2031,2784.762
GLOBAL,ELCINDNO03,2032,2925.014
GLOBAL,ELCINDNO03,2033,3065.265
GLOBAL,ELCINDNO03,2034,3205.517
GLOBAL,ELCINDNO03,2035,3345.768
GLOBAL,ELCINDNO03,2036,3486.02
GLOBAL,ELCINDNO03,2037,3638.537
GLOBAL,ELCINDNO03,2038,3791.054
GLOBAL,ELCINDNO03,2039,3943.571
GLOBAL,ELCINDNO03,2040,4096.088
GLOBAL,ELCINDNO03,2041,4248.605
GLOBAL,ELCINDNO03,2042,4420.075
GLOBAL,ELCINDNO03,2043,4598.466
GLOBAL,ELCINDNO03,2044,4784.056
GLOBAL,ELCINDNO03,2045,4977.136
GLOBAL,ELCINDNO03,2046,5178.009
GLOBAL,ELCINDNO03,2047,5386.99
GLOBAL,ELCINDNO03,2048,5604.404
GLOBAL,ELCINDNO03,2049,5830.593
GLOBAL,ELCINDNO03,2050,6065.911
GLOBAL,ELCINDSO03,2023,1396.998
GLOBAL,ELCINDSO03,2024,1478.113
GLOBAL,ELCINDSO03,2025,1564.24
GLOBAL,ELCINDSO03,2026,1659.071
GLOBAL,ELCINDSO03,2027,1755.004
GLOBAL,ELCINDSO03,2028,1854.932
GLOBAL,ELCINDSO03,2029,1970.672
