timeslice,season,daypart,tech_code,tech_type,cf_dispatch,cf_ninja,cf_da_workbook,cf_default,source_notes
S1D1,Winter (Dec-Feb),Night (00-06),PWRDSLMDVXX,Diesel,,,,1.0,thermal default CF=1.0; CF=1.0 (dispatchable)
S1D1,Winter (Dec-Feb),Night (00-06),PWRSPVMDVXX,Solar,,0.000000,0.000000,,GHI-scaled seasonal + Ninja
S1D1,Winter (Dec-Feb),Night (00-06),PWRWONMDVXX,Wind,,0.219667,,,Ninja (1.5 MW installed)
S1D2,Winter (Dec-Feb),Solar day (06-17),PWRDSLMDVXX,Diesel,,,,1.0,thermal default CF=1.0; CF=1.0 (dispatchable)
S1D2,Winter (Dec-Feb),Solar day (06-17),PWRSPVMDVXX,Solar,,0.381644,0.183600,,GHI-scaled seasonal + Ninja
S1D2,Winter (Dec-Feb),Solar day (06-17),PWRWONMDVXX,Wind,,0.233042,,,Ninja (1.5 MW installed)
S1D3,Winter (Dec-Feb),Evening peak (17-20),PWRDSLMDVXX,Diesel,,,,1.0,thermal default CF=1.0; CF=1.0 (dispatchable)
S1D3,Winter (Dec-Feb),Evening peak (17-20),PWRSPVMDVXX,Solar,,0.013888,0.183600,,GHI-scaled seasonal + Ninja
S1D3,Winter (Dec-Feb),Evening peak (17-20),PWRWONMDVXX,Wind,,0.241995,,,Ninja (1.5 MW installed)
S1D4,Winter (Dec-Feb),Late evening (20-22),PWRDSLMDVXX,Diesel,,,,1.0,thermal default CF=1.0; CF=1.0 (dispatchable)
S1D4,Winter (Dec-Feb),Late evening (20-22),PWRSPVMDVXX,Solar,,0.000000,0.000000,,GHI-scaled seasonal + Ninja
S1D4,Winter (Dec-Feb),Late evening (20-22),PWRWONMDVXX,Wind,,0.244674,,,Ninja (1.5 MW installed)
S1D5,Winter (Dec-Feb),Late night (22-24),PWRDSLMDVXX,Diesel,,,,1.0,thermal default CF=1.0; CF=1.0 (dispatchable)
S1D5,Winter (Dec-Feb),Late night (22-24),PWRSPVMDVXX,Solar,,0.000000,0.000000,,GHI-scaled seasonal + Ninja
S1D5,Winter (Dec-Feb),Late night (22-24),PWRWONMDVXX,Wind,,0.232978,,,Ninja (1.5 MW installed)
S2D1,Pre-monsoon (Mar-May),Night (00-06),PWRDSLMDVXX,Diesel,,,,1.0,thermal default CF=1.0; CF=1.0 (dispatchable)
S2D1,Pre-monsoon (Mar-May),Night (00-06),PWRSPVMDVXX,Solar,,0.000000,0.000000,,GHI-scaled seasonal + Ninja
S2D1,Pre-monsoon (Mar-May),Night (00-06),PWRWONMDVXX,Wind,,0.235497,,,Ninja (1.5 MW installed)
S2D2,Pre-monsoon (Mar-May),Solar day (06-17),PWRDSLMDVXX,Diesel,,,,1.0,thermal default CF=1.0; CF=1.0 (dispatchable)
S2D2,Pre-monsoon (Mar-May),Solar day (06-17),PWRSPVMDVXX,Solar,,0.363875,0.193900,,GHI-scaled seasonal + Ninja
S2D2,Pre-monsoon (Mar-May),Solar day (06-17),PWRWONMDVXX,Wind,,0.234183,,,Ninja (1.5 MW installed)
S2D3,Pre-monsoon (Mar-May),Evening peak (17-20),PWRDSLMDVXX,Diesel,,,,1.0,thermal default CF=1.0; CF=1.0 (dispatchable)
S2D3,Pre-monsoon (Mar-May),Evening peak (17-20),PWRSPVMDVXX,Solar,,0.014528,0.193900,,GHI-scaled seasonal + Ninja
S2D3,Pre-monsoon (Mar-May),Evening peak (17-20),PWRWONMDVXX,Wind,,0.245070,,,Ninja (1.5 MW installed)
S2D4,Pre-monsoon (Mar-May),Late evening (20-22),PWRDSLMDVXX,Diesel,,,,1.0,thermal default CF=1.0; CF=1.0 (dispatchable)
S2D4,Pre-monsoon (Mar-May),Late evening (20-22),PWRSPVMDVXX,Solar,,0.000000,0.000000,,GHI-scaled seasonal + Ninja
S2D4,Pre-monsoon (Mar-May),Late evening (20-22),PWRWONMDVXX,Wind,,0.232556,,,Ninja (1.5 MW installed)
S2D5,Pre-monsoon (Mar-May),Late night (22-24),PWRDSLMDVXX,Diesel,,,,1.0,thermal default CF=1.0; CF=1.0 (dispatchable)
S2D5,Pre-monsoon (Mar-May),Late night (22-24),PWRSPVMDVXX,Solar,,0.000000,0.000000,,GHI-scaled seasonal + Ninja
S2D5,Pre-monsoon (Mar-May),Late night (22-24),PWRWONMDVXX,Wind,,0.228289,,,Ninja (1.5 MW installed)
S3D1,SW Monsoon (Jun-Sep),Night (00-06),PWRDSLMDVXX,Diesel,,,,1.0,thermal default CF=1.0; CF=1.0 (dispatchable)
S3D1,SW Monsoon (Jun-Sep),Night (00-06),PWRSPVMDVXX,Solar,,0.000000,0.000000,,GHI-scaled seasonal + Ninja
S3D1,SW Monsoon (Jun-Sep),Night (00-06),PWRWONMDVXX,Wind,,0.235807,,,Ninja (1.5 MW installed)
S3D2,SW Monsoon (Jun-Sep),Solar day (06-17),PWRDSLMDVXX,Diesel,,,,1.0,thermal default CF=1.0; CF=1.0 (dispatchable)
S3D2,SW Monsoon (Jun-Sep),Solar day (06-17),PWRSPVMDVXX,Solar,,0.314810,0.170400,,GHI-scaled seasonal + Ninja
S3D2,SW Monsoon (Jun-Sep),Solar day (06-17),PWRWONMDVXX,Wind,,0.228976,,,Ninja (1.5 MW installed)
S3D3,SW Monsoon (Jun-Sep),Evening peak (17-20),PWRDSLMDVXX,Diesel,,,,1.0,thermal default CF=1.0; CF=1.0 (dispatchable)
