REGION,TECHNOLOGY,FUEL,YEAR,VALUE
GLOBAL,DSPTRNBGDXX,ELCBGDXX03,2023,427.323572676
GLOBAL,DSPTRNBGDXX,ELCBGDXX03,2024,456.302543697
GLOBAL,DSPTRNBGDXX,ELCBGDXX03,2025,487.246512753
GLOBAL,DSPTRNBGDXX,ELCBGDXX03,2026,520.28947971
GLOBAL,DSPTRNBGDXX,ELCBGDXX03,2027,555.572444427
GLOBAL,DSPTRNBGDXX,ELCBGDXX03,2028,593.2702904140823
GLOBAL,DSPTRNBGDXX,ELCBGDXX03,2029,633.5068630662
GLOBAL,DSPTRNBGDXX,ELCBGDXX03,2030,676.4393235599999
GLOBAL,DSPTRNBGDXX,ELCBGDXX03,2031,713.8709041573402
GLOBAL,DSPTRNBGDXX,ELCBGDXX03,2032,762.2566488094218
GLOBAL,DSPTRNBGDXX,ELCBGDXX03,2033,818.0234151834597
GLOBAL,DSPTRNBGDXX,ELCBGDXX03,2034,866.6964697025807
GLOBAL,DSPTRNBGDXX,ELCBGDXX03,2035,906.7054421328805
GLOBAL,DSPTRNBGDXX,ELCBGDXX03,2036,948.5856877088844
GLOBAL,DSPTRNBGDXX,ELCBGDXX03,2037,994.7212470138969
GLOBAL,DSPTRNBGDXX,ELCBGDXX03,2038,1044.0022342299505
GLOBAL,DSPTRNBGDXX,ELCBGDXX03,2039,1125.9814759994595
GLOBAL,DSPTRNBGDXX,ELCBGDXX03,2040,1180.6780908327223
GLOBAL,DSPTRNBGDXX,ELCBGDXX03,2041,1238.3107463289348
GLOBAL,DSPTRNBGDXX,ELCBGDXX03,2042,1292.8891686441432
GLOBAL,DSPTRNBGDXX,ELCBGDXX03,2043,1349.5854506075361
GLOBAL,DSPTRNBGDXX,ELCBGDXX03,2044,1402.3232635333893
GLOBAL,DSPTRNBGDXX,ELCBGDXX03,2045,1454.101877065329
GLOBAL,DSPTRNBGDXX,ELCBGDXX03,2046,1504.4021163624695
GLOBAL,DSPTRNBGDXX,ELCBGDXX03,2047,1562.0840538226332
GLOBAL,DSPTRNBGDXX,ELCBGDXX03,2048,1624.5004496284735
GLOBAL,DSPTRNBGDXX,ELCBGDXX03,2049,1690.6265505394085
GLOBAL,DSPTRNBGDXX,ELCBGDXX03,2050,1760.7462179390418
GLOBAL,DSPTRNBTNXX,ELCBTNXX03,2023,38.06604977765772
GLOBAL,DSPTRNBTNXX,ELCBTNXX03,2024,40.97041413716708
GLOBAL,DSPTRNBTNXX,ELCBTNXX03,2025,57.12397612268172
GLOBAL,DSPTRNBTNXX,ELCBTNXX03,2026,60.66357384694728
GLOBAL,DSPTRNBTNXX,ELCBTNXX03,2027,69.98198667141119
GLOBAL,DSPTRNBTNXX,ELCBTNXX03,2028,80.3024337264312
GLOBAL,DSPTRNBTNXX,ELCBTNXX03,2029,84.70354138689294
GLOBAL,DSPTRNBTNXX,ELCBTNXX03,2030,146.02914386521346
GLOBAL,DSPTRNBTNXX,ELCBTNXX03,2031,151.15895154101506
GLOBAL,DSPTRNBTNXX,ELCBTNXX03,2032,156.76956583923413
GLOBAL,DSPTRNBTNXX,ELCBTNXX03,2033,162.9061534425826
GLOBAL,DSPTRNBTNXX,ELCBTNXX03,2034,169.61679501330238
GLOBAL,DSPTRNBTNXX,ELCBTNXX03,2035,208.32001784172874
GLOBAL,DSPTRNBTNXX,ELCBTNXX03,2036,216.34777815991941
GLOBAL,DSPTRNBTNXX,ELCBTNXX03,2037,228.3240776902864
GLOBAL,DSPTRNBTNXX,ELCBTNXX03,2038,241.65289149813717
GLOBAL,DSPTRNBTNXX,ELCBTNXX03,2039,252.94294863696157
GLOBAL,DSPTRNBTNXX,ELCBTNXX03,2040,265.3994180643654
GLOBAL,DSPTRNBTNXX,ELCBTNXX03,2041,278.3506121088967
GLOBAL,DSPTRNBTNXX,ELCBTNXX03,2042,294.95122675291
GLOBAL,DSPTRNBTNXX,ELCBTNXX03,2043,309.11207137767997
GLOBAL,DSPTRNBTNXX,ELCBTNXX03,2044,327.78758725564984
GLOBAL,DSPTRNBTNXX,ELCBTNXX03,2045,348.83710407820166
GLOBAL,DSPTRNBTNXX,ELCBTNXX03,2046,372.5137968247674
GLOBAL,DSPTRNBTNXX,ELCBTNXX03,2047,400.1386030560563
GLOBAL,DSPTRNBTNXX,ELCBTNXX03,2048,430.1468961403237
GLOBAL,DSPTRNBTNXX,ELCBTNXX03,2049,465.1739741977327
GLOBAL,DSPTRNBTNXX,ELCBTNXX03,2050,467.9363362090006
GLOBAL,DSPTRNINDEA,ELCINDEA03,2023,888.6007516387605
GLOBAL,DSPTRNINDEA,ELCINDEA03,2024,1030.0780174920837
GLOBAL,DSPTRNINDEA,ELCINDEA03,2025,1028.3145238100224
GLOBAL,DSPTRNINDEA,ELCINDEA03,2026,1098.6183141956465
GLOBAL,DSPTRNINDEA,ELCINDEA03,2027,1179.2955767544843
GLOBAL,DSPTRNINDEA,ELCINDEA03,2028,1270.7584767718915
GLOBAL,DSPTRNINDEA,ELCINDEA03,2029,1380.5708592393
GLOBAL,DSPTRNINDEA,ELCINDEA03,2030,1445.9029453493154
GLOBAL,DSPTRNINDEA,ELCINDEA03,2031,1468.607117370227
GLOBAL,DSPTRNINDEA,ELCINDEA03,2032,1536.2168548678055
GLOBAL,DSPTRNINDEA,ELCINDEA03,2033,1610.245821148501
GLOBAL,DSPTRNINDEA,ELCINDEA03,2034,1672.7403239122145
GLOBAL,DSPTRNINDEA,ELCINDEA03,2035,1787.7956674729576
GLOBAL,DSPTRNINDEA,ELCINDEA03,2036,1834.387869121596
GLOBAL,DSPTRNINDEA,ELCINDEA03,2037,1901.3735654293346
GLOBAL,DSPTRNINDEA,ELCINDEA03,2038,1997.3413086475177
GLOBAL,DSPTRNINDEA,ELCINDEA03,2039,2110.7103631643427
GLOBAL,DSPTRNINDEA,ELCINDEA03,2040,2214.4974470411144
GLOBAL,DSPTRNINDEA,ELCINDEA03,2041,2318.764435084784
GLOBAL,DSPTRNINDEA,ELCINDEA03,2042,2391.5906229746947
GLOBAL,DSPTRNINDEA,ELCINDEA03,2043,2481.10927841044
GLOBAL,DSPTRNINDEA,ELCINDEA03,2044,2563.0587164983276
GLOBAL,DSPTRNINDEA,ELCINDEA03,2045,2700.0955020246433
GLOBAL,DSPTRNINDEA,ELCINDEA03,2046,2827.0842323681104
GLOBAL,DSPTRNINDEA,ELCINDEA03,2047,2932.7346138350554
GLOBAL,DSPTRNINDEA,ELCINDEA03,2048,3024.0604035780925
GLOBAL,DSPTRNINDEA,ELCINDEA03,2049,3114.032056283079
GLOBAL,DSPTRNINDEA,ELCINDEA03,2050,3207.338554919079
GLOBAL,DSPTRNINDNE,ELCINDNE03,2023,80.5488209536
GLOBAL,DSPTRNINDNE,ELCINDNE03,2024,81.12255151022234
