REGION,STORAGE,YEAR,VALUE
GLOBAL,LDSINDEA01,2032,1.0443278739523389e-07
GLOBAL,LDSINDEA01,2035,1.0443278739523389e-07
GLOBAL,LDSINDEA01,2037,1.0443278739523389e-07
GLOBAL,LDSINDEA01,2048,1.0094622028208877e-07
GLOBAL,LDSINDNO01,2037,-6.455812696926077e-09
GLOBAL,LDSINDSO01,2037,3.787200000028579e-07
GLOBAL,LDSINDSO01,2043,-2.5823250785969587e-09
GLOBAL,LDSINDSO01,2046,-2.58232528416169e-09
GLOBAL,LDSINDSO01,2047,-2.5823250785969587e-09
GLOBAL,LDSINDWE01,2037,-1.2524276633146814e-08
GLOBAL,LDSINDWE01,2038,2.7936000000783334e-07
GLOBAL,LDSINDWE01,2040,2.7936000001130284e-07
GLOBAL,SDSINDNO01,2030,8.380408865146713e-09
GLOBAL,SDSINDNO01,2031,-3.2329898494659957e-09
GLOBAL,SDSINDNO01,2034,8.380408865124589e-09
GLOBAL,SDSINDNO01,2037,8.100622615129624e-09
GLOBAL,SDSINDNO01,2040,-3.232989849574416e-09
GLOBAL,SDSINDNO01,2041,-3.2329898494659957e-09
GLOBAL,SDSINDNO01,2042,-2.743720395738218e-10
GLOBAL,SDSINDNO01,2043,-2.743720395738218e-10
GLOBAL,SDSINDNO01,2044,-2.743720395738218e-10
GLOBAL,SDSINDNO01,2045,7.944875116626914e-09
GLOBAL,SDSINDNO01,2046,-1.1390064124023377e-08
GLOBAL,SDSINDNO01,2047,-4.2924336592629377e-08
GLOBAL,SDSINDNO01,2048,-2.654056331262075e-10
GLOBAL,SDSINDNO01,2050,-2.654056331262075e-10
GLOBAL,SDSINDSO01,2031,7.735762029320753e-09
GLOBAL,SDSINDSO01,2037,-2.5823250785969587e-10
GLOBAL,SDSINDSO01,2039,-2.5823250785969587e-10
GLOBAL,SDSINDSO01,2040,7.477529521461057e-09
GLOBAL,SDSINDSO01,2042,-2.5823250785969587e-10
GLOBAL,SDSINDSO01,2044,-2.5823252845953715e-10
GLOBAL,SDSINDSO01,2045,-2.5823250785969587e-10
GLOBAL,SDSINDSO01,2047,-1.4893802224736432e-08
GLOBAL,SDSINDWE01,2037,-1.452557856710789e-10
GLOBAL,SDSINDWE01,2040,-4.351366723296138e-09
GLOBAL,SDSINDWE01,2042,4.206110355842174e-09
GLOBAL,SDSINDWE01,2044,-1.452557856710789e-10
GLOBAL,SDSINDWE01,2045,-1.452557856710789e-10
GLOBAL,SDSINDWE01,2048,-1.452557856710789e-10
