REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
GLOBAL,S4D5,DSPTRNBGDXX,2,2025,140.82117546764928
GLOBAL,S1D1,DSPTRNBGDXX,1,2026,183.1673685470212
GLOBAL,S1D2,DSPTRNBGDXX,1,2026,344.55614106680946
GLOBAL,S1D3,DSPTRNBGDXX,1,2026,298.52158364352
GLOBAL,S1D4,DSPTRNBGDXX,1,2026,298.52689714416
GLOBAL,S1D5,DSPTRNBGDXX,1,2026,298.52309074896004
GLOBAL,S2D1,DSPTRNBGDXX,1,2026,297.75761205984
GLOBAL,S2D2,DSPTRNBGDXX,1,2026,258.5359779131434
GLOBAL,S2D3,DSPTRNBGDXX,1,2026,417.999289250742
GLOBAL,S2D4,DSPTRNBGDXX,1,2026,474.60587529888
GLOBAL,S2D5,DSPTRNBGDXX,1,2026,420.450342998371
GLOBAL,S3D1,DSPTRNBGDXX,1,2026,321.91184709207954
GLOBAL,S3D2,DSPTRNBGDXX,1,2026,288.3729959708716
GLOBAL,S3D3,DSPTRNBGDXX,1,2026,297.14496564818035
GLOBAL,S3D4,DSPTRNBGDXX,1,2026,350.65911175783674
GLOBAL,S3D5,DSPTRNBGDXX,1,2026,303.01161215184004
GLOBAL,S4D1,DSPTRNBGDXX,1,2026,228.37776157436687
GLOBAL,S4D2,DSPTRNBGDXX,1,2026,213.25409773366653
GLOBAL,S4D3,DSPTRNBGDXX,1,2026,274.4658385073509
GLOBAL,S4D4,DSPTRNBGDXX,1,2026,281.68815361859754
GLOBAL,S4D5,DSPTRNBGDXX,1,2026,214.5925235475126
GLOBAL,S1D1,DSPTRNBGDXX,2,2026,258.47649849600003
GLOBAL,S1D2,DSPTRNBGDXX,2,2026,150.10009037354305
GLOBAL,S1D3,DSPTRNBGDXX,2,2026,249.09790535784273
GLOBAL,S1D4,DSPTRNBGDXX,2,2026,255.13580190197584
GLOBAL,S1D5,DSPTRNBGDXX,2,2026,152.13494993626486
GLOBAL,S2D1,DSPTRNBGDXX,2,2026,236.88259614786
GLOBAL,S2D2,DSPTRNBGDXX,2,2026,248.5221500245324
GLOBAL,S2D3,DSPTRNBGDXX,2,2026,128.7287813367466
GLOBAL,S2D4,DSPTRNBGDXX,2,2026,108.2279118946454
GLOBAL,S2D5,DSPTRNBGDXX,2,2026,91.56653822038646
GLOBAL,S3D1,DSPTRNBGDXX,2,2026,263.41907270400003
GLOBAL,S3D2,DSPTRNBGDXX,2,2026,239.03212159094463
GLOBAL,S3D3,DSPTRNBGDXX,2,2026,257.278130496
GLOBAL,S3D4,DSPTRNBGDXX,2,2026,263.41907270400003
GLOBAL,S3D5,DSPTRNBGDXX,2,2026,252.00299149575096
GLOBAL,S4D1,DSPTRNBGDXX,2,2026,258.47649849600003
GLOBAL,S4D2,DSPTRNBGDXX,2,2026,258.476498496
GLOBAL,S4D3,DSPTRNBGDXX,2,2026,258.47649849600003
GLOBAL,S4D4,DSPTRNBGDXX,2,2026,258.476498496
GLOBAL,S4D5,DSPTRNBGDXX,2,2026,258.476498496
GLOBAL,S1D1,DSPTRNBGDXX,1,2027,188.7110682045792
GLOBAL,S1D2,DSPTRNBGDXX,1,2027,245.31841857709944
GLOBAL,S1D3,DSPTRNBGDXX,1,2027,298.67884453008
GLOBAL,S1D4,DSPTRNBGDXX,1,2027,303.38378268647614
GLOBAL,S1D5,DSPTRNBGDXX,1,2027,199.5348979526813
GLOBAL,S2D1,DSPTRNBGDXX,1,2027,297.88884597024
GLOBAL,S2D2,DSPTRNBGDXX,1,2027,299.60282813138247
GLOBAL,S2D3,DSPTRNBGDXX,1,2027,410.6946610490709
GLOBAL,S2D4,DSPTRNBGDXX,1,2027,474.77875438944
GLOBAL,S2D5,DSPTRNBGDXX,1,2027,415.684729125148
GLOBAL,S3D1,DSPTRNBGDXX,1,2027,337.1995554414944
GLOBAL,S3D2,DSPTRNBGDXX,1,2027,295.46398019205384
GLOBAL,S3D3,DSPTRNBGDXX,1,2027,305.39411343216
GLOBAL,S3D4,DSPTRNBGDXX,1,2027,367.89629009360897
GLOBAL,S3D5,DSPTRNBGDXX,1,2027,304.8273654867303
GLOBAL,S4D1,DSPTRNBGDXX,1,2027,236.98736351177627
GLOBAL,S4D2,DSPTRNBGDXX,1,2027,295.57122690067945
GLOBAL,S4D3,DSPTRNBGDXX,1,2027,286.20086207198057
GLOBAL,S4D4,DSPTRNBGDXX,1,2027,293.91295200894007
GLOBAL,S4D5,DSPTRNBGDXX,1,2027,222.2672919242125
GLOBAL,S1D1,DSPTRNBGDXX,2,2027,282.8824818246207
GLOBAL,S1D2,DSPTRNBGDXX,2,2027,282.88248182462064
GLOBAL,S1D3,DSPTRNBGDXX,2,2027,286.0769692717498
GLOBAL,S1D4,DSPTRNBGDXX,2,2027,287.82505603262064
GLOBAL,S1D5,DSPTRNBGDXX,2,2027,281.6841138246206
GLOBAL,S2D1,DSPTRNBGDXX,2,2027,273.00750874458527
GLOBAL,S2D2,DSPTRNBGDXX,2,2027,241.8409922624717
GLOBAL,S2D3,DSPTRNBGDXX,2,2027,173.10928359815043
GLOBAL,S2D4,DSPTRNBGDXX,2,2027,147.57938367292616
GLOBAL,S2D5,DSPTRNBGDXX,2,2027,131.05411795887966
GLOBAL,S3D1,DSPTRNBGDXX,2,2027,287.82505603262064
GLOBAL,S3D2,DSPTRNBGDXX,2,2027,267.7066426897447
GLOBAL,S3D3,DSPTRNBGDXX,2,2027,286.6266880326207
GLOBAL,S3D4,DSPTRNBGDXX,2,2027,287.82505603262064
GLOBAL,S3D5,DSPTRNBGDXX,2,2027,287.82505603262064
GLOBAL,S4D1,DSPTRNBGDXX,2,2027,282.8824818246207
GLOBAL,S4D2,DSPTRNBGDXX,2,2027,208.14935688740903
GLOBAL,S4D3,DSPTRNBGDXX,2,2027,282.8824818246207
GLOBAL,S4D4,DSPTRNBGDXX,2,2027,282.88248182462064
GLOBAL,S4D5,DSPTRNBGDXX,2,2027,282.88248182462064
GLOBAL,S1D1,DSPTRNBGDXX,1,2028,181.10987552544265
GLOBAL,S1D2,DSPTRNBGDXX,1,2028,241.55603471810923
GLOBAL,S1D3,DSPTRNBGDXX,1,2028,298.84608592992004
GLOBAL,S1D4,DSPTRNBGDXX,1,2028,303.8942614108824
GLOBAL,S1D5,DSPTRNBGDXX,1,2028,298.87270294464
GLOBAL,S2D1,DSPTRNBGDXX,1,2028,298.02800235456
GLOBAL,S2D2,DSPTRNBGDXX,1,2028,312.9151014742478
GLOBAL,S2D3,DSPTRNBGDXX,1,2028,400.9657124861086
GLOBAL,S2D4,DSPTRNBGDXX,1,2028,474.96208261824
GLOBAL,S2D5,DSPTRNBGDXX,1,2028,411.1528009660989
GLOBAL,S3D1,DSPTRNBGDXX,1,2028,340.00323965702074
GLOBAL,S3D2,DSPTRNBGDXX,1,2028,312.50196828421963
GLOBAL,S3D3,DSPTRNBGDXX,1,2028,305.95965514271995
GLOBAL,S3D4,DSPTRNBGDXX,1,2028,372.7816632586578
GLOBAL,S3D5,DSPTRNBGDXX,1,2028,305.4357403032475
GLOBAL,S4D1,DSPTRNBGDXX,1,2028,232.66001189761923
GLOBAL,S4D2,DSPTRNBGDXX,1,2028,215.4155934966667
GLOBAL,S4D3,DSPTRNBGDXX,1,2028,303.51223196064
GLOBAL,S4D4,DSPTRNBGDXX,1,2028,293.4459904285305
GLOBAL,S4D5,DSPTRNBGDXX,1,2028,303.53325543504
GLOBAL,S1D1,DSPTRNBGDXX,2,2028,322.464635765194
GLOBAL,S1D2,DSPTRNBGDXX,2,2028,322.46463576519375
GLOBAL,S1D3,DSPTRNBGDXX,2,2028,325.5647507776265
GLOBAL,S1D4,DSPTRNBGDXX,2,2028,327.4072099731939
GLOBAL,S1D5,DSPTRNBGDXX,2,2028,214.9800176121051
GLOBAL,S2D1,DSPTRNBGDXX,2,2028,311.5835006130346
GLOBAL,S2D2,DSPTRNBGDXX,2,2028,265.246553258494
GLOBAL,S2D3,DSPTRNBGDXX,2,2028,222.42870437363695
GLOBAL,S2D4,DSPTRNBGDXX,2,2028,190.86250758409284
GLOBAL,S2D5,DSPTRNBGDXX,2,2028,172.6629609477311
GLOBAL,S3D1,DSPTRNBGDXX,2,2028,327.407209973194
GLOBAL,S3D2,DSPTRNBGDXX,2,2028,288.859884890798
GLOBAL,S3D3,DSPTRNBGDXX,2,2028,326.208841973194
GLOBAL,S3D4,DSPTRNBGDXX,2,2028,327.4072099731939
GLOBAL,S3D5,DSPTRNBGDXX,2,2028,327.4072099731939
GLOBAL,S4D1,DSPTRNBGDXX,2,2028,322.46463576519403
GLOBAL,S4D2,DSPTRNBGDXX,2,2028,322.4646357651939
GLOBAL,S4D3,DSPTRNBGDXX,2,2028,304.1633114572634
GLOBAL,S4D4,DSPTRNBGDXX,2,2028,322.4646357651939
GLOBAL,S4D5,DSPTRNBGDXX,2,2028,235.87308383400568
GLOBAL,S1D1,DSPTRNBGDXX,1,2029,191.38319349921665
GLOBAL,S1D2,DSPTRNBGDXX,1,2029,255.9285924320917
GLOBAL,S1D3,DSPTRNBGDXX,1,2029,308.13325106503527
GLOBAL,S1D4,DSPTRNBGDXX,1,2029,315.4911836456596
GLOBAL,S1D5,DSPTRNBGDXX,1,2029,203.5568017172427
GLOBAL,S2D1,DSPTRNBGDXX,1,2029,305.8095981659636
GLOBAL,S2D2,DSPTRNBGDXX,1,2029,344.47963820112
GLOBAL,S2D3,DSPTRNBGDXX,1,2029,674.2011852230276
GLOBAL,S2D4,DSPTRNBGDXX,1,2029,706.3077691553744
GLOBAL,S2D5,DSPTRNBGDXX,1,2029,638.4301987646569
GLOBAL,S3D1,DSPTRNBGDXX,1,2029,352.85057410516293
GLOBAL,S3D2,DSPTRNBGDXX,1,2029,282.32280089183337
GLOBAL,S3D3,DSPTRNBGDXX,1,2029,316.4170079245546
GLOBAL,S3D4,DSPTRNBGDXX,1,2029,387.85191175864185
GLOBAL,S3D5,DSPTRNBGDXX,1,2029,315.93883205734227
GLOBAL,S4D1,DSPTRNBGDXX,1,2029,232.94995545075076
GLOBAL,S4D2,DSPTRNBGDXX,1,2029,214.53608300755425
GLOBAL,S4D3,DSPTRNBGDXX,1,2029,298.8812432088
GLOBAL,S4D4,DSPTRNBGDXX,1,2029,298.89274659552
GLOBAL,S4D5,DSPTRNBGDXX,1,2029,216.16568827188945
GLOBAL,S1D1,DSPTRNBGDXX,2,2029,346.3419185311513
GLOBAL,S1D2,DSPTRNBGDXX,2,2029,346.3419185311517
GLOBAL,S1D3,DSPTRNBGDXX,2,2029,358.6228686222011
GLOBAL,S1D4,DSPTRNBGDXX,2,2029,358.62286862220105
GLOBAL,S1D5,DSPTRNBGDXX,2,2029,345.1435505311513
GLOBAL,S2D1,DSPTRNBGDXX,2,2029,345.14355053115133
GLOBAL,S2D2,DSPTRNBGDXX,2,2029,272.89084738208703
GLOBAL,S2D4,DSPTRNBGDXX,2,2029,4.585088602302319
GLOBAL,S3D1,DSPTRNBGDXX,2,2029,359.8212366222012
GLOBAL,S3D2,DSPTRNBGDXX,2,2029,359.821236622201
GLOBAL,S3D3,DSPTRNBGDXX,2,2029,358.6228686222012
GLOBAL,S3D4,DSPTRNBGDXX,2,2029,359.82123662220107
GLOBAL,S3D5,DSPTRNBGDXX,2,2029,359.82123662220107
GLOBAL,S4D1,DSPTRNBGDXX,2,2029,359.8212366222012
GLOBAL,S4D2,DSPTRNBGDXX,2,2029,359.8212366222012
GLOBAL,S4D3,DSPTRNBGDXX,2,2029,350.0046561688927
GLOBAL,S4D4,DSPTRNBGDXX,2,2029,358.78670906614434
GLOBAL,S4D5,DSPTRNBGDXX,2,2029,359.82123662220107
GLOBAL,S1D1,DSPTRNBGDXX,1,2030,203.48934066594387
GLOBAL,S1D2,DSPTRNBGDXX,1,2030,233.70709363048684
GLOBAL,S1D3,DSPTRNBGDXX,1,2030,303.7641095856076
GLOBAL,S1D4,DSPTRNBGDXX,1,2030,298.1416963028115
GLOBAL,S1D5,DSPTRNBGDXX,1,2030,289.029820968
GLOBAL,S2D1,DSPTRNBGDXX,1,2030,634.5790376642695
GLOBAL,S2D2,DSPTRNBGDXX,1,2030,340.31143488816
GLOBAL,S2D3,DSPTRNBGDXX,1,2030,725.8348579679109
GLOBAL,S2D4,DSPTRNBGDXX,1,2030,754.7229607307955
GLOBAL,S2D5,DSPTRNBGDXX,1,2030,747.880122904225
GLOBAL,S3D1,DSPTRNBGDXX,1,2030,338.1158498659626
GLOBAL,S3D2,DSPTRNBGDXX,1,2030,276.17166157106374
GLOBAL,S3D3,DSPTRNBGDXX,1,2030,297.9319366039536
GLOBAL,S3D4,DSPTRNBGDXX,1,2030,375.4907748318562
GLOBAL,S3D5,DSPTRNBGDXX,1,2030,298.7009679818526
GLOBAL,S4D1,DSPTRNBGDXX,1,2030,223.5635861375252
GLOBAL,S4D2,DSPTRNBGDXX,1,2030,203.90099187585696
GLOBAL,S4D3,DSPTRNBGDXX,1,2030,283.48366678590907
GLOBAL,S4D4,DSPTRNBGDXX,1,2030,294.30874742976005
GLOBAL,S4D5,DSPTRNBGDXX,1,2030,294.33463280928
GLOBAL,S1D1,DSPTRNBGDXX,2,2030,370.7011635193783
GLOBAL,S1D2,DSPTRNBGDXX,2,2030,409.4059033433393
GLOBAL,S1D3,DSPTRNBGDXX,2,2030,408.2075353433394
GLOBAL,S1D4,DSPTRNBGDXX,2,2030,421.6868534343892
GLOBAL,S1D5,DSPTRNBGDXX,2,2030,296.8802004452762
GLOBAL,S2D1,DSPTRNBGDXX,2,2030,60.51797061960387
GLOBAL,S2D2,DSPTRNBGDXX,2,2030,318.92552923216016
GLOBAL,S2D4,DSPTRNBGDXX,2,2030,4.2929758176452415
GLOBAL,S3D1,DSPTRNBGDXX,2,2030,422.8852214343892
GLOBAL,S3D2,DSPTRNBGDXX,2,2030,409.5188528026797
GLOBAL,S3D3,DSPTRNBGDXX,2,2030,422.8852214343892
GLOBAL,S3D4,DSPTRNBGDXX,2,2030,422.8852214343891
GLOBAL,S3D5,DSPTRNBGDXX,2,2030,422.8852214343892
GLOBAL,S4D1,DSPTRNBGDXX,2,2030,409.40590334333933
GLOBAL,S4D2,DSPTRNBGDXX,2,2030,409.40590334333933
GLOBAL,S4D3,DSPTRNBGDXX,2,2030,409.40590334333933
GLOBAL,S4D4,DSPTRNBGDXX,2,2030,407.9707068676478
GLOBAL,S4D5,DSPTRNBGDXX,2,2030,320.7123780329688
GLOBAL,S1D1,DSPTRNBGDXX,1,2031,186.45038879884171
GLOBAL,S1D2,DSPTRNBGDXX,1,2031,268.52921802975294
GLOBAL,S1D3,DSPTRNBGDXX,1,2031,341.8845475195508
GLOBAL,S1D4,DSPTRNBGDXX,1,2031,321.95291508281446
GLOBAL,S1D5,DSPTRNBGDXX,1,2031,209.0733233290329
GLOBAL,S2D1,DSPTRNBGDXX,1,2031,741.8751863273214
GLOBAL,S2D2,DSPTRNBGDXX,1,2031,305.1073520301021
GLOBAL,S2D3,DSPTRNBGDXX,1,2031,809.0328413263295
GLOBAL,S2D4,DSPTRNBGDXX,1,2031,807.2903852412096
GLOBAL,S2D5,DSPTRNBGDXX,1,2031,806.9804611015295
GLOBAL,S3D1,DSPTRNBGDXX,1,2031,364.1315308096077
GLOBAL,S3D2,DSPTRNBGDXX,1,2031,284.78869053079103
GLOBAL,S3D3,DSPTRNBGDXX,1,2031,322.9944555219891
GLOBAL,S3D4,DSPTRNBGDXX,1,2031,403.5075867441234
GLOBAL,S3D5,DSPTRNBGDXX,1,2031,322.60629443422164
GLOBAL,S4D1,DSPTRNBGDXX,1,2031,229.2448726635605
GLOBAL,S4D2,DSPTRNBGDXX,1,2031,208.5295023404988
GLOBAL,S4D3,DSPTRNBGDXX,1,2031,292.37319865657685
GLOBAL,S4D4,DSPTRNBGDXX,1,2031,302.2658366902715
GLOBAL,S4D5,DSPTRNBGDXX,1,2031,210.36278736163104
GLOBAL,S1D1,DSPTRNBGDXX,2,2031,418.48346539621366
GLOBAL,S1D2,DSPTRNBGDXX,2,2031,409.01738210828313
GLOBAL,S1D3,DSPTRNBGDXX,2,2031,408.2075353433394
GLOBAL,S1D4,DSPTRNBGDXX,2,2031,436.4167475607518
GLOBAL,S1D5,DSPTRNBGDXX,2,2031,408.207535343344
GLOBAL,S2D2,DSPTRNBGDXX,2,2031,389.4265258837693
GLOBAL,S3D1,DSPTRNBGDXX,2,2031,437.615115560752
GLOBAL,S3D2,DSPTRNBGDXX,2,2031,437.6151155607518
GLOBAL,S3D3,DSPTRNBGDXX,2,2031,436.41674756075184
GLOBAL,S3D4,DSPTRNBGDXX,2,2031,437.615115560752
GLOBAL,S3D5,DSPTRNBGDXX,2,2031,437.615115560752
GLOBAL,S4D1,DSPTRNBGDXX,2,2031,437.615115560752
GLOBAL,S4D2,DSPTRNBGDXX,2,2031,437.6151155607519
GLOBAL,S4D3,DSPTRNBGDXX,2,2031,437.6151155607521
GLOBAL,S4D4,DSPTRNBGDXX,2,2031,437.61511556075175
GLOBAL,S4D5,DSPTRNBGDXX,2,2031,437.6151155607499
GLOBAL,S1D1,DSPTRNBGDXX,1,2032,182.8568321277509
GLOBAL,S1D2,DSPTRNBGDXX,1,2032,285.5402169183013
GLOBAL,S1D3,DSPTRNBGDXX,1,2032,509.5733152134357
GLOBAL,S1D4,DSPTRNBGDXX,1,2032,373.12643501029146
GLOBAL,S1D5,DSPTRNBGDXX,1,2032,223.06332477231612
GLOBAL,S2D1,DSPTRNBGDXX,1,2032,849.7576229821302
GLOBAL,S2D2,DSPTRNBGDXX,1,2032,359.425197573637
GLOBAL,S2D3,DSPTRNBGDXX,1,2032,1004.9697724232788
GLOBAL,S2D4,DSPTRNBGDXX,1,2032,1003.2263229541588
GLOBAL,S2D5,DSPTRNBGDXX,1,2032,1002.8969423639188
GLOBAL,S3D1,DSPTRNBGDXX,1,2032,346.4908105009007
GLOBAL,S3D2,DSPTRNBGDXX,1,2032,262.89981085739714
GLOBAL,S3D3,DSPTRNBGDXX,1,2032,303.08701890682727
GLOBAL,S3D4,DSPTRNBGDXX,1,2032,387.975131783302
GLOBAL,S3D5,DSPTRNBGDXX,1,2032,302.7422377644895
GLOBAL,S4D1,DSPTRNBGDXX,1,2032,204.3820763873083
GLOBAL,S4D2,DSPTRNBGDXX,1,2032,182.55756761997577
GLOBAL,S4D3,DSPTRNBGDXX,1,2032,280.0206475095126
GLOBAL,S4D4,DSPTRNBGDXX,1,2032,281.31271507475003
GLOBAL,S4D5,DSPTRNBGDXX,1,2032,184.48901004136167
GLOBAL,S1D1,DSPTRNBGDXX,2,2032,454.46627620396026
GLOBAL,S1D2,DSPTRNBGDXX,2,2032,428.2834552816031
GLOBAL,S1D3,DSPTRNBGDXX,2,2032,281.9414962420183
GLOBAL,S1D4,DSPTRNBGDXX,2,2032,425.8477128386477
GLOBAL,S1D5,DSPTRNBGDXX,2,2032,427.2678690178337
GLOBAL,S2D2,DSPTRNBGDXX,2,2032,372.2952820195246
GLOBAL,S3D1,DSPTRNBGDXX,2,2032,498.1828033427124
