REGION,STORAGE,YEAR,VALUE
GLOBAL,LDSINDEA01,2033,-4.1432375105440733e-07
GLOBAL,LDSINDEA01,2034,-4.143258406884287e-07
GLOBAL,LDSINDEA01,2035,1.0443221608026223e-07
GLOBAL,LDSINDEA01,2038,7.775999999806715e-08
GLOBAL,LDSINDEA01,2039,1.0443235913698309e-07
GLOBAL,LDSINDEA01,2044,-1.044328013578252e-07
GLOBAL,LDSINDEA01,2045,1.2355741429992406e-13
GLOBAL,LDSINDEA01,2050,-4.143258406884287e-07
GLOBAL,LDSINDNO01,2038,1.8693719913004394e-07
GLOBAL,LDSINDNO01,2039,1.439999999935937e-07
GLOBAL,LDSINDNO01,2040,1.439999999935937e-07
GLOBAL,LDSINDNO01,2041,1.8693744496117717e-07
GLOBAL,LDSINDNO01,2044,1.8693719913004394e-07
GLOBAL,LDSINDNO01,2045,1.8693836171396197e-07
GLOBAL,LDSINDNO01,2046,1.8693718068646395e-07
GLOBAL,LDSINDNO01,2047,1.8693684809243322e-07
GLOBAL,LDSINDNO01,2048,-6.455812065486732e-09
GLOBAL,LDSINDNO01,2049,-6.455812696926077e-09
GLOBAL,LDSINDNO01,2050,1.4400115200957633e-07
GLOBAL,LDSINDSO01,2036,3.7871999999938843e-07
GLOBAL,LDSINDSO01,2037,3.882665137178165e-07
GLOBAL,LDSINDSO01,2038,3.8826442793377386e-07
GLOBAL,LDSINDSO01,2039,3.7871999827854285e-07
GLOBAL,LDSINDSO01,2043,7.735762029362862e-08
GLOBAL,LDSINDSO01,2046,7.73572047339105e-08
GLOBAL,LDSINDWE01,2033,3.631277117216941e-07
GLOBAL,LDSINDWE01,2034,3.631277117333021e-07
GLOBAL,LDSINDWE01,2036,-1.2524274381475742e-08
GLOBAL,LDSINDWE01,2037,3.6265816629951764e-07
GLOBAL,LDSINDWE01,2038,3.626581305538057e-07
GLOBAL,LDSINDWE01,2039,3.6265816629951764e-07
GLOBAL,LDSINDWE01,2040,3.626581662891093e-07
GLOBAL,LDSINDWE01,2041,3.626581955712416e-07
GLOBAL,LDSINDWE01,2042,3.6265816629951764e-07
GLOBAL,LDSINDWE01,2043,3.6265816629951764e-07
GLOBAL,LDSINDWE01,2044,3.6265816629951764e-07
GLOBAL,LDSINDWE01,2045,-1.2524274387192104e-08
GLOBAL,LDSINDWE01,2047,3.626581955712416e-07
GLOBAL,LDSINDWE01,2048,2.793600000043639e-07
GLOBAL,LDSINDWE01,2049,2.7936008746218266e-07
GLOBAL,LDSINDWE01,2050,-1.2524276633146814e-08
GLOBAL,SDSINDEA01,2040,-1.1194308469572497e-13
GLOBAL,SDSINDNO01,2031,8.38037449864679e-09
GLOBAL,SDSINDNO01,2033,-2.7975190610221573e-10
GLOBAL,SDSINDNO01,2034,8.100623268957745e-09
GLOBAL,SDSINDNO01,2037,-2.7975190610221573e-10
GLOBAL,SDSINDNO01,2039,-2.7975190610221573e-10
GLOBAL,SDSINDNO01,2041,-2.7975190610221573e-10
GLOBAL,SDSINDNO01,2042,8.219213450577806e-09
GLOBAL,SDSINDNO01,2043,8.219212639919843e-09
GLOBAL,SDSINDNO01,2044,8.219213450577806e-09
GLOBAL,SDSINDNO01,2046,7.944842052689041e-09
GLOBAL,SDSINDNO01,2048,-2.654056331262075e-10
GLOBAL,SDSINDNO01,2050,-3.1543175464405354e-08
GLOBAL,SDSINDSO01,2034,7.477520291105863e-09
GLOBAL,SDSINDSO01,2037,-3.06907956646631e-08
GLOBAL,SDSINDSO01,2043,7.735719709982615e-09
GLOBAL,SDSINDSO01,2044,7.735720473044105e-09
GLOBAL,SDSINDSO01,2046,-2.5823248235076916e-10
GLOBAL,SDSINDWE01,2032,-1.7263489627303112e-08
GLOBAL,SDSINDWE01,2033,-4.351366141431938e-09
GLOBAL,SDSINDWE01,2034,-1.4525579729914723e-10
GLOBAL,SDSINDWE01,2037,-1.4525579729914723e-10
GLOBAL,SDSINDWE01,2038,4.351347868180103e-09
GLOBAL,SDSINDWE01,2041,-1.4525579729914723e-10
GLOBAL,SDSINDWE01,2042,4.351348297524163e-09
GLOBAL,SDSINDWE01,2043,4.351347868180103e-09
GLOBAL,SDSINDWE01,2045,-4.351366432377591e-09
GLOBAL,SDSINDWE01,2046,-1.4525579729914723e-10
GLOBAL,SDSINDWE01,2047,4.351347868180103e-09
GLOBAL,SDSINDWE01,2048,4.351366141513252e-09
GLOBAL,SDSINDWE01,2050,-1.726358174784174e-08
