REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,TIMESLICE,VALUE
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2031,S4D2,208.5295023404988
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2031,S4D3,292.37319865657685
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2031,S4D4,302.2658366902715
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2031,S4D5,210.36278736163104
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S1D1,182.8568321277509
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S1D2,285.5402169183013
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S1D3,509.5733152134357
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S1D4,373.12643501029146
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S1D5,223.06332477231612
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S2D1,849.7576229821302
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S2D2,359.425197573637
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S2D3,1004.9697724232788
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S2D4,1003.2263229541588
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S2D5,1002.8969423639188
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S3D1,346.4908105009007
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S3D2,262.89981085739714
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S3D3,303.08701890682727
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S3D4,387.975131783302
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S3D5,302.7422377644895
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S4D1,204.3820763873083
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S4D2,182.55756761997577
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S4D3,280.0206475095126
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S4D4,281.31271507475003
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S4D5,184.48901004136167
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S1D1,188.04468563942555
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S1D2,303.48281388054926
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S1D3,862.7809663703412
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S1D4,393.192400790136
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S1D5,236.5908327543175
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S2D1,900.1381765445195
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S2D2,527.2084007891796
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S2D3,1069.4453952067204
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S2D4,1140.7783851521797
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S2D5,1067.35103646624
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S3D1,339.04440876675824
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S3D2,250.97779504299612
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S3D3,323.2117364661432
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S3D4,382.7498760246028
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S3D5,292.95345791589307
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S4D1,189.32691469050337
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S4D2,166.33388204918492
