REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,YEAR,VALUE
GLOBAL,PWRCOABGDXX,CO2BGD,2,2023,41.49647062829538
GLOBAL,PWRCOABGDXX,CO2BGD,2,2024,41.49647062829537
GLOBAL,PWRCOABGDXX,CO2BGD,2,2025,51.13492588596732
GLOBAL,PWRCOABGDXX,CO2BGD,2,2026,51.13492588596733
GLOBAL,PWRCOABGDXX,CO2BGD,2,2027,51.134925885967334
GLOBAL,PWRCOABGDXX,CO2BGD,2,2028,51.13492588596732
GLOBAL,PWRCOABGDXX,CO2BGD,2,2029,49.94910381487189
GLOBAL,PWRCOABGDXX,CO2BGD,2,2030,48.764011929780814
GLOBAL,PWRCOABGDXX,CO2BGD,2,2031,47.578189858685384
GLOBAL,PWRCOABGDXX,CO2BGD,2,2032,46.39236778758995
GLOBAL,PWRCOABGDXX,CO2BGD,2,2033,45.20654571649452
GLOBAL,PWRCOABGDXX,CO2BGD,2,2034,44.02145383140369
GLOBAL,PWRCOABGDXX,CO2BGD,2,2035,42.83563176030827
GLOBAL,PWRCOABGDXX,CO2BGD,2,2036,41.64980968921284
GLOBAL,PWRCOABGDXX,CO2BGD,2,2037,40.46471780412174
GLOBAL,PWRCOABGDXX,CO2BGD,2,2038,39.2788957330263
GLOBAL,PWRCOABGDXX,CO2BGD,2,2039,38.09307366193087
GLOBAL,PWRCOABGDXX,CO2BGD,2,2040,36.90725159083544
GLOBAL,PWRCOABGDXX,CO2BGD,2,2041,35.72215970574453
GLOBAL,PWRCOABGDXX,CO2BGD,2,2042,34.536337634649136
GLOBAL,PWRCOABGDXX,CO2BGD,2,2043,33.35051556355372
GLOBAL,PWRCOABGDXX,CO2BGD,2,2044,32.165423678462695
GLOBAL,PWRCOABGDXX,CO2BGD,2,2045,30.979601607367293
GLOBAL,PWRCOABGDXX,CO2BGD,2,2046,29.793779536271902
GLOBAL,PWRCOABGDXX,CO2BGD,2,2047,28.60795746517651
GLOBAL,PWRCOABGDXX,CO2BGD,2,2048,27.422865580085475
GLOBAL,PWRCOABGDXX,CO2BGD,2,2049,26.237043508990062
GLOBAL,PWRCOABGDXX,CO2BGD,2,2050,25.051221437894682
GLOBAL,PWRCOAINDEA,CO2IND,2,2023,223.98146606421238
GLOBAL,PWRCOAINDEA,CO2IND,2,2024,263.8320737078582
GLOBAL,PWRCOAINDEA,CO2IND,2,2025,259.4412005234406
GLOBAL,PWRCOAINDEA,CO2IND,2,2026,275.52663889418676
GLOBAL,PWRCOAINDEA,CO2IND,2,2027,295.3245199188393
GLOBAL,PWRCOAINDEA,CO2IND,2,2028,321.03221953108795
GLOBAL,PWRCOAINDEA,CO2IND,2,2029,335.03193284846174
GLOBAL,PWRCOAINDEA,CO2IND,2,2030,344.92091910591455
GLOBAL,PWRCOAINDEA,CO2IND,2,2031,355.7207524222262
GLOBAL,PWRCOAINDEA,CO2IND,2,2032,373.4156317038978
GLOBAL,PWRCOAINDEA,CO2IND,2,2033,391.1090383144962
GLOBAL,PWRCOAINDEA,CO2IND,2,2034,408.8039175961681
GLOBAL,PWRCOAINDEA,CO2IND,2,2035,460.8135055576479
GLOBAL,PWRCOAINDEA,CO2IND,2,2036,478.5076485037832
GLOBAL,PWRCOAINDEA,CO2IND,2,2037,499.5234010558281
GLOBAL,PWRCOAINDEA,CO2IND,2,2038,520.5384172723367
GLOBAL,PWRCOAINDEA,CO2IND,2,2039,541.5541698243813
GLOBAL,PWRCOAINDEA,CO2IND,2,2040,562.56918604089
GLOBAL,PWRCOAINDEA,CO2IND,2,2041,583.5849385929347
GLOBAL,PWRCOAINDEA,CO2IND,2,2042,608.6520092677281
GLOBAL,PWRCOAINDEA,CO2IND,2,2043,635.2153137530308
GLOBAL,PWRCOAINDEA,CO2IND,2,2044,663.3440675892897
GLOBAL,PWRCOAINDEA,CO2IND,2,2045,693.1074863169525
GLOBAL,PWRCOAINDEA,CO2IND,2,2046,724.5821488318315
GLOBAL,PWRCOAINDEA,CO2IND,2,2047,757.8438976942043
GLOBAL,PWRCOAINDEA,CO2IND,2,2048,792.9759388197139
GLOBAL,PWRCOAINDEA,CO2IND,2,2049,830.062214459541
GLOBAL,PWRCOAINDEA,CO2IND,2,2050,869.191821213622
GLOBAL,PWRCOAINDNE,CO2IND,2,2023,5.798535917048641
GLOBAL,PWRCOAINDNE,CO2IND,2,2024,6.1379435527265525
GLOBAL,PWRCOAINDNE,CO2IND,2,2025,6.498999055828116
GLOBAL,PWRCOAINDNE,CO2IND,2,2026,5.330845900924215
GLOBAL,PWRCOAINDNE,CO2IND,2,2027,5.95848485123137
GLOBAL,PWRCOAINDNE,CO2IND,2,2028,6.518288058215802
GLOBAL,PWRCOAINDNE,CO2IND,2,2029,7.887121343045274
GLOBAL,PWRCOAINDNE,CO2IND,2,2030,5.502877636385679
GLOBAL,PWRCOAINDNE,CO2IND,2,2031,8.537764284262426
GLOBAL,PWRCOAINDNE,CO2IND,2,2032,8.884903301163051
GLOBAL,PWRCOAINDNE,CO2IND,2,2033,9.232042318063705
GLOBAL,PWRCOAINDNE,CO2IND,2,2034,9.578408196842075
GLOBAL,PWRCOAINDNE,CO2IND,2,2035,7.263617919445889
GLOBAL,PWRCOAINDNE,CO2IND,2,2036,10.272686230643377
GLOBAL,PWRCOAINDNE,CO2IND,2,2037,10.707189855360896
GLOBAL,PWRCOAINDNE,CO2IND,2,2038,11.142466618200679
GLOBAL,PWRCOAINDNE,CO2IND,2,2039,11.576970242918167
GLOBAL,PWRCOAINDNE,CO2IND,2,2040,12.012247005757958
GLOBAL,PWRCOAINDNE,CO2IND,2,2041,12.446750630475469
GLOBAL,PWRCOAINDNE,CO2IND,2,2042,12.967072586765303
GLOBAL,PWRCOAINDNE,CO2IND,2,2043,13.519093206068337
GLOBAL,PWRCOAINDNE,CO2IND,2,2044,14.103585626506836
GLOBAL,PWRCOAINDNE,CO2IND,2,2045,14.723642400569911
GLOBAL,PWRCOAINDNE,CO2IND,2,2046,15.3800366663798
GLOBAL,PWRCOAINDNE,CO2IND,2,2047,16.074314700181098
GLOBAL,PWRCOAINDNE,CO2IND,2,2048,16.80802277821832
GLOBAL,PWRCOAINDNE,CO2IND,2,2049,17.58425345298056
GLOBAL,PWRCOAINDNE,CO2IND,2,2050,18.403779862590103
GLOBAL,PWRCOAINDNO,CO2IND,2,2023,327.09166334327585
GLOBAL,PWRCOAINDNO,CO2IND,2,2024,341.20322878381256
GLOBAL,PWRCOAINDNO,CO2IND,2,2025,341.20322878381256
GLOBAL,PWRCOAINDNO,CO2IND,2,2026,326.18465012158316
GLOBAL,PWRCOAINDNO,CO2IND,2,2027,325.997259051169
GLOBAL,PWRCOAINDNO,CO2IND,2,2028,338.9950387963367
GLOBAL,PWRCOAINDNO,CO2IND,2,2029,354.2190179276081
GLOBAL,PWRCOAINDNO,CO2IND,2,2030,364.47058987954784
GLOBAL,PWRCOAINDNO,CO2IND,2,2031,381.5956206077435
GLOBAL,PWRCOAINDNO,CO2IND,2,2032,399.5198560690265
GLOBAL,PWRCOAINDNO,CO2IND,2,2033,417.44409153030944
GLOBAL,PWRCOAINDNO,CO2IND,2,2034,435.3675830621702
GLOBAL,PWRCOAINDNO,CO2IND,2,2035,453.2918185234529
GLOBAL,PWRCOAINDNO,CO2IND,2,2036,471.21605398473514
GLOBAL,PWRCOAINDNO,CO2IND,2,2037,491.55954792199054
GLOBAL,PWRCOAINDNO,CO2IND,2,2038,511.90378578866665
GLOBAL,PWRCOAINDNO,CO2IND,2,2039,532.2480236553426
GLOBAL,PWRCOAINDNO,CO2IND,2,2040,551.246493200052
GLOBAL,PWRCOAINDNO,CO2IND,2,2041,571.5401438661231
GLOBAL,PWRCOAINDNO,CO2IND,2,2042,595.5430266235846
GLOBAL,PWRCOAINDNO,CO2IND,2,2043,620.9333377505698
GLOBAL,PWRCOAINDNO,CO2IND,2,2044,647.2974524891928
GLOBAL,PWRCOAINDNO,CO2IND,2,2045,674.4114480838371
GLOBAL,PWRCOAINDNO,CO2IND,2,2046,704.1649052629683
GLOBAL,PWRCOAINDNO,CO2IND,2,2047,735.5126031905648
GLOBAL,PWRCOAINDNO,CO2IND,2,2048,768.5177758673838
GLOBAL,PWRCOAINDNO,CO2IND,2,2049,803.2496087295438
GLOBAL,PWRCOAINDNO,CO2IND,2,2050,839.7765432837467
GLOBAL,PWRCOAINDSO,CO2IND,2,2023,193.80307133375237
GLOBAL,PWRCOAINDSO,CO2IND,2,2024,202.49386704686205
GLOBAL,PWRCOAINDSO,CO2IND,2,2025,184.8043118515785
