REGION,TIMESLICE,FUEL,YEAR,VALUE
GLOBAL,S3D3,ELCINDEA03,2023,29.621741735999997
GLOBAL,S3D4,ELCINDEA03,2023,21.2632003
GLOBAL,S3D5,ELCINDEA03,2023,21.462792728
GLOBAL,S4D1,ELCINDEA03,2023,20.714494983999998
GLOBAL,S4D2,ELCINDEA03,2023,38.874624155999996
GLOBAL,S4D3,ELCINDEA03,2023,11.952596028
GLOBAL,S4D4,ELCINDEA03,2023,7.781322915999999
GLOBAL,S4D5,ELCINDEA03,2023,7.394656051999999
GLOBAL,S1D1,ELCINDEA03,2024,35.999670672
GLOBAL,S1D2,ELCINDEA03,2024,77.32950624
GLOBAL,S1D3,ELCINDEA03,2024,22.858235568
GLOBAL,S1D4,ELCINDEA03,2024,14.661278352
GLOBAL,S1D5,ELCINDEA03,2024,13.116313728000002
GLOBAL,S2D1,ELCINDEA03,2024,56.173613328
GLOBAL,S2D2,ELCINDEA03,2024,103.37889542400002
GLOBAL,S2D3,ELCINDEA03,2024,29.497667472
GLOBAL,S2D4,ELCINDEA03,2024,20.468010528
GLOBAL,S2D5,ELCINDEA03,2024,20.035775088
GLOBAL,S3D1,ELCINDEA03,2024,63.894742128000004
GLOBAL,S3D2,ELCINDEA03,2024,112.45436193600001
GLOBAL,S3D3,ELCINDEA03,2024,31.471173216
GLOBAL,S3D4,ELCINDEA03,2024,22.5907668
GLOBAL,S3D5,ELCINDEA03,2024,22.802820768
GLOBAL,S4D1,ELCINDEA03,2024,22.007803104
GLOBAL,S4D2,ELCINDEA03,2024,41.301758736
GLOBAL,S4D3,ELCINDEA03,2024,12.698855568
GLOBAL,S4D4,ELCINDEA03,2024,8.267149296
GLOBAL,S4D5,ELCINDEA03,2024,7.856340912
GLOBAL,S1D1,ELCINDEA03,2025,38.40639198
GLOBAL,S1D2,ELCINDEA03,2025,82.4992916
GLOBAL,S1D3,ELCINDEA03,2025,24.38639962
GLOBAL,S1D4,ELCINDEA03,2025,15.64144318
GLOBAL,S1D5,ELCINDEA03,2025,13.99319152
GLOBAL,S2D1,ELCINDEA03,2025,59.929043019999995
GLOBAL,S2D2,ELCINDEA03,2025,110.29018616
GLOBAL,S2D3,ELCINDEA03,2025,31.46970398
GLOBAL,S2D4,ELCINDEA03,2025,21.83637852
GLOBAL,S2D5,ELCINDEA03,2025,21.37524642
GLOBAL,S3D1,ELCINDEA03,2025,68.16636002
GLOBAL,S3D2,ELCINDEA03,2025,119.97238374
GLOBAL,S3D3,ELCINDEA03,2025,33.57514644
GLOBAL,S3D4,ELCINDEA03,2025,24.101049500000002
GLOBAL,S3D5,ELCINDEA03,2025,24.32728012
GLOBAL,S4D1,ELCINDEA03,2025,23.47911236
GLOBAL,S4D2,ELCINDEA03,2025,44.062945739999996
GLOBAL,S4D3,ELCINDEA03,2025,13.54782462
GLOBAL,S4D4,ELCINDEA03,2025,8.81984114
GLOBAL,S4D5,ELCINDEA03,2025,8.38156858
GLOBAL,S1D1,ELCINDEA03,2026,40.863785208
GLOBAL,S1D2,ELCINDEA03,2026,87.77792336
GLOBAL,S1D3,ELCINDEA03,2026,25.946738152
GLOBAL,S1D4,ELCINDEA03,2026,16.642244728
GLOBAL,S1D5,ELCINDEA03,2026,14.888531392
GLOBAL,S2D1,ELCINDEA03,2026,63.763540792
GLOBAL,S2D2,ELCINDEA03,2026,117.34698953600001
GLOBAL,S2D3,ELCINDEA03,2026,33.483260408
GLOBAL,S2D4,ELCINDEA03,2026,23.233556592000003
GLOBAL,S2D5,ELCINDEA03,2026,22.742919432
GLOBAL,S3D1,ELCINDEA03,2026,72.527913992
GLOBAL,S3D2,ELCINDEA03,2026,127.64869250400001
GLOBAL,S3D3,ELCINDEA03,2026,35.723417424000004
GLOBAL,S3D4,ELCINDEA03,2026,25.6431302
GLOBAL,S3D5,ELCINDEA03,2026,25.883835952000002
GLOBAL,S4D1,ELCINDEA03,2026,24.981399056
GLOBAL,S4D2,ELCINDEA03,2026,46.882267704
GLOBAL,S4D3,ELCINDEA03,2026,14.414668152
GLOBAL,S4D4,ELCINDEA03,2026,9.384169544
GLOBAL,S4D5,ELCINDEA03,2026,8.917854568000001
GLOBAL,S1D1,ELCINDEA03,2027,43.493414241
GLOBAL,S1D2,ELCINDEA03,2027,93.42652822000001
GLOBAL,S1D3,ELCINDEA03,2027,27.616438979
GLOBAL,S1D4,ELCINDEA03,2027,17.713191281
GLOBAL,S1D5,ELCINDEA03,2027,15.846624584
GLOBAL,S2D1,ELCINDEA03,2027,67.866794009
GLOBAL,S2D2,ELCINDEA03,2027,124.89839597200002
GLOBAL,S2D3,ELCINDEA03,2027,35.637944641000004
GLOBAL,S2D4,ELCINDEA03,2027,24.728661234
GLOBAL,S2D5,ELCINDEA03,2027,24.206451039
GLOBAL,S3D1,ELCINDEA03,2027,77.195164159
GLOBAL,S3D2,ELCINDEA03,2027,135.863024733
GLOBAL,S3D3,ELCINDEA03,2027,38.022258198
GLOBAL,S3D4,ELCINDEA03,2027,27.293293525000003
GLOBAL,S3D5,ELCINDEA03,2027,27.549488954
GLOBAL,S4D1,ELCINDEA03,2027,26.588979262000002
GLOBAL,S4D2,ELCINDEA03,2027,49.899192633
GLOBAL,S4D3,ELCINDEA03,2027,15.342267729000001
GLOBAL,S4D4,ELCINDEA03,2027,9.988051063
GLOBAL,S4D5,ELCINDEA03,2027,9.491728211
GLOBAL,S1D1,ELCINDEA03,2028,46.221950964
GLOBAL,S1D2,ELCINDEA03,2028,99.28759288
GLOBAL,S1D3,ELCINDEA03,2028,29.348941916
GLOBAL,S1D4,ELCINDEA03,2028,18.824419124
GLOBAL,S1D5,ELCINDEA03,2028,16.840754336
GLOBAL,S2D1,ELCINDEA03,2028,72.124382036
GLOBAL,S2D2,ELCINDEA03,2028,132.73383188800003
GLOBAL,S2D3,ELCINDEA03,2028,37.873672564
GLOBAL,S2D4,ELCINDEA03,2028,26.280000936
GLOBAL,S2D5,ELCINDEA03,2028,25.725030156
GLOBAL,S3D1,ELCINDEA03,2028,82.037962636
GLOBAL,S3D2,ELCINDEA03,2028,144.386320932
GLOBAL,S3D3,ELCINDEA03,2028,40.407564792
GLOBAL,S3D4,ELCINDEA03,2028,29.005524100000002
GLOBAL,S3D5,ELCINDEA03,2028,29.277791816
GLOBAL,S4D1,ELCINDEA03,2028,28.257025048
GLOBAL,S4D2,ELCINDEA03,2028,53.029592531999995
GLOBAL,S4D3,ELCINDEA03,2028,16.304756916000002
GLOBAL,S4D4,ELCINDEA03,2028,10.614646252
GLOBAL,S4D5,ELCINDEA03,2028,10.087186844
GLOBAL,S1D1,ELCINDEA03,2029,49.50987645
GLOBAL,S1D2,ELCINDEA03,2029,106.350259
GLOBAL,S1D3,ELCINDEA03,2029,31.43663255
GLOBAL,S1D4,ELCINDEA03,2029,20.16346445
GLOBAL,S1D5,ELCINDEA03,2029,18.0386948
GLOBAL,S2D1,ELCINDEA03,2029,77.25483605
GLOBAL,S2D2,ELCINDEA03,2029,142.1756434
GLOBAL,S2D3,ELCINDEA03,2029,40.56775645
GLOBAL,S2D4,ELCINDEA03,2029,28.1493873
GLOBAL,S2D5,ELCINDEA03,2029,27.554939549999997
GLOBAL,S3D1,ELCINDEA03,2029,87.87360355
GLOBAL,S3D2,ELCINDEA03,2029,154.65701385
GLOBAL,S3D3,ELCINDEA03,2029,43.2818931
GLOBAL,S3D4,ELCINDEA03,2029,31.068786250000002
GLOBAL,S3D5,ELCINDEA03,2029,31.3604213
GLOBAL,S4D1,ELCINDEA03,2029,30.2670439
GLOBAL,S4D2,ELCINDEA03,2029,56.801768849999995
GLOBAL,S4D3,ELCINDEA03,2029,17.46457005
GLOBAL,S4D4,ELCINDEA03,2029,11.369702349999999
GLOBAL,S4D5,ELCINDEA03,2029,10.80472295
GLOBAL,S1D1,ELCINDEA03,2030,51.809602049999995
GLOBAL,S1D2,ELCINDEA03,2030,111.290211
GLOBAL,S1D3,ELCINDEA03,2030,32.896858949999995
GLOBAL,S1D4,ELCINDEA03,2030,21.100054049999997
GLOBAL,S1D5,ELCINDEA03,2030,18.876589199999998
GLOBAL,S2D1,ELCINDEA03,2030,80.84331044999999
GLOBAL,S2D2,ELCINDEA03,2030,148.7796786
GLOBAL,S2D3,ELCINDEA03,2030,42.45212205
GLOBAL,S2D4,ELCINDEA03,2030,29.4569217
GLOBAL,S2D5,ELCINDEA03,2030,28.834861949999997
GLOBAL,S3D1,ELCINDEA03,2030,91.95531795
GLOBAL,S3D2,ELCINDEA03,2030,161.84080665
GLOBAL,S3D3,ELCINDEA03,2030,45.2923299
GLOBAL,S3D4,ELCINDEA03,2030,32.51192625
GLOBAL,S3D5,ELCINDEA03,2030,32.8171077
GLOBAL,S4D1,ELCINDEA03,2030,31.672943099999998
GLOBAL,S4D2,ELCINDEA03,2030,59.44020164999999
GLOBAL,S4D3,ELCINDEA03,2030,18.275796449999998
GLOBAL,S4D4,ELCINDEA03,2030,11.897823149999999
GLOBAL,S4D5,ELCINDEA03,2030,11.306600549999999
GLOBAL,S1D1,ELCINDEA03,2031,54.04213863300001
GLOBAL,S1D2,ELCINDEA03,2031,116.08583686000001
GLOBAL,S1D3,ELCINDEA03,2031,34.314423227
GLOBAL,S1D4,ELCINDEA03,2031,22.009280153
GLOBAL,S1D5,ELCINDEA03,2031,19.690003592
GLOBAL,S2D1,ELCINDEA03,2031,84.326943617
GLOBAL,S2D2,ELCINDEA03,2031,155.19076963600003
GLOBAL,S2D3,ELCINDEA03,2031,44.281433833
GLOBAL,S2D4,ELCINDEA03,2031,30.726255042000002
GLOBAL,S2D5,ELCINDEA03,2031,30.077390006999998
GLOBAL,S3D1,ELCINDEA03,2031,95.91778056700001
GLOBAL,S3D2,ELCINDEA03,2031,168.814717029
GLOBAL,S3D3,ELCINDEA03,2031,47.244029574
GLOBAL,S3D4,ELCINDEA03,2031,33.912903325
GLOBAL,S3D5,ELCINDEA03,2031,34.231235402
GLOBAL,S4D1,ELCINDEA03,2031,33.037767406
GLOBAL,S4D2,ELCINDEA03,2031,62.001549729
GLOBAL,S4D3,ELCINDEA03,2031,19.063321977
GLOBAL,S4D4,ELCINDEA03,2031,12.410514318999999
GLOBAL,S4D5,ELCINDEA03,2031,11.793815243000001
GLOBAL,S1D1,ELCINDEA03,2032,57.10286877
GLOBAL,S1D2,ELCINDEA03,2032,122.6604734
GLOBAL,S1D3,ELCINDEA03,2032,36.25785463
GLOBAL,S1D4,ELCINDEA03,2032,23.25579757
GLOBAL,S1D5,ELCINDEA03,2032,20.80516648
GLOBAL,S2D1,ELCINDEA03,2032,89.10288373
GLOBAL,S2D2,ELCINDEA03,2032,163.98015284000002
GLOBAL,S2D3,ELCINDEA03,2032,46.78935677
GLOBAL,S2D4,ELCINDEA03,2032,32.46646698
GLOBAL,S2D5,ELCINDEA03,2032,31.780852829999997
GLOBAL,S3D1,ELCINDEA03,2032,101.35017923
GLOBAL,S3D2,ELCINDEA03,2032,178.37570601000002
GLOBAL,S3D3,ELCINDEA03,2032,49.91974206
GLOBAL,S3D4,ELCINDEA03,2032,35.833594250000004
GLOBAL,S3D5,ELCINDEA03,2032,36.16995538
GLOBAL,S4D1,ELCINDEA03,2032,34.90889414
GLOBAL,S4D2,ELCINDEA03,2032,65.51306901
GLOBAL,S4D3,ELCINDEA03,2032,20.14299213
GLOBAL,S4D4,ELCINDEA03,2032,13.11339611
GLOBAL,S4D5,ELCINDEA03,2032,12.46176967
GLOBAL,S1D1,ELCINDEA03,2033,60.163550184
GLOBAL,S1D2,ELCINDEA03,2033,129.23500528
GLOBAL,S1D3,ELCINDEA03,2033,38.201255096
GLOBAL,S1D4,ELCINDEA03,2033,24.502295143999998
GLOBAL,S1D5,ELCINDEA03,2033,21.920311616
GLOBAL,S2D1,ELCINDEA03,2033,93.878747816
GLOBAL,S2D2,ELCINDEA03,2033,172.769396128
GLOBAL,S2D3,ELCINDEA03,2033,49.297239784
GLOBAL,S2D4,ELCINDEA03,2033,34.206651216000004
GLOBAL,S2D5,ELCINDEA03,2033,33.484288536
GLOBAL,S3D1,ELCINDEA03,2033,106.782491416
GLOBAL,S3D2,ELCINDEA03,2033,187.936542792
GLOBAL,S3D3,ELCINDEA03,2033,52.595411952
GLOBAL,S3D4,ELCINDEA03,2033,37.7542546
GLOBAL,S3D5,ELCINDEA03,2033,38.108644496000004
GLOBAL,S4D1,ELCINDEA03,2033,36.779991088
GLOBAL,S4D2,ELCINDEA03,2033,69.024532392
GLOBAL,S4D3,ELCINDEA03,2033,21.222645096
GLOBAL,S4D4,ELCINDEA03,2033,13.816266712
GLOBAL,S4D5,ELCINDEA03,2033,13.129713464
GLOBAL,S1D1,ELCINDEA03,2034,63.224280321
GLOBAL,S1D2,ELCINDEA03,2034,135.80964182
GLOBAL,S1D3,ELCINDEA03,2034,40.144686498999995
GLOBAL,S1D4,ELCINDEA03,2034,25.748812560999998
GLOBAL,S1D5,ELCINDEA03,2034,23.035474504
GLOBAL,S2D1,ELCINDEA03,2034,98.65468792899999
GLOBAL,S2D2,ELCINDEA03,2034,181.558779332
GLOBAL,S2D3,ELCINDEA03,2034,51.805162720999995
GLOBAL,S2D4,ELCINDEA03,2034,35.946863154
GLOBAL,S2D5,ELCINDEA03,2034,35.187751358999996
GLOBAL,S3D1,ELCINDEA03,2034,112.214890079
GLOBAL,S3D2,ELCINDEA03,2034,197.497531773
GLOBAL,S3D3,ELCINDEA03,2034,55.271124438
GLOBAL,S3D4,ELCINDEA03,2034,39.674945525
GLOBAL,S3D5,ELCINDEA03,2034,40.047364474
GLOBAL,S4D1,ELCINDEA03,2034,38.651117821999996
GLOBAL,S4D2,ELCINDEA03,2034,72.53605167299999
GLOBAL,S4D3,ELCINDEA03,2034,22.302315249
GLOBAL,S4D4,ELCINDEA03,2034,14.519148502999998
GLOBAL,S4D5,ELCINDEA03,2034,13.797667891
GLOBAL,S1D1,ELCINDEA03,2035,66.284961735
GLOBAL,S1D2,ELCINDEA03,2035,142.3841737
GLOBAL,S1D3,ELCINDEA03,2035,42.088086964999995
GLOBAL,S1D4,ELCINDEA03,2035,26.995310134999997
GLOBAL,S1D5,ELCINDEA03,2035,24.15061964
GLOBAL,S2D1,ELCINDEA03,2035,103.43055201499999
GLOBAL,S2D2,ELCINDEA03,2035,190.34802262
GLOBAL,S2D3,ELCINDEA03,2035,54.313045734999996
GLOBAL,S2D4,ELCINDEA03,2035,37.68704739
GLOBAL,S2D5,ELCINDEA03,2035,36.891187065
GLOBAL,S3D1,ELCINDEA03,2035,117.64720226499999
GLOBAL,S3D2,ELCINDEA03,2035,207.058368555
GLOBAL,S3D3,ELCINDEA03,2035,57.946794329999996
GLOBAL,S3D4,ELCINDEA03,2035,41.595605875
GLOBAL,S3D5,ELCINDEA03,2035,41.98605359
GLOBAL,S4D1,ELCINDEA03,2035,40.52221477
GLOBAL,S4D2,ELCINDEA03,2035,76.04751505499999
GLOBAL,S4D3,ELCINDEA03,2035,23.381968215
GLOBAL,S4D4,ELCINDEA03,2035,15.222019104999998
GLOBAL,S4D5,ELCINDEA03,2035,14.465611684999999
GLOBAL,S1D1,ELCINDEA03,2036,69.345691872
GLOBAL,S1D2,ELCINDEA03,2036,148.95881024
GLOBAL,S1D3,ELCINDEA03,2036,44.03151836799999
GLOBAL,S1D4,ELCINDEA03,2036,28.241827551999997
GLOBAL,S1D5,ELCINDEA03,2036,25.265782528
GLOBAL,S2D1,ELCINDEA03,2036,108.206492128
GLOBAL,S2D2,ELCINDEA03,2036,199.137405824
GLOBAL,S2D3,ELCINDEA03,2036,56.820968672
GLOBAL,S2D4,ELCINDEA03,2036,39.427259328
GLOBAL,S2D5,ELCINDEA03,2036,38.59464988799999
GLOBAL,S3D1,ELCINDEA03,2036,123.07960092799999
GLOBAL,S3D2,ELCINDEA03,2036,216.619357536
GLOBAL,S3D3,ELCINDEA03,2036,60.622506816
GLOBAL,S3D4,ELCINDEA03,2036,43.5162968
GLOBAL,S3D5,ELCINDEA03,2036,43.924773568
GLOBAL,S4D1,ELCINDEA03,2036,42.393341504
GLOBAL,S4D2,ELCINDEA03,2036,79.559034336
GLOBAL,S4D3,ELCINDEA03,2036,24.461638368
GLOBAL,S4D4,ELCINDEA03,2036,15.924900895999999
GLOBAL,S4D5,ELCINDEA03,2036,15.133566111999999
GLOBAL,S1D1,ELCINDEA03,2037,72.805414656
GLOBAL,S1D2,ELCINDEA03,2037,156.39050752
GLOBAL,S1D3,ELCINDEA03,2037,46.228292864
GLOBAL,S1D4,ELCINDEA03,2037,29.650839295999997
GLOBAL,S1D5,ELCINDEA03,2037,26.526316544
GLOBAL,S2D1,ELCINDEA03,2037,113.60501734399999
GLOBAL,S2D2,ELCINDEA03,2037,209.07256115200002
GLOBAL,S2D3,ELCINDEA03,2037,59.655821056
GLOBAL,S2D4,ELCINDEA03,2037,41.394322944
GLOBAL,S2D5,ELCINDEA03,2037,40.520173824
GLOBAL,S3D1,ELCINDEA03,2037,129.220159744
GLOBAL,S3D2,ELCINDEA03,2037,227.42670412799998
GLOBAL,S3D3,ELCINDEA03,2037,63.647021568
GLOBAL,S3D4,ELCINDEA03,2037,45.6873664
GLOBAL,S3D5,ELCINDEA03,2037,46.116222463999996
GLOBAL,S4D1,ELCINDEA03,2037,44.508385792
GLOBAL,S4D2,ELCINDEA03,2037,83.52831052799999
GLOBAL,S4D3,ELCINDEA03,2037,25.682052864
GLOBAL,S4D4,ELCINDEA03,2037,16.719409407999997
GLOBAL,S4D5,ELCINDEA03,2037,15.888594176
GLOBAL,S1D1,ELCINDEA03,2038,76.26513744
GLOBAL,S1D2,ELCINDEA03,2038,163.8222048
GLOBAL,S1D3,ELCINDEA03,2038,48.42506736
GLOBAL,S1D4,ELCINDEA03,2038,31.059851039999998
GLOBAL,S1D5,ELCINDEA03,2038,27.78685056
GLOBAL,S2D1,ELCINDEA03,2038,119.00354256
GLOBAL,S2D2,ELCINDEA03,2038,219.00771648000003
GLOBAL,S2D3,ELCINDEA03,2038,62.49067344
GLOBAL,S2D4,ELCINDEA03,2038,43.36138656
GLOBAL,S2D5,ELCINDEA03,2038,42.445697759999995
GLOBAL,S3D1,ELCINDEA03,2038,135.36071855999998
GLOBAL,S3D2,ELCINDEA03,2038,238.23405072
GLOBAL,S3D3,ELCINDEA03,2038,66.67153632
GLOBAL,S3D4,ELCINDEA03,2038,47.858436000000005
GLOBAL,S3D5,ELCINDEA03,2038,48.30767136
GLOBAL,S4D1,ELCINDEA03,2038,46.62343008
GLOBAL,S4D2,ELCINDEA03,2038,87.49758672
GLOBAL,S4D3,ELCINDEA03,2038,26.90246736
GLOBAL,S4D4,ELCINDEA03,2038,17.513917919999997
GLOBAL,S4D5,ELCINDEA03,2038,16.64362224
GLOBAL,S1D1,ELCINDEA03,2039,79.724811501
GLOBAL,S1D2,ELCINDEA03,2039,171.25379742
GLOBAL,S1D3,ELCINDEA03,2039,50.621810919
GLOBAL,S1D4,ELCINDEA03,2039,32.468842941
GLOBAL,S1D5,ELCINDEA03,2039,29.047366824
GLOBAL,S2D1,ELCINDEA03,2039,124.401991749
GLOBAL,S2D2,ELCINDEA03,2039,228.942731892
GLOBAL,S2D3,ELCINDEA03,2039,65.32548590100001
GLOBAL,S2D4,ELCINDEA03,2039,45.328422474
GLOBAL,S2D5,ELCINDEA03,2039,44.371194579
GLOBAL,S3D1,ELCINDEA03,2039,141.501190899
GLOBAL,S3D2,ELCINDEA03,2039,249.041245113
GLOBAL,S3D3,ELCINDEA03,2039,69.696008478
GLOBAL,S3D4,ELCINDEA03,2039,50.029475025
GLOBAL,S3D5,ELCINDEA03,2039,50.499089394
GLOBAL,S4D1,ELCINDEA03,2039,48.738444582
GLOBAL,S4D2,ELCINDEA03,2039,91.466807013
GLOBAL,S4D3,ELCINDEA03,2039,28.122864669000002
GLOBAL,S4D4,ELCINDEA03,2039,18.308415243
GLOBAL,S4D5,ELCINDEA03,2039,17.398639671
GLOBAL,S1D1,ELCINDEA03,2040,83.18453428500001
GLOBAL,S1D2,ELCINDEA03,2040,178.68549470000002
GLOBAL,S1D3,ELCINDEA03,2040,52.818585415
GLOBAL,S1D4,ELCINDEA03,2040,33.877854685
GLOBAL,S1D5,ELCINDEA03,2040,30.307900840000002
GLOBAL,S2D1,ELCINDEA03,2040,129.800516965
GLOBAL,S2D2,ELCINDEA03,2040,238.87788722000002
GLOBAL,S2D3,ELCINDEA03,2040,68.16033828500001
GLOBAL,S2D4,ELCINDEA03,2040,47.295486090000004
GLOBAL,S2D5,ELCINDEA03,2040,46.296718515
GLOBAL,S3D1,ELCINDEA03,2040,147.641749715
GLOBAL,S3D2,ELCINDEA03,2040,259.848591705
GLOBAL,S3D3,ELCINDEA03,2040,72.72052323
GLOBAL,S3D4,ELCINDEA03,2040,52.200544625000006
GLOBAL,S3D5,ELCINDEA03,2040,52.690538290000006
GLOBAL,S4D1,ELCINDEA03,2040,50.85348887
GLOBAL,S4D2,ELCINDEA03,2040,95.436083205
GLOBAL,S4D3,ELCINDEA03,2040,29.343279165000002
GLOBAL,S4D4,ELCINDEA03,2040,19.102923755
GLOBAL,S4D5,ELCINDEA03,2040,18.153667735000003
GLOBAL,S1D1,ELCINDEA03,2041,86.644257069
GLOBAL,S1D2,ELCINDEA03,2041,186.11719198000003
GLOBAL,S1D3,ELCINDEA03,2041,55.015359911000004
GLOBAL,S1D4,ELCINDEA03,2041,35.286866429
GLOBAL,S1D5,ELCINDEA03,2041,31.568434856000003
GLOBAL,S2D1,ELCINDEA03,2041,135.199042181
GLOBAL,S2D2,ELCINDEA03,2041,248.81304254800003
GLOBAL,S2D3,ELCINDEA03,2041,70.99519066900001
GLOBAL,S2D4,ELCINDEA03,2041,49.262549706
GLOBAL,S2D5,ELCINDEA03,2041,48.222242451
GLOBAL,S3D1,ELCINDEA03,2041,153.782308531
GLOBAL,S3D2,ELCINDEA03,2041,270.65593829700003
GLOBAL,S3D3,ELCINDEA03,2041,75.745037982
GLOBAL,S3D4,ELCINDEA03,2041,54.37161422500001
GLOBAL,S3D5,ELCINDEA03,2041,54.881987186
GLOBAL,S4D1,ELCINDEA03,2041,52.96853315800001
GLOBAL,S4D2,ELCINDEA03,2041,99.405359397
GLOBAL,S4D3,ELCINDEA03,2041,30.563693661000002
GLOBAL,S4D4,ELCINDEA03,2041,19.897432267
GLOBAL,S4D5,ELCINDEA03,2041,18.908695799
GLOBAL,S1D1,ELCINDEA03,2042,90.590771346
GLOBAL,S1D2,ELCINDEA03,2042,194.59454732
GLOBAL,S1D3,ELCINDEA03,2042,57.521225974
GLOBAL,S1D4,ELCINDEA03,2042,36.894129586
GLOBAL,S1D5,ELCINDEA03,2042,33.006329104
GLOBAL,S2D1,ELCINDEA03,2042,141.35715315399997
GLOBAL,S2D2,ELCINDEA03,2042,260.146098632
GLOBAL,S2D3,ELCINDEA03,2042,74.228913746
GLOBAL,S2D4,ELCINDEA03,2042,51.506384004
GLOBAL,S2D5,ELCINDEA03,2042,50.41869233399999
GLOBAL,S3D1,ELCINDEA03,2042,160.786859054
GLOBAL,S3D2,ELCINDEA03,2042,282.983905098
GLOBAL,S3D3,ELCINDEA03,2042,79.19510938799999
GLOBAL,S3D4,ELCINDEA03,2042,56.84815865
GLOBAL,S3D5,ELCINDEA03,2042,57.381778323999995
GLOBAL,S4D1,ELCINDEA03,2042,55.381169371999995
GLOBAL,S4D2,ELCINDEA03,2042,103.93312249799999
GLOBAL,S4D3,ELCINDEA03,2042,31.955823474
GLOBAL,S4D4,ELCINDEA03,2042,20.803730077999997
GLOBAL,S4D5,ELCINDEA03,2042,19.769958166
GLOBAL,S1D1,ELCINDEA03,2043,94.716976047
GLOBAL,S1D2,ELCINDEA03,2043,203.45788874000002
GLOBAL,S1D3,ELCINDEA03,2043,60.141187693
GLOBAL,S1D4,ELCINDEA03,2043,38.574573727
GLOBAL,S1D5,ELCINDEA03,2043,34.509692728000005
GLOBAL,S2D1,ELCINDEA03,2043,147.795651703
GLOBAL,S2D2,ELCINDEA03,2043,271.99516492400005
GLOBAL,S2D3,ELCINDEA03,2043,77.609872847
GLOBAL,S2D4,ELCINDEA03,2043,53.852383278000005
GLOBAL,S2D5,ELCINDEA03,2043,52.715149712999995
GLOBAL,S3D1,ELCINDEA03,2043,168.110336753
GLOBAL,S3D2,ELCINDEA03,2043,295.873181811
GLOBAL,S3D3,ELCINDEA03,2043,82.802267466
GLOBAL,S3D4,ELCINDEA03,2043,59.437463675000004
GLOBAL,S3D5,ELCINDEA03,2043,59.995388518
GLOBAL,S4D1,ELCINDEA03,2043,57.903656354
GLOBAL,S4D2,ELCINDEA03,2043,108.667041111
GLOBAL,S4D3,ELCINDEA03,2043,33.411338943000004
GLOBAL,S4D4,ELCINDEA03,2043,21.751292920999997
GLOBAL,S4D5,ELCINDEA03,2043,20.670435037
GLOBAL,S1D1,ELCINDEA03,2044,99.031202805
GLOBAL,S1D2,ELCINDEA03,2044,212.72511310000002
GLOBAL,S1D3,ELCINDEA03,2044,62.880535295
GLOBAL,S1D4,ELCINDEA03,2044,40.331592005
GLOBAL,S1D5,ELCINDEA03,2044,36.081561320000006
GLOBAL,S2D1,ELCINDEA03,2044,154.527538445
GLOBAL,S2D2,ELCINDEA03,2044,284.38416706000004
GLOBAL,S2D3,ELCINDEA03,2044,81.144894805
GLOBAL,S2D4,ELCINDEA03,2044,56.305284570000005
GLOBAL,S2D5,ELCINDEA03,2044,55.116251595
GLOBAL,S3D1,ELCINDEA03,2044,175.767529195
GLOBAL,S3D2,ELCINDEA03,2044,309.349794465
GLOBAL,S3D3,ELCINDEA03,2044,86.57379579
GLOBAL,S3D4,ELCINDEA03,2044,62.144757625000004
GLOBAL,S3D5,ELCINDEA03,2044,62.72809517
GLOBAL,S4D1,ELCINDEA03,2044,60.541087510000004
GLOBAL,S4D2,ELCINDEA03,2044,113.616673965
GLOBAL,S4D3,ELCINDEA03,2044,34.933179045
GLOBAL,S4D4,ELCINDEA03,2044,22.742034115
GLOBAL,S4D5,ELCINDEA03,2044,21.611944655000002
GLOBAL,S1D1,ELCINDEA03,2045,103.541880699
GLOBAL,S1D2,ELCINDEA03,2045,222.41432658
GLOBAL,S1D3,ELCINDEA03,2045,65.74462088099999
GLOBAL,S1D4,ELCINDEA03,2045,42.168617258999994
GLOBAL,S1D5,ELCINDEA03,2045,37.725005976
GLOBAL,S2D1,ELCINDEA03,2045,161.56596605099998
GLOBAL,S2D2,ELCINDEA03,2045,297.33731050800003
GLOBAL,S2D3,ELCINDEA03,2045,84.84088629899999
GLOBAL,S2D4,ELCINDEA03,2045,58.869880326
GLOBAL,S2D5,ELCINDEA03,2045,57.62668922099999
GLOBAL,S3D1,ELCINDEA03,2045,183.77339690099998
GLOBAL,S3D2,ELCINDEA03,2045,323.44007348699995
GLOBAL,S3D3,ELCINDEA03,2045,90.517063122
GLOBAL,S3D4,ELCINDEA03,2045,64.975329975
GLOBAL,S3D5,ELCINDEA03,2045,65.58523740599999
GLOBAL,S4D1,ELCINDEA03,2045,63.298615817999995
GLOBAL,S4D2,ELCINDEA03,2045,118.79169158699999
GLOBAL,S4D3,ELCINDEA03,2045,36.524317131
GLOBAL,S4D4,ELCINDEA03,2045,23.777889356999996
GLOBAL,S4D5,ELCINDEA03,2045,22.596326529
GLOBAL,S1D1,ELCINDEA03,2046,108.258023484
GLOBAL,S1D2,ELCINDEA03,2046,232.54489128
GLOBAL,S1D3,ELCINDEA03,2046,68.73916779599999
GLOBAL,S1D4,ELCINDEA03,2046,44.089320443999995
GLOBAL,S1D5,ELCINDEA03,2046,39.443310816
GLOBAL,S2D1,ELCINDEA03,2046,168.92499951599999
GLOBAL,S2D2,ELCINDEA03,2046,310.880479728
