REGION,TIMESLICE,TECHNOLOGY,FUEL,YEAR,VALUE
GLOBAL,S1D1,DSPTRNBGDXX,ELCBGDXX02,2023,12.427595505243648
GLOBAL,S1D1,DSPTRNBGDXX,ELCBGDXX02,2024,8.193568485630504
GLOBAL,S1D1,DSPTRNBGDXX,ELCBGDXX02,2025,10.038514233299905
GLOBAL,S1D1,DSPTRNBGDXX,ELCBGDXX02,2026,11.541752247630505
GLOBAL,S1D1,DSPTRNBGDXX,ELCBGDXX02,2027,12.511767766574662
GLOBAL,S1D1,DSPTRNBGDXX,ELCBGDXX02,2028,12.220393120393537
GLOBAL,S1D1,DSPTRNBGDXX,ELCBGDXX02,2029,11.441483292096793
GLOBAL,S1D1,DSPTRNBGDXX,ELCBGDXX02,2030,11.96250763422026
GLOBAL,S1D1,DSPTRNBGDXX,ELCBGDXX02,2031,12.685459610505745
GLOBAL,S1D1,DSPTRNBGDXX,ELCBGDXX02,2032,13.09508090873709
GLOBAL,S1D1,DSPTRNBGDXX,ELCBGDXX02,2033,12.101228798378289
GLOBAL,S1D1,DSPTRNBGDXX,ELCBGDXX02,2034,16.8123139265696
GLOBAL,S1D1,DSPTRNBGDXX,ELCBGDXX02,2035,14.425104291941272
GLOBAL,S1D1,DSPTRNBGDXX,ELCBGDXX02,2036,20.223406723665864
GLOBAL,S1D1,DSPTRNBGDXX,ELCBGDXX02,2037,22.422450173555703
GLOBAL,S1D1,DSPTRNBGDXX,ELCBGDXX02,2038,24.959335693737753
GLOBAL,S1D1,DSPTRNBGDXX,ELCBGDXX02,2039,27.620381367110998
GLOBAL,S1D1,DSPTRNBGDXX,ELCBGDXX02,2040,57.101769652108594
GLOBAL,S1D1,DSPTRNBGDXX,ELCBGDXX02,2041,49.802651565143925
GLOBAL,S1D1,DSPTRNBGDXX,ELCBGDXX02,2042,57.282509730821126
GLOBAL,S1D1,DSPTRNBGDXX,ELCBGDXX02,2043,60.012004088633624
GLOBAL,S1D1,DSPTRNBGDXX,ELCBGDXX02,2044,59.38537551281906
GLOBAL,S1D1,DSPTRNBGDXX,ELCBGDXX02,2045,65.61339947559168
GLOBAL,S1D1,DSPTRNBGDXX,ELCBGDXX02,2046,44.47279511288876
GLOBAL,S1D1,DSPTRNBGDXX,ELCBGDXX02,2047,51.88172963309576
GLOBAL,S1D1,DSPTRNBGDXX,ELCBGDXX02,2048,54.84813653863117
