REGION,TECHNOLOGY,FUEL,YEAR,VALUE
GLOBAL,DSPTRNNPLXX,ELCNPLXX03,2027,90.99648870295265
GLOBAL,DSPTRNNPLXX,ELCNPLXX03,2028,96.96347526002481
GLOBAL,DSPTRNNPLXX,ELCNPLXX03,2029,103.61029047861074
GLOBAL,DSPTRNNPLXX,ELCNPLXX03,2030,110.90216617958768
GLOBAL,DSPTRNNPLXX,ELCNPLXX03,2031,118.96523868355798
GLOBAL,DSPTRNNPLXX,ELCNPLXX03,2032,127.84732541679297
GLOBAL,DSPTRNNPLXX,ELCNPLXX03,2033,137.88967112350375
GLOBAL,DSPTRNNPLXX,ELCNPLXX03,2034,144.70282659556995
GLOBAL,DSPTRNNPLXX,ELCNPLXX03,2035,151.24023213711308
GLOBAL,DSPTRNNPLXX,ELCNPLXX03,2036,157.93213575533568
GLOBAL,DSPTRNNPLXX,ELCNPLXX03,2037,164.75038613005216
GLOBAL,DSPTRNNPLXX,ELCNPLXX03,2038,171.23655848221657
GLOBAL,DSPTRNNPLXX,ELCNPLXX03,2039,179.38943912333582
GLOBAL,DSPTRNNPLXX,ELCNPLXX03,2040,188.49059417268387
GLOBAL,DSPTRNNPLXX,ELCNPLXX03,2041,197.4727662485015
GLOBAL,DSPTRNNPLXX,ELCNPLXX03,2042,213.218291076759
GLOBAL,DSPTRNNPLXX,ELCNPLXX03,2043,233.33924279156537
GLOBAL,DSPTRNNPLXX,ELCNPLXX03,2044,253.9937242189959
GLOBAL,DSPTRNNPLXX,ELCNPLXX03,2045,274.08908862111997
GLOBAL,DSPTRNNPLXX,ELCNPLXX03,2046,290.536288128137
GLOBAL,DSPTRNNPLXX,ELCNPLXX03,2047,355.09067356013713
GLOBAL,DSPTRNNPLXX,ELCNPLXX03,2048,423.87053109927723
GLOBAL,DSPTRNNPLXX,ELCNPLXX03,2049,462.5759055680681
GLOBAL,DSPTRNNPLXX,ELCNPLXX03,2050,609.833322311287
GLOBAL,MINCOAINT,COAINT,2023,12220.642211375462
GLOBAL,MINCOAINT,COAINT,2024,12949.427502663899
GLOBAL,MINCOAINT,COAINT,2025,12930.218693536863
GLOBAL,MINCOAINT,COAINT,2026,13075.360366092456
GLOBAL,MINCOAINT,COAINT,2027,13580.413414647483
GLOBAL,MINCOAINT,COAINT,2028,14364.69582950551
GLOBAL,MINCOAINT,COAINT,2029,15326.547916957123
GLOBAL,MINCOAINT,COAINT,2030,15932.209543649036
GLOBAL,MINCOAINT,COAINT,2031,16781.572692681693
GLOBAL,MINCOAINT,COAINT,2032,17759.26337512679
GLOBAL,MINCOAINT,COAINT,2033,18848.283713624274
GLOBAL,MINCOAINT,COAINT,2034,19915.733278084863
GLOBAL,MINCOAINT,COAINT,2035,20797.812810319
GLOBAL,MINCOAINT,COAINT,2036,21814.151027297128
GLOBAL,MINCOAINT,COAINT,2037,22847.829932863948
GLOBAL,MINCOAINT,COAINT,2038,23878.60323618081
GLOBAL,MINCOAINT,COAINT,2039,24751.297614705836
GLOBAL,MINCOAINT,COAINT,2040,25542.663442298504
GLOBAL,MINCOAINT,COAINT,2041,26281.596347488176
GLOBAL,MINCOAINT,COAINT,2042,27091.573090637245
GLOBAL,MINCOAINT,COAINT,2043,27230.757286179713
GLOBAL,MINCOAINT,COAINT,2044,27273.42598971198
GLOBAL,MINCOAINT,COAINT,2045,27278.44225403218
GLOBAL,MINCOAINT,COAINT,2046,27278.583531179676
GLOBAL,MINCOAINT,COAINT,2047,27259.763332867704
GLOBAL,MINCOAINT,COAINT,2048,27220.56001841867
GLOBAL,MINCOAINT,COAINT,2049,27165.795096149508
GLOBAL,MINCOAINT,COAINT,2050,27098.529683401648
GLOBAL,MINGASINT,GASINT,2023,257.4229854677819
GLOBAL,MINGASINT,GASINT,2024,55.61326409513741
GLOBAL,MINGASINT,GASINT,2025,38.60154186743292
GLOBAL,MINGASINT,GASINT,2026,30.90387364430307
GLOBAL,MINGASINT,GASINT,2027,24.594299098698453
GLOBAL,MINGASINT,GASINT,2028,23.24849706924857
GLOBAL,MINGASINT,GASINT,2029,28.279925178261387
GLOBAL,MINGASINT,GASINT,2030,27.864312685396996
GLOBAL,MINGASINT,GASINT,2031,29.64701038365409
GLOBAL,MINGASINT,GASINT,2032,28.00085370648152
GLOBAL,MINGASINT,GASINT,2033,24.884122774713074
GLOBAL,MINGASINT,GASINT,2034,43.13533272529742
GLOBAL,MINGASINT,GASINT,2035,58.76326648705793
GLOBAL,MINGASINT,GASINT,2036,146.10186265837362
GLOBAL,MINGASINT,GASINT,2037,301.10522402753185
GLOBAL,MINGASINT,GASINT,2038,486.65719932207946
GLOBAL,MINGASINT,GASINT,2039,799.273748120663
GLOBAL,MINGASINT,GASINT,2040,1136.320286991129
GLOBAL,MINGASINT,GASINT,2041,1463.292217898603
GLOBAL,MINGASINT,GASINT,2042,1781.3817521236745
GLOBAL,MINGASINT,GASINT,2043,2585.7981409668546
GLOBAL,MINGASINT,GASINT,2044,3353.83013306559
GLOBAL,MINGASINT,GASINT,2045,4245.83839124645
GLOBAL,MINGASINT,GASINT,2046,5084.911468999585
GLOBAL,MINGASINT,GASINT,2047,5092.251430461651
GLOBAL,MINGASINT,GASINT,2048,5098.962858086895
GLOBAL,MINGASINT,GASINT,2049,5104.279563026677
GLOBAL,MINGASINT,GASINT,2050,5108.045229609726
GLOBAL,MINOILINT,OILINT,2023,8.808916469092669
GLOBAL,MINOILINT,OILINT,2024,7.592359590674739
GLOBAL,MINOILINT,OILINT,2025,1.4145677624132846
GLOBAL,MINOILINT,OILINT,2026,0.38228633696604686
GLOBAL,MINOILINT,OILINT,2027,0.2382625120287408
GLOBAL,MINOILINT,OILINT,2028,0.1027487059862421
GLOBAL,MINOILINT,OILINT,2029,0.05188024650196477
GLOBAL,MINOILINT,OILINT,2030,0.02755221431256538
GLOBAL,MINOILINT,OILINT,2031,0.017394057743199583
GLOBAL,MINOILINT,OILINT,2032,0.01585922896483367
GLOBAL,MINOILINT,OILINT,2033,0.023389949915467792
GLOBAL,MINOILINT,OILINT,2034,0.33410279907724727
GLOBAL,MINOILINT,OILINT,2035,0.4602206562377133
GLOBAL,MINOILINT,OILINT,2036,0.9386166137520916
GLOBAL,MINOILINT,OILINT,2037,3.015835078943344
GLOBAL,MINOILINT,OILINT,2038,3.2494359167964664
GLOBAL,MINOILINT,OILINT,2039,12.398786426212485
GLOBAL,MINOILINT,OILINT,2040,58.75764096260147
GLOBAL,MINOILINT,OILINT,2041,161.71070384394292
GLOBAL,MINOILINT,OILINT,2042,332.9941690873102
GLOBAL,MINOILINT,OILINT,2043,467.64775288968605
GLOBAL,MINOILINT,OILINT,2044,723.5737620017861
GLOBAL,MINOILINT,OILINT,2045,1024.536735984008
GLOBAL,MINOILINT,OILINT,2046,1315.962861874002
GLOBAL,MINOILINT,OILINT,2047,2419.2317839867073
GLOBAL,MINOILINT,OILINT,2048,3110.5330718487426
GLOBAL,MINOILINT,OILINT,2049,3562.2445477299398
GLOBAL,MINOILINT,OILINT,2050,3905.415278974833
GLOBAL,MINPETINT,PETINT,2038,0.007071768275333912
GLOBAL,MINPETINT,PETINT,2039,6.651943891984335
GLOBAL,MINPETINT,PETINT,2040,71.13863317546463
GLOBAL,MINPETINT,PETINT,2041,160.3482368292382
GLOBAL,MINPETINT,PETINT,2042,226.10978737941036
GLOBAL,MINPETINT,PETINT,2043,378.49515824096636
GLOBAL,MINPETINT,PETINT,2044,651.3690536351346
GLOBAL,MINPETINT,PETINT,2045,931.0762029238047
GLOBAL,MINPETINT,PETINT,2046,1376.942103597358
GLOBAL,MINPETINT,PETINT,2047,2012.807375016747
GLOBAL,MINPETINT,PETINT,2048,2864.1729151390223
GLOBAL,MINPETINT,PETINT,2049,3915.281966705463
GLOBAL,MINPETINT,PETINT,2050,5452.806445459519
GLOBAL,MINURNINT,URNINT,2023,496.5113456607053
GLOBAL,MINURNINT,URNINT,2024,620.8282092379352
