REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,FUEL,YEAR,VALUE
GLOBAL,S1D1,DSPTRNBGDXX,1,ELCBGDXX03,2023,201.6026783668102
GLOBAL,S1D1,DSPTRNBGDXX,1,ELCBGDXX03,2024,132.9175343201366
GLOBAL,S1D1,DSPTRNBGDXX,1,ELCBGDXX03,2025,159.1840930119801
GLOBAL,S1D1,DSPTRNBGDXX,1,ELCBGDXX03,2026,187.23237050857352
GLOBAL,S1D1,DSPTRNBGDXX,1,ELCBGDXX03,2027,202.96813585384896
GLOBAL,S1D1,DSPTRNBGDXX,1,ELCBGDXX03,2028,299.98998432000013
GLOBAL,S1D1,DSPTRNBGDXX,1,ELCBGDXX03,2029,207.35063162046325
GLOBAL,S1D1,DSPTRNBGDXX,1,ELCBGDXX03,2030,198.67407236512645
GLOBAL,S1D1,DSPTRNBGDXX,1,ELCBGDXX03,2031,212.32928350874488
GLOBAL,S1D1,DSPTRNBGDXX,1,ELCBGDXX03,2032,235.1492971567058
GLOBAL,S1D1,DSPTRNBGDXX,1,ELCBGDXX03,2033,258.9156007793705
GLOBAL,S1D1,DSPTRNBGDXX,1,ELCBGDXX03,2034,225.8947718660423
GLOBAL,S1D1,DSPTRNBGDXX,1,ELCBGDXX03,2035,239.9794964563845
GLOBAL,S1D1,DSPTRNBGDXX,1,ELCBGDXX03,2036,282.99541319570784
GLOBAL,S1D1,DSPTRNBGDXX,1,ELCBGDXX03,2037,242.09270669904845
GLOBAL,S1D1,DSPTRNBGDXX,1,ELCBGDXX03,2038,288.3882939465798
GLOBAL,S1D1,DSPTRNBGDXX,1,ELCBGDXX03,2039,321.16940340521774
GLOBAL,S1D1,DSPTRNBGDXX,1,ELCBGDXX03,2040,322.5453825724725
GLOBAL,S1D1,DSPTRNBGDXX,1,ELCBGDXX03,2041,343.3843268923458
GLOBAL,S1D1,DSPTRNBGDXX,1,ELCBGDXX03,2042,355.14427535655
GLOBAL,S1D1,DSPTRNBGDXX,1,ELCBGDXX03,2043,373.48755166452713
GLOBAL,S1D1,DSPTRNBGDXX,1,ELCBGDXX03,2044,400.49339371514657
GLOBAL,S1D1,DSPTRNBGDXX,1,ELCBGDXX03,2045,431.89937580383054
GLOBAL,S1D1,DSPTRNBGDXX,1,ELCBGDXX03,2046,424.34209568289725
GLOBAL,S1D1,DSPTRNBGDXX,1,ELCBGDXX03,2047,451.185272754169
GLOBAL,S1D1,DSPTRNBGDXX,1,ELCBGDXX03,2048,495.8753645545938
GLOBAL,S1D1,DSPTRNBGDXX,1,ELCBGDXX03,2049,551.463636581449
GLOBAL,S1D1,DSPTRNBGDXX,1,ELCBGDXX03,2050,569.8517235220428
GLOBAL,S1D1,DSPTRNBGDXX,2,ELCBGDXX03,2023,161.127767808
GLOBAL,S1D1,DSPTRNBGDXX,2,ELCBGDXX03,2024,254.41149653444776
GLOBAL,S1D1,DSPTRNBGDXX,2,ELCBGDXX03,2025,254.4114965344477
GLOBAL,S1D1,DSPTRNBGDXX,2,ELCBGDXX03,2026,254.4114965344477
GLOBAL,S1D1,DSPTRNBGDXX,2,ELCBGDXX03,2027,268.6254141753509
GLOBAL,S1D1,DSPTRNBGDXX,2,ELCBGDXX03,2028,203.5845269706364
GLOBAL,S1D1,DSPTRNBGDXX,2,ELCBGDXX03,2029,330.3744804099048
GLOBAL,S1D1,DSPTRNBGDXX,2,ELCBGDXX03,2030,375.5164318201956
GLOBAL,S1D1,DSPTRNBGDXX,2,ELCBGDXX03,2031,392.6045706863106
GLOBAL,S1D1,DSPTRNBGDXX,2,ELCBGDXX03,2032,402.17381117500537
GLOBAL,S1D1,DSPTRNBGDXX,2,ELCBGDXX03,2033,412.5309453565065
GLOBAL,S1D1,DSPTRNBGDXX,2,ELCBGDXX03,2034,481.5019194907808
GLOBAL,S1D1,DSPTRNBGDXX,2,ELCBGDXX03,2035,505.2925131795898
GLOBAL,S1D1,DSPTRNBGDXX,2,ELCBGDXX03,2036,502.1797976277299
GLOBAL,S1D1,DSPTRNBGDXX,2,ELCBGDXX03,2037,585.1213911206906
GLOBAL,S1D1,DSPTRNBGDXX,2,ELCBGDXX03,2038,583.1175168379248
GLOBAL,S1D1,DSPTRNBGDXX,2,ELCBGDXX03,2039,596.9972376304061
GLOBAL,S1D1,DSPTRNBGDXX,2,ELCBGDXX03,2040,644.7861718367158
GLOBAL,S1D1,DSPTRNBGDXX,2,ELCBGDXX03,2041,675.7350618559508
GLOBAL,S1D1,DSPTRNBGDXX,2,ELCBGDXX03,2042,707.4442987139191
GLOBAL,S1D1,DSPTRNBGDXX,2,ELCBGDXX03,2043,734.4291711308786
GLOBAL,S1D1,DSPTRNBGDXX,2,ELCBGDXX03,2044,754.6868369642381
GLOBAL,S1D1,DSPTRNBGDXX,2,ELCBGDXX03,2045,772.5561176748535
GLOBAL,S1D1,DSPTRNBGDXX,2,ELCBGDXX03,2046,831.4937881014125
GLOBAL,S1D1,DSPTRNBGDXX,2,ELCBGDXX03,2047,858.2210130157357
GLOBAL,S1D1,DSPTRNBGDXX,2,ELCBGDXX03,2048,869.3847074718808
GLOBAL,S1D1,DSPTRNBGDXX,2,ELCBGDXX03,2049,872.0269785635772
GLOBAL,S1D1,DSPTRNBGDXX,2,ELCBGDXX03,2050,914.365029446616
GLOBAL,S1D1,DSPTRNBTNXX,1,ELCBTNXX03,2023,15.686668655999998
GLOBAL,S1D1,DSPTRNBTNXX,1,ELCBTNXX03,2024,16.76730583008
GLOBAL,S1D1,DSPTRNBTNXX,1,ELCBTNXX03,2025,24.18716465856
GLOBAL,S1D1,DSPTRNBTNXX,1,ELCBTNXX03,2026,25.4246685192
GLOBAL,S1D1,DSPTRNBTNXX,1,ELCBTNXX03,2027,29.3366525544
GLOBAL,S1D1,DSPTRNBTNXX,1,ELCBTNXX03,2028,33.70503472704
GLOBAL,S1D1,DSPTRNBTNXX,1,ELCBTNXX03,2029,37.24195890672
GLOBAL,S1D1,DSPTRNBTNXX,1,ELCBTNXX03,2030,64.2669258456
GLOBAL,S1D1,DSPTRNBTNXX,1,ELCBTNXX03,2031,69.47451251424
GLOBAL,S1D1,DSPTRNBTNXX,1,ELCBTNXX03,2032,75.04683036768
GLOBAL,S1D1,DSPTRNBTNXX,1,ELCBTNXX03,2033,81.00840999888
GLOBAL,S1D1,DSPTRNBTNXX,1,ELCBTNXX03,2034,87.38765525232
GLOBAL,S1D1,DSPTRNBTNXX,1,ELCBTNXX03,2035,104.24146369968
GLOBAL,S1D1,DSPTRNBTNXX,1,ELCBTNXX03,2036,111.54512498256
GLOBAL,S1D1,DSPTRNBTNXX,1,ELCBTNXX03,2037,119.35618221455998
GLOBAL,S1D1,DSPTRNBTNXX,1,ELCBTNXX03,2038,127.71595007855996
GLOBAL,S1D1,DSPTRNBTNXX,1,ELCBTNXX03,2039,136.661224464
GLOBAL,S1D1,DSPTRNBTNXX,1,ELCBTNXX03,2040,146.23009234415997
GLOBAL,S1D1,DSPTRNBTNXX,1,ELCBTNXX03,2041,156.46967827919997
GLOBAL,S1D1,DSPTRNBTNXX,1,ELCBTNXX03,2042,167.4715133016
GLOBAL,S1D1,DSPTRNBTNXX,1,ELCBTNXX03,2043,179.24025212495997
GLOBAL,S1D1,DSPTRNBTNXX,1,ELCBTNXX03,2044,191.82689256095995
GLOBAL,S1D1,DSPTRNBTNXX,1,ELCBTNXX03,2045,197.01497705183996
GLOBAL,S1D1,DSPTRNBTNXX,1,ELCBTNXX03,2046,197.01497705183996
GLOBAL,S1D1,DSPTRNBTNXX,1,ELCBTNXX03,2047,197.01497705183996
GLOBAL,S1D1,DSPTRNBTNXX,1,ELCBTNXX03,2048,197.01497705183996
GLOBAL,S1D1,DSPTRNBTNXX,1,ELCBTNXX03,2049,197.01497705183996
GLOBAL,S1D1,DSPTRNBTNXX,1,ELCBTNXX03,2050,197.01497705183996
GLOBAL,S1D1,DSPTRNINDEA,1,ELCINDEA03,2023,725.8785883662534
GLOBAL,S1D1,DSPTRNINDEA,1,ELCINDEA03,2024,855.6579295897379
GLOBAL,S1D1,DSPTRNINDEA,1,ELCINDEA03,2025,889.3973303122738
GLOBAL,S1D1,DSPTRNINDEA,1,ELCINDEA03,2026,919.1812586228042
GLOBAL,S1D1,DSPTRNINDEA,1,ELCINDEA03,2027,974.6532800485312
GLOBAL,S1D1,DSPTRNINDEA,1,ELCINDEA03,2028,950.1764460020291
GLOBAL,S1D1,DSPTRNINDEA,1,ELCINDEA03,2029,1131.1119062763312
GLOBAL,S1D1,DSPTRNINDEA,1,ELCINDEA03,2030,1179.1877292324486
GLOBAL,S1D1,DSPTRNINDEA,1,ELCINDEA03,2031,1213.3899822402595
GLOBAL,S1D1,DSPTRNINDEA,1,ELCINDEA03,2032,1245.086292437597
GLOBAL,S1D1,DSPTRNINDEA,1,ELCINDEA03,2033,1289.59648562056
GLOBAL,S1D1,DSPTRNINDEA,1,ELCINDEA03,2034,1147.6201571470938
GLOBAL,S1D1,DSPTRNINDEA,1,ELCINDEA03,2035,1459.3262102957951
GLOBAL,S1D1,DSPTRNINDEA,1,ELCINDEA03,2036,1486.2844559493528
GLOBAL,S1D1,DSPTRNINDEA,1,ELCINDEA03,2037,1559.689012149828
GLOBAL,S1D1,DSPTRNINDEA,1,ELCINDEA03,2038,1632.5503722414005
GLOBAL,S1D1,DSPTRNINDEA,1,ELCINDEA03,2039,1495.4330277198733
GLOBAL,S1D1,DSPTRNINDEA,1,ELCINDEA03,2040,1594.4456019205024
GLOBAL,S1D1,DSPTRNINDEA,1,ELCINDEA03,2041,1671.190563410499
GLOBAL,S1D1,DSPTRNINDEA,1,ELCINDEA03,2042,1756.3213051892926
GLOBAL,S1D1,DSPTRNINDEA,1,ELCINDEA03,2043,1693.8054319802404
GLOBAL,S1D1,DSPTRNINDEA,1,ELCINDEA03,2044,1728.5883920563024
GLOBAL,S1D1,DSPTRNINDEA,1,ELCINDEA03,2045,1815.8537511360064
GLOBAL,S1D1,DSPTRNINDEA,1,ELCINDEA03,2046,1960.59629472912
GLOBAL,S1D1,DSPTRNINDEA,1,ELCINDEA03,2047,2028.4544831745604
GLOBAL,S1D1,DSPTRNINDEA,1,ELCINDEA03,2048,2043.1202428944
GLOBAL,S1D1,DSPTRNINDEA,1,ELCINDEA03,2049,2009.781411768
GLOBAL,S1D1,DSPTRNINDEA,1,ELCINDEA03,2050,1976.44318802496
GLOBAL,S1D1,DSPTRNINDEA,2,ELCINDEA03,2025,4.184791954644596
GLOBAL,S1D1,DSPTRNINDEA,2,ELCINDEA03,2026,4.4511507429259405
GLOBAL,S1D1,DSPTRNINDEA,2,ELCINDEA03,2027,7.239495676376616
GLOBAL,S1D1,DSPTRNINDEA,2,ELCINDEA03,2028,10.399106523462253
GLOBAL,S1D1,DSPTRNINDEA,2,ELCINDEA03,2029,12.680036342294462
GLOBAL,S1D1,DSPTRNINDEA,2,ELCINDEA03,2030,30.37672022535991
GLOBAL,S1D1,DSPTRNINDEA,2,ELCINDEA03,2031,32.39028481536845
GLOBAL,S1D1,DSPTRNINDEA,2,ELCINDEA03,2032,50.34647705135806
GLOBAL,S1D1,DSPTRNINDEA,2,ELCINDEA03,2033,55.488786301722016
GLOBAL,S1D1,DSPTRNINDEA,2,ELCINDEA03,2034,247.11761720851484
GLOBAL,S1D1,DSPTRNINDEA,2,ELCINDEA03,2036,22.69425677976921
GLOBAL,S1D1,DSPTRNINDEA,2,ELCINDEA03,2037,5.415523530432676
GLOBAL,S1D1,DSPTRNINDEA,2,ELCINDEA03,2039,230.3136395136
GLOBAL,S1D1,DSPTRNINDEA,2,ELCINDEA03,2040,230.3136395136
GLOBAL,S1D1,DSPTRNINDEA,2,ELCINDEA03,2041,230.3136395136
GLOBAL,S1D1,DSPTRNINDEA,2,ELCINDEA03,2042,230.3136395136
GLOBAL,S1D1,DSPTRNINDEA,2,ELCINDEA03,2043,375.7794216171747
GLOBAL,S1D1,DSPTRNINDEA,2,ELCINDEA03,2044,419.8481065346919
GLOBAL,S1D1,DSPTRNINDEA,2,ELCINDEA03,2045,419.8481065346924
GLOBAL,S1D1,DSPTRNINDEA,2,ELCINDEA03,2046,412.9210153564525
GLOBAL,S1D1,DSPTRNINDEA,2,ELCINDEA03,2047,509.5706441017194
GLOBAL,S1D1,DSPTRNINDEA,2,ELCINDEA03,2048,655.6687359387238
GLOBAL,S1D1,DSPTRNINDEA,2,ELCINDEA03,2049,810.2183253524349
GLOBAL,S1D1,DSPTRNINDEA,2,ELCINDEA03,2050,984.1476116856003
GLOBAL,S1D1,DSPTRNINDNE,1,ELCINDNE03,2023,38.356408664640185
GLOBAL,S1D1,DSPTRNINDNE,1,ELCINDNE03,2024,40.48989065135999
GLOBAL,S1D1,DSPTRNINDNE,1,ELCINDNE03,2025,42.76059681168
GLOBAL,S1D1,DSPTRNINDNE,1,ELCINDNE03,2026,55.85337491039999
GLOBAL,S1D1,DSPTRNINDNE,1,ELCINDNE03,2027,58.35266282879999
GLOBAL,S1D1,DSPTRNINDNE,1,ELCINDNE03,2028,61.57137741552
GLOBAL,S1D1,DSPTRNINDNE,1,ELCINDNE03,2029,64.88614624319999
GLOBAL,S1D1,DSPTRNINDNE,1,ELCINDNE03,2030,67.29796843487999
GLOBAL,S1D1,DSPTRNINDNE,1,ELCINDNE03,2031,69.48760657679999
GLOBAL,S1D1,DSPTRNINDNE,1,ELCINDNE03,2032,87.84567339408001
GLOBAL,S1D1,DSPTRNINDNE,1,ELCINDNE03,2033,90.57022800623999
GLOBAL,S1D1,DSPTRNINDNE,1,ELCINDNE03,2034,93.12289754255998
GLOBAL,S1D1,DSPTRNINDNE,1,ELCINDNE03,2035,95.51569059647998
GLOBAL,S1D1,DSPTRNINDNE,1,ELCINDNE03,2036,97.74545356799997
GLOBAL,S1D1,DSPTRNINDNE,1,ELCINDNE03,2037,101.20987364543998
GLOBAL,S1D1,DSPTRNINDNE,1,ELCINDNE03,2038,104.484893868
GLOBAL,S1D1,DSPTRNINDNE,1,ELCINDNE03,2039,107.56359807552
GLOBAL,S1D1,DSPTRNINDNE,1,ELCINDNE03,2040,110.45033571311998
GLOBAL,S1D1,DSPTRNINDNE,1,ELCINDNE03,2041,113.13820638863996
GLOBAL,S1D1,DSPTRNINDNE,1,ELCINDNE03,2042,116.34611957999998
GLOBAL,S1D1,DSPTRNINDNE,1,ELCINDNE03,2043,119.59122002255998
GLOBAL,S1D1,DSPTRNINDNE,1,ELCINDNE03,2044,122.86538625023998
GLOBAL,S1D1,DSPTRNINDNE,1,ELCINDNE03,2045,126.16934705999996
GLOBAL,S1D1,DSPTRNINDNE,1,ELCINDNE03,2046,129.63180465216
GLOBAL,S1D1,DSPTRNINDNE,1,ELCINDNE03,2047,134.03736524591997
GLOBAL,S1D1,DSPTRNINDNE,1,ELCINDNE03,2048,139.37787646991995
GLOBAL,S1D1,DSPTRNINDNE,1,ELCINDNE03,2049,145.65464202239997
GLOBAL,S1D1,DSPTRNINDNE,1,ELCINDNE03,2050,152.85383273663996
GLOBAL,S1D1,DSPTRNINDNE,2,ELCINDNE03,2023,21.41503084999222
GLOBAL,S1D1,DSPTRNINDNE,2,ELCINDNE03,2024,17.31272890609896
GLOBAL,S1D1,DSPTRNINDNE,2,ELCINDNE03,2025,18.313705829290743
GLOBAL,S1D1,DSPTRNINDNE,2,ELCINDNE03,2026,8.811412384389444
GLOBAL,S1D1,DSPTRNINDNE,2,ELCINDNE03,2027,9.916313259708211
GLOBAL,S1D1,DSPTRNINDNE,2,ELCINDNE03,2028,10.488596531660583
GLOBAL,S1D1,DSPTRNINDNE,2,ELCINDNE03,2029,11.346377668291796
GLOBAL,S1D1,DSPTRNINDNE,2,ELCINDNE03,2030,12.88423284991658
GLOBAL,S1D1,DSPTRNINDNE,2,ELCINDNE03,2031,14.571423758674676
GLOBAL,S1D1,DSPTRNINDNE,2,ELCINDNE03,2032,0.8554540149135564
GLOBAL,S1D1,DSPTRNINDNE,2,ELCINDNE03,2033,2.772996476272503
GLOBAL,S1D1,DSPTRNINDNE,2,ELCINDNE03,2034,57.41106601822032
GLOBAL,S1D1,DSPTRNINDNE,2,ELCINDNE03,2035,39.620908177404445
GLOBAL,S1D1,DSPTRNINDNE,2,ELCINDNE03,2036,9.524062135069258
GLOBAL,S1D1,DSPTRNINDNE,2,ELCINDNE03,2037,66.84238916517971
GLOBAL,S1D1,DSPTRNINDNE,2,ELCINDNE03,2038,37.773532854048085
GLOBAL,S1D1,DSPTRNINDNE,2,ELCINDNE03,2039,16.026826978013204
GLOBAL,S1D1,DSPTRNINDNE,2,ELCINDNE03,2040,18.580632880741536
GLOBAL,S1D1,DSPTRNINDNE,2,ELCINDNE03,2041,21.33330574554991
GLOBAL,S1D1,DSPTRNINDNE,2,ELCINDNE03,2042,24.343465716217008
GLOBAL,S1D1,DSPTRNINDNE,2,ELCINDNE03,2043,27.603504103064576
GLOBAL,S1D1,DSPTRNINDNE,2,ELCINDNE03,2044,31.135246512072648
GLOBAL,S1D1,DSPTRNINDNE,2,ELCINDNE03,2045,34.95238955670238
GLOBAL,S1D1,DSPTRNINDNE,2,ELCINDNE03,2046,38.939935176533794
GLOBAL,S1D1,DSPTRNINDNE,2,ELCINDNE03,2047,42.32842383330917
GLOBAL,S1D1,DSPTRNINDNE,2,ELCINDNE03,2048,45.143318390893775
GLOBAL,S1D1,DSPTRNINDNE,2,ELCINDNE03,2049,47.39846183198974
GLOBAL,S1D1,DSPTRNINDNE,2,ELCINDNE03,2050,49.125715086343625
GLOBAL,S1D1,DSPTRNINDNO,1,ELCINDNO03,2023,1299.5760696904808
GLOBAL,S1D1,DSPTRNINDNO,1,ELCINDNO03,2024,1375.4713237298035
GLOBAL,S1D1,DSPTRNINDNO,1,ELCINDNO03,2025,1455.7051021997274
GLOBAL,S1D1,DSPTRNINDNO,1,ELCINDNO03,2026,1541.8537356433717
GLOBAL,S1D1,DSPTRNINDNO,1,ELCINDNO03,2027,1629.162942675126
GLOBAL,S1D1,DSPTRNINDNO,1,ELCINDNO03,2028,1722.861229033373
GLOBAL,S1D1,DSPTRNINDNO,1,ELCINDNO03,2029,1830.132054948427
GLOBAL,S1D1,DSPTRNINDNO,1,ELCINDNO03,2030,1919.034283660864
GLOBAL,S1D1,DSPTRNINDNO,1,ELCINDNO03,2031,2013.6248822269808
GLOBAL,S1D1,DSPTRNINDNO,1,ELCINDNO03,2032,2115.037890792292
GLOBAL,S1D1,DSPTRNINDNO,1,ELCINDNO03,2033,2219.41413560068
GLOBAL,S1D1,DSPTRNINDNO,1,ELCINDNO03,2034,2379.2208567048715
GLOBAL,S1D1,DSPTRNINDNO,1,ELCINDNO03,2035,2419.2841473622734
GLOBAL,S1D1,DSPTRNINDNO,1,ELCINDNO03,2036,2530.874610656233
GLOBAL,S1D1,DSPTRNINDNO,1,ELCINDNO03,2037,2702.41051829904
GLOBAL,S1D1,DSPTRNINDNO,1,ELCINDNO03,2038,2781.6254706168
GLOBAL,S1D1,DSPTRNINDNO,1,ELCINDNO03,2039,2856.566302812
GLOBAL,S1D1,DSPTRNINDNO,1,ELCINDNO03,2040,2912.17674046176
GLOBAL,S1D1,DSPTRNINDNO,1,ELCINDNO03,2041,2978.0929404504
GLOBAL,S1D1,DSPTRNINDNO,1,ELCINDNO03,2042,3063.99228067296
GLOBAL,S1D1,DSPTRNINDNO,1,ELCINDNO03,2043,3154.07748121488
GLOBAL,S1D1,DSPTRNINDNO,1,ELCINDNO03,2044,3242.8809514944
GLOBAL,S1D1,DSPTRNINDNO,1,ELCINDNO03,2045,3326.95530245088
GLOBAL,S1D1,DSPTRNINDNO,1,ELCINDNO03,2046,3430.55253297456
GLOBAL,S1D1,DSPTRNINDNO,1,ELCINDNO03,2047,3540.5353370808
GLOBAL,S1D1,DSPTRNINDNO,1,ELCINDNO03,2048,3662.31101198832
GLOBAL,S1D1,DSPTRNINDNO,1,ELCINDNO03,2049,3803.61590456832
GLOBAL,S1D1,DSPTRNINDNO,1,ELCINDNO03,2050,3966.90686032896
GLOBAL,S1D1,DSPTRNINDNO,2,ELCINDNO03,2027,4.146887965325735
GLOBAL,S1D1,DSPTRNINDNO,2,ELCINDNO03,2028,6.590302989208444
GLOBAL,S1D1,DSPTRNINDNO,2,ELCINDNO03,2029,11.708952448886668
GLOBAL,S1D1,DSPTRNINDNO,2,ELCINDNO03,2030,8.326271137656759
GLOBAL,S1D1,DSPTRNINDNO,2,ELCINDNO03,2040,49.65434869533576
GLOBAL,S1D1,DSPTRNINDNO,2,ELCINDNO03,2041,94.01620885853526
GLOBAL,S1D1,DSPTRNINDNO,2,ELCINDNO03,2042,132.10466598851508
GLOBAL,S1D1,DSPTRNINDNO,2,ELCINDNO03,2043,171.01825851648096
GLOBAL,S1D1,DSPTRNINDNO,2,ELCINDNO03,2044,216.41257974951668
GLOBAL,S1D1,DSPTRNINDNO,2,ELCINDNO03,2045,271.95194496979366
GLOBAL,S1D1,DSPTRNINDNO,2,ELCINDNO03,2046,313.601281508601
GLOBAL,S1D1,DSPTRNINDNO,2,ELCINDNO03,2047,354.7292833202123
GLOBAL,S1D1,DSPTRNINDNO,2,ELCINDNO03,2048,390.16004115553864
GLOBAL,S1D1,DSPTRNINDNO,2,ELCINDNO03,2049,412.4102887351647
GLOBAL,S1D1,DSPTRNINDNO,2,ELCINDNO03,2050,419.2762611427156
GLOBAL,S1D1,DSPTRNINDSO,1,ELCINDSO03,2023,1255.1108137044969
GLOBAL,S1D1,DSPTRNINDSO,1,ELCINDSO03,2024,1327.9827092661087
GLOBAL,S1D1,DSPTRNINDSO,1,ELCINDSO03,2025,1405.3647381740316
GLOBAL,S1D1,DSPTRNINDSO,1,ELCINDSO03,2026,1490.5631336383103
GLOBAL,S1D1,DSPTRNINDSO,1,ELCINDSO03,2027,1576.7498053338525
GLOBAL,S1D1,DSPTRNINDSO,1,ELCINDSO03,2028,1666.5302087794432
GLOBAL,S1D1,DSPTRNINDSO,1,ELCINDSO03,2029,1770.5148369671017
GLOBAL,S1D1,DSPTRNINDSO,1,ELCINDSO03,2030,1851.0234124975664
GLOBAL,S1D1,DSPTRNINDSO,1,ELCINDSO03,2031,1929.4835609305044
GLOBAL,S1D1,DSPTRNINDSO,1,ELCINDSO03,2032,2023.7381604049056
GLOBAL,S1D1,DSPTRNINDSO,1,ELCINDSO03,2033,2117.992759879307
GLOBAL,S1D1,DSPTRNINDSO,1,ELCINDSO03,2034,2425.0612592504467
GLOBAL,S1D1,DSPTRNINDSO,1,ELCINDSO03,2035,2306.5019588281098
GLOBAL,S1D1,DSPTRNINDSO,1,ELCINDSO03,2036,2400.756558302511
GLOBAL,S1D1,DSPTRNINDSO,1,ELCINDSO03,2037,2501.524796573876
GLOBAL,S1D1,DSPTRNINDSO,1,ELCINDSO03,2038,2609.4029630996847
GLOBAL,S1D1,DSPTRNINDSO,1,ELCINDSO03,2039,2960.115458201816
GLOBAL,S1D1,DSPTRNINDSO,1,ELCINDSO03,2040,3063.7696341094934
GLOBAL,S1D1,DSPTRNINDSO,1,ELCINDSO03,2041,3167.2346526205065
GLOBAL,S1D1,DSPTRNINDSO,1,ELCINDSO03,2042,3282.4805063100434
GLOBAL,S1D1,DSPTRNINDSO,1,ELCINDSO03,2043,3553.309252320096
GLOBAL,S1D1,DSPTRNINDSO,1,ELCINDSO03,2044,3872.701403704695
GLOBAL,S1D1,DSPTRNINDSO,1,ELCINDSO03,2045,4138.367074803991
GLOBAL,S1D1,DSPTRNINDSO,1,ELCINDSO03,2046,4349.8462627826175
GLOBAL,S1D1,DSPTRNINDSO,1,ELCINDSO03,2047,4575.12652122178
GLOBAL,S1D1,DSPTRNINDSO,1,ELCINDSO03,2048,4805.63460035842
GLOBAL,S1D1,DSPTRNINDSO,1,ELCINDSO03,2049,5045.5215376141
GLOBAL,S1D1,DSPTRNINDSO,1,ELCINDSO03,2050,5304.643198336661
GLOBAL,S1D1,DSPTRNINDWE,1,ELCINDWE03,2023,1668.2185445461034
GLOBAL,S1D1,DSPTRNINDWE,1,ELCINDWE03,2024,1766.8699857244826
GLOBAL,S1D1,DSPTRNINDWE,1,ELCINDWE03,2025,1874.804847187074
GLOBAL,S1D1,DSPTRNINDWE,1,ELCINDWE03,2026,1996.4929238855364
GLOBAL,S1D1,DSPTRNINDWE,1,ELCINDWE03,2027,2113.8505963272983
GLOBAL,S1D1,DSPTRNINDWE,1,ELCINDWE03,2028,2235.4457458957886
GLOBAL,S1D1,DSPTRNINDWE,1,ELCINDWE03,2029,2385.5509389397184
GLOBAL,S1D1,DSPTRNINDWE,1,ELCINDWE03,2030,2471.1832892090065
GLOBAL,S1D1,DSPTRNINDWE,1,ELCINDWE03,2031,2553.1821886963858
GLOBAL,S1D1,DSPTRNINDWE,1,ELCINDWE03,2032,2676.9797112452143
GLOBAL,S1D1,DSPTRNINDWE,1,ELCINDWE03,2033,2800.7772337940432
GLOBAL,S1D1,DSPTRNINDWE,1,ELCINDWE03,2034,2924.565463629875
GLOBAL,S1D1,DSPTRNINDWE,1,ELCINDWE03,2035,3048.3629861787035
GLOBAL,S1D1,DSPTRNINDWE,1,ELCINDWE03,2036,3172.1512160145357
GLOBAL,S1D1,DSPTRNINDWE,1,ELCINDWE03,2037,3308.7262189345274
GLOBAL,S1D1,DSPTRNINDWE,1,ELCINDWE03,2038,3445.301221854519
GLOBAL,S1D1,DSPTRNINDWE,1,ELCINDWE03,2039,3581.876224774512
GLOBAL,S1D1,DSPTRNINDWE,1,ELCINDWE03,2040,3770.9139034215054
GLOBAL,S1D1,DSPTRNINDWE,1,ELCINDWE03,2041,3954.359763487736
GLOBAL,S1D1,DSPTRNINDWE,1,ELCINDWE03,2042,4147.895003058392
GLOBAL,S1D1,DSPTRNINDWE,1,ELCINDWE03,2043,4348.388772655508
GLOBAL,S1D1,DSPTRNINDWE,1,ELCINDWE03,2044,4417.138886364
GLOBAL,S1D1,DSPTRNINDWE,1,ELCINDWE03,2045,4513.734874491842
GLOBAL,S1D1,DSPTRNINDWE,1,ELCINDWE03,2046,4654.245586207681
GLOBAL,S1D1,DSPTRNINDWE,1,ELCINDWE03,2047,4838.202015596641
GLOBAL,S1D1,DSPTRNINDWE,1,ELCINDWE03,2048,5063.517573127201
GLOBAL,S1D1,DSPTRNINDWE,1,ELCINDWE03,2049,5320.310807033281
GLOBAL,S1D1,DSPTRNINDWE,1,ELCINDWE03,2050,5617.095751406881
GLOBAL,S1D1,DSPTRNINDWE,2,ELCINDWE03,2044,144.93784154183962
GLOBAL,S1D1,DSPTRNINDWE,2,ELCINDWE03,2045,279.32787202517045
GLOBAL,S1D1,DSPTRNINDWE,2,ELCINDWE03,2046,361.994879509646
GLOBAL,S1D1,DSPTRNINDWE,2,ELCINDWE03,2047,347.23189610563844
GLOBAL,S1D1,DSPTRNINDWE,2,ELCINDWE03,2048,280.9934975478612
GLOBAL,S1D1,DSPTRNINDWE,2,ELCINDWE03,2049,210.35423595549585
GLOBAL,S1D1,DSPTRNINDWE,2,ELCINDWE03,2050,133.39392535237073
GLOBAL,S1D1,DSPTRNLKAXX,1,ELCLKAXX03,2023,45.692250567776256
GLOBAL,S1D1,DSPTRNLKAXX,1,ELCLKAXX03,2024,49.28821129388099
GLOBAL,S1D1,DSPTRNLKAXX,1,ELCLKAXX03,2025,51.99597868405685
GLOBAL,S1D1,DSPTRNLKAXX,1,ELCLKAXX03,2026,54.70945006813315
GLOBAL,S1D1,DSPTRNLKAXX,1,ELCLKAXX03,2027,57.58426299396535
GLOBAL,S1D1,DSPTRNLKAXX,1,ELCLKAXX03,2028,60.611454042567
GLOBAL,S1D1,DSPTRNLKAXX,1,ELCLKAXX03,2029,63.8032460580105
