REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,FUEL,YEAR,VALUE
GLOBAL,S1D4,DSPTRNINDWE,1,ELCINDWE03,2045,4620.055754722218
GLOBAL,S1D4,DSPTRNINDWE,1,ELCINDWE03,2046,4707.995649937921
GLOBAL,S1D4,DSPTRNINDWE,1,ELCINDWE03,2047,4899.084053580002
GLOBAL,S1D4,DSPTRNINDWE,1,ELCINDWE03,2048,5133.012036576481
GLOBAL,S1D4,DSPTRNINDWE,1,ELCINDWE03,2049,5399.4572574825615
GLOBAL,S1D4,DSPTRNINDWE,1,ELCINDWE03,2050,5707.416048729121
GLOBAL,S1D4,DSPTRNINDWE,2,ELCINDWE03,2034,1.2434598132700547
GLOBAL,S1D4,DSPTRNINDWE,2,ELCINDWE03,2035,39.014705993092775
GLOBAL,S1D4,DSPTRNINDWE,2,ELCINDWE03,2036,194.38020802912067
GLOBAL,S1D4,DSPTRNINDWE,2,ELCINDWE03,2037,342.3366140037224
GLOBAL,S1D4,DSPTRNINDWE,2,ELCINDWE03,2038,504.8063349203185
GLOBAL,S1D4,DSPTRNINDWE,2,ELCINDWE03,2039,683.0291775025762
GLOBAL,S1D4,DSPTRNINDWE,2,ELCINDWE03,2040,849.2544010943999
GLOBAL,S1D4,DSPTRNINDWE,2,ELCINDWE03,2041,849.2544010943999
GLOBAL,S1D4,DSPTRNINDWE,2,ELCINDWE03,2042,849.2544010943999
GLOBAL,S1D4,DSPTRNINDWE,2,ELCINDWE03,2043,849.2544010943999
GLOBAL,S1D4,DSPTRNINDWE,2,ELCINDWE03,2044,1104.8225149926147
GLOBAL,S1D4,DSPTRNINDWE,2,ELCINDWE03,2045,1435.1179986315708
GLOBAL,S1D4,DSPTRNINDWE,2,ELCINDWE03,2046,1625.6782476511255
GLOBAL,S1D4,DSPTRNINDWE,2,ELCINDWE03,2047,1858.2183379246003
GLOBAL,S1D4,DSPTRNINDWE,2,ELCINDWE03,2048,1872.7650261348813
GLOBAL,S1D4,DSPTRNINDWE,2,ELCINDWE03,2049,1872.7650261348813
GLOBAL,S1D4,DSPTRNINDWE,2,ELCINDWE03,2050,1872.7650261348813
GLOBAL,S1D4,DSPTRNLKAXX,1,ELCLKAXX03,2023,59.26957397313608
GLOBAL,S1D4,DSPTRNLKAXX,1,ELCLKAXX03,2024,63.93406428849522
GLOBAL,S1D4,DSPTRNLKAXX,1,ELCLKAXX03,2025,67.44643712283434
GLOBAL,S1D4,DSPTRNLKAXX,1,ELCLKAXX03,2026,70.96620887677632
GLOBAL,S1D4,DSPTRNLKAXX,1,ELCLKAXX03,2027,74.69526435662837
GLOBAL,S1D4,DSPTRNLKAXX,1,ELCLKAXX03,2028,78.62197668872882
GLOBAL,S1D4,DSPTRNLKAXX,1,ELCLKAXX03,2029,82.76220070079812
GLOBAL,S1D4,DSPTRNLKAXX,1,ELCLKAXX03,2030,87.24066103757058
GLOBAL,S1D4,DSPTRNLKAXX,1,ELCLKAXX03,2031,91.42316459022776
GLOBAL,S1D4,DSPTRNLKAXX,1,ELCLKAXX03,2032,95.79064113295696
GLOBAL,S1D4,DSPTRNLKAXX,1,ELCLKAXX03,2033,100.33780572318474
GLOBAL,S1D4,DSPTRNLKAXX,1,ELCLKAXX03,2034,105.11327983258712
GLOBAL,S1D4,DSPTRNLKAXX,1,ELCLKAXX03,2035,110.20162254233988
GLOBAL,S1D4,DSPTRNLKAXX,1,ELCLKAXX03,2036,115.71910258905976
GLOBAL,S1D4,DSPTRNLKAXX,1,ELCLKAXX03,2037,121.58644583414444
GLOBAL,S1D4,DSPTRNLKAXX,1,ELCLKAXX03,2038,120.24527479046137
GLOBAL,S1D4,DSPTRNLKAXX,1,ELCLKAXX03,2039,111.47256488140938
GLOBAL,S1D4,DSPTRNLKAXX,1,ELCLKAXX03,2040,113.12825772672002
GLOBAL,S1D4,DSPTRNLKAXX,1,ELCLKAXX03,2041,116.22340890432004
GLOBAL,S1D4,DSPTRNLKAXX,1,ELCLKAXX03,2042,119.66082155136002
GLOBAL,S1D4,DSPTRNLKAXX,1,ELCLKAXX03,2043,127.95586177536
GLOBAL,S1D4,DSPTRNLKAXX,1,ELCLKAXX03,2044,135.01192824576
GLOBAL,S1D4,DSPTRNLKAXX,1,ELCLKAXX03,2045,142.17557788800002
GLOBAL,S1D4,DSPTRNLKAXX,1,ELCLKAXX03,2046,147.18908034432002
GLOBAL,S1D4,DSPTRNLKAXX,1,ELCLKAXX03,2047,152.93345861376
GLOBAL,S1D4,DSPTRNLKAXX,1,ELCLKAXX03,2048,157.83961757184
GLOBAL,S1D4,DSPTRNLKAXX,1,ELCLKAXX03,2049,163.51657944192
GLOBAL,S1D4,DSPTRNLKAXX,1,ELCLKAXX03,2050,170.12761997184003
GLOBAL,S1D4,DSPTRNLKAXX,2,ELCLKAXX03,2038,7.5848022
GLOBAL,S1D4,DSPTRNLKAXX,2,ELCLKAXX03,2039,22.7544066
GLOBAL,S1D4,DSPTRNLKAXX,2,ELCLKAXX03,2040,27.807419857473093
GLOBAL,S1D4,DSPTRNLKAXX,2,ELCLKAXX03,2041,31.766610026962823
GLOBAL,S1D4,DSPTRNLKAXX,2,ELCLKAXX03,2042,35.46386985412958
GLOBAL,S1D4,DSPTRNLKAXX,2,ELCLKAXX03,2043,34.48213316332015
GLOBAL,S1D4,DSPTRNLKAXX,2,ELCLKAXX03,2044,34.976135653402935
GLOBAL,S1D4,DSPTRNLKAXX,2,ELCLKAXX03,2045,35.235716349882
GLOBAL,S1D4,DSPTRNLKAXX,2,ELCLKAXX03,2046,37.71097752019234
GLOBAL,S1D4,DSPTRNLKAXX,2,ELCLKAXX03,2047,39.58431547617576
GLOBAL,S1D4,DSPTRNLKAXX,2,ELCLKAXX03,2048,42.0982158912708
GLOBAL,S1D4,DSPTRNLKAXX,2,ELCLKAXX03,2049,44.04002723512886
GLOBAL,S1D4,DSPTRNLKAXX,2,ELCLKAXX03,2050,45.33526079514459
GLOBAL,S1D4,DSPTRNMDVXX,1,ELCMDVXX03,2023,6.854015475958731
GLOBAL,S1D4,DSPTRNMDVXX,1,ELCMDVXX03,2024,7.1840611251703335
GLOBAL,S1D4,DSPTRNMDVXX,1,ELCMDVXX03,2025,7.536379793653883
GLOBAL,S1D4,DSPTRNMDVXX,1,ELCMDVXX03,2026,7.912996301343197
GLOBAL,S1D4,DSPTRNMDVXX,1,ELCMDVXX03,2027,8.315935468172086
GLOBAL,S1D4,DSPTRNMDVXX,1,ELCMDVXX03,2028,8.747222114074361
GLOBAL,S1D4,DSPTRNMDVXX,1,ELCMDVXX03,2029,9.280762166634222
GLOBAL,S1D4,DSPTRNMDVXX,1,ELCMDVXX03,2030,9.847711748102004
GLOBAL,S1D4,DSPTRNMDVXX,1,ELCMDVXX03,2031,10.451108088378431
GLOBAL,S1D4,DSPTRNMDVXX,1,ELCMDVXX03,2032,11.09398841736422
GLOBAL,S1D4,DSPTRNMDVXX,1,ELCMDVXX03,2033,11.778377554993186
GLOBAL,S1D4,DSPTRNMDVXX,1,ELCMDVXX03,2034,12.40100968464084
GLOBAL,S1D4,DSPTRNMDVXX,1,ELCMDVXX03,2035,13.061100983064046
GLOBAL,S1D4,DSPTRNMDVXX,1,ELCMDVXX03,2036,13.762701090130426
GLOBAL,S1D4,DSPTRNMDVXX,1,ELCMDVXX03,2037,14.508847235740705
GLOBAL,S1D4,DSPTRNMDVXX,1,ELCMDVXX03,2038,15.3025766497956
GLOBAL,S1D4,DSPTRNMDVXX,1,ELCMDVXX03,2039,16.146926562195834
GLOBAL,S1D4,DSPTRNMDVXX,1,ELCMDVXX03,2040,17.04493420284213
GLOBAL,S1D4,DSPTRNMDVXX,1,ELCMDVXX03,2041,17.556201236130036
GLOBAL,S1D4,DSPTRNMDVXX,1,ELCMDVXX03,2042,18.08265441892155
GLOBAL,S1D4,DSPTRNMDVXX,1,ELCMDVXX03,2043,18.62530616118357
GLOBAL,S1D4,DSPTRNMDVXX,1,ELCMDVXX03,2044,19.1841564629161
GLOBAL,S1D4,DSPTRNMDVXX,1,ELCMDVXX03,2045,19.76021773408604
GLOBAL,S1D4,DSPTRNMDVXX,1,ELCMDVXX03,2046,20.254273797936538
GLOBAL,S1D4,DSPTRNMDVXX,1,ELCMDVXX03,2047,20.76047878138992
GLOBAL,S1D4,DSPTRNMDVXX,1,ELCMDVXX03,2048,21.278832684446176
GLOBAL,S1D4,DSPTRNMDVXX,1,ELCMDVXX03,2049,21.81136032703913
GLOBAL,S1D4,DSPTRNMDVXX,1,ELCMDVXX03,2050,22.35603688923496
GLOBAL,S1D4,DSPTRNNPLXX,1,ELCNPLXX03,2023,34.437312
GLOBAL,S1D4,DSPTRNNPLXX,1,ELCNPLXX03,2024,37.120962528
GLOBAL,S1D4,DSPTRNNPLXX,1,ELCNPLXX03,2025,43.790511168
GLOBAL,S1D4,DSPTRNNPLXX,1,ELCNPLXX03,2026,46.788796368
GLOBAL,S1D4,DSPTRNNPLXX,1,ELCNPLXX03,2027,49.957502111999936
GLOBAL,S1D4,DSPTRNNPLXX,1,ELCNPLXX03,2028,55.942688016
GLOBAL,S1D4,DSPTRNNPLXX,1,ELCNPLXX03,2029,65.0918808
GLOBAL,S1D4,DSPTRNNPLXX,1,ELCNPLXX03,2030,77.81832820799998
GLOBAL,S1D4,DSPTRNNPLXX,1,ELCNPLXX03,2031,91.586504304
GLOBAL,S1D4,DSPTRNNPLXX,1,ELCNPLXX03,2032,106.490575584
GLOBAL,S1D4,DSPTRNNPLXX,1,ELCNPLXX03,2033,122.62155494399998
GLOBAL,S1D4,DSPTRNNPLXX,1,ELCNPLXX03,2034,132.37516670399998
GLOBAL,S1D4,DSPTRNNPLXX,1,ELCNPLXX03,2035,142.128778464
GLOBAL,S1D4,DSPTRNNPLXX,1,ELCNPLXX03,2036,151.882390224
GLOBAL,S1D4,DSPTRNNPLXX,1,ELCNPLXX03,2037,161.63477208
GLOBAL,S1D4,DSPTRNNPLXX,1,ELCNPLXX03,2038,171.38838384000002
GLOBAL,S1D4,DSPTRNNPLXX,1,ELCNPLXX03,2039,181.14199560000003
GLOBAL,S1D4,DSPTRNNPLXX,1,ELCNPLXX03,2040,190.89560736000004
GLOBAL,S1D4,DSPTRNNPLXX,1,ELCNPLXX03,2041,200.64921912000003
GLOBAL,S1D4,DSPTRNNPLXX,1,ELCNPLXX03,2042,210.40283088000007
GLOBAL,S1D4,DSPTRNNPLXX,1,ELCNPLXX03,2043,220.15644264000008
GLOBAL,S1D4,DSPTRNNPLXX,1,ELCNPLXX03,2044,229.9100544000001
GLOBAL,S1D4,DSPTRNNPLXX,1,ELCNPLXX03,2045,239.6636661600001
GLOBAL,S1D4,DSPTRNNPLXX,1,ELCNPLXX03,2046,249.41727791999915
GLOBAL,S1D4,DSPTRNNPLXX,1,ELCNPLXX03,2047,260.62041038400014
GLOBAL,S1D4,DSPTRNNPLXX,1,ELCNPLXX03,2048,274.1204674080002
GLOBAL,S1D4,DSPTRNNPLXX,1,ELCNPLXX03,2049,289.97717817599926
GLOBAL,S1D4,DSPTRNNPLXX,1,ELCNPLXX03,2050,290.01186777600014
GLOBAL,S1D4,DSPTRNNPLXX,2,ELCNPLXX03,2023,16.926893232626043
GLOBAL,S1D4,DSPTRNNPLXX,2,ELCNPLXX03,2024,18.215914010835892
GLOBAL,S1D4,DSPTRNNPLXX,2,ELCNPLXX03,2025,14.471147387577185
GLOBAL,S1D4,DSPTRNNPLXX,2,ELCNPLXX03,2026,15.888337172977224
GLOBAL,S1D4,DSPTRNNPLXX,2,ELCNPLXX03,2027,18.643595275580356
GLOBAL,S1D4,DSPTRNNPLXX,2,ELCNPLXX03,2028,17.95739808094374
GLOBAL,S1D4,DSPTRNNPLXX,2,ELCNPLXX03,2029,14.599198094296284
GLOBAL,S1D4,DSPTRNNPLXX,2,ELCNPLXX03,2030,20.268967028608134
GLOBAL,S1D4,MINCOAINT,1,COAINT,2023,13124.041861248032
GLOBAL,S1D4,MINCOAINT,1,COAINT,2024,14130.619135382272
GLOBAL,S1D4,MINCOAINT,1,COAINT,2025,14528.905690152253
GLOBAL,S1D4,MINCOAINT,1,COAINT,2026,16483.189293462456
GLOBAL,S1D4,MINCOAINT,1,COAINT,2027,16681.85369652349
GLOBAL,S1D4,MINCOAINT,1,COAINT,2028,17173.549798933866
GLOBAL,S1D4,MINCOAINT,1,COAINT,2029,19038.274547741603
GLOBAL,S1D4,MINCOAINT,1,COAINT,2030,18560.66493439717
GLOBAL,S1D4,MINCOAINT,1,COAINT,2031,19087.518803130733
GLOBAL,S1D4,MINCOAINT,1,COAINT,2032,19592.209561406253
GLOBAL,S1D4,MINCOAINT,1,COAINT,2033,20582.64629812709
GLOBAL,S1D4,MINCOAINT,1,COAINT,2034,20865.665781991975
GLOBAL,S1D4,MINCOAINT,1,COAINT,2035,23068.0600419225
GLOBAL,S1D4,MINCOAINT,1,COAINT,2036,22113.290651561743
GLOBAL,S1D4,MINCOAINT,1,COAINT,2037,24282.72868366024
GLOBAL,S1D4,MINCOAINT,1,COAINT,2038,23406.00735911158
GLOBAL,S1D4,MINCOAINT,1,COAINT,2039,23925.35102821361
GLOBAL,S1D4,MINCOAINT,1,COAINT,2040,24214.9637672586
GLOBAL,S1D4,MINCOAINT,1,COAINT,2041,23906.30991754775
GLOBAL,S1D4,MINCOAINT,1,COAINT,2042,23608.623508664223
GLOBAL,S1D4,MINCOAINT,1,COAINT,2043,23761.186762274527
GLOBAL,S1D4,MINCOAINT,1,COAINT,2044,24390.946524268573
GLOBAL,S1D4,MINCOAINT,1,COAINT,2045,25130.13872889793
GLOBAL,S1D4,MINCOAINT,1,COAINT,2046,26058.736782468925
GLOBAL,S1D4,MINCOAINT,1,COAINT,2047,26806.636400255928
GLOBAL,S1D4,MINCOAINT,1,COAINT,2048,27122.969727359927
GLOBAL,S1D4,MINCOAINT,1,COAINT,2049,27350.34974308793
GLOBAL,S1D4,MINCOAINT,1,COAINT,2050,27341.541947257832
GLOBAL,S1D4,MINGASINT,1,GASINT,2023,273.1844193292364
GLOBAL,S1D4,MINGASINT,1,GASINT,2024,24.245277045761007
GLOBAL,S1D4,MINGASINT,1,GASINT,2025,31.63039409248412
GLOBAL,S1D4,MINGASINT,1,GASINT,2026,24.372197119684003
GLOBAL,S1D4,MINGASINT,1,GASINT,2027,41.389714907501045
GLOBAL,S1D4,MINGASINT,1,GASINT,2028,45.55715338949929
GLOBAL,S1D4,MINGASINT,1,GASINT,2029,53.64687782446066
GLOBAL,S1D4,MINGASINT,1,GASINT,2030,70.25170457088146
GLOBAL,S1D4,MINGASINT,1,GASINT,2031,175.48963459223697
GLOBAL,S1D4,MINGASINT,1,GASINT,2032,328.03937359645334
GLOBAL,S1D4,MINGASINT,1,GASINT,2033,432.4665292907485
GLOBAL,S1D4,MINGASINT,1,GASINT,2034,478.97225700271866
GLOBAL,S1D4,MINGASINT,1,GASINT,2035,425.46038216371824
GLOBAL,S1D4,MINGASINT,1,GASINT,2036,580.7075670442342
GLOBAL,S1D4,MINGASINT,1,GASINT,2037,689.9142909164714
GLOBAL,S1D4,MINGASINT,1,GASINT,2038,759.9040293914484
GLOBAL,S1D4,MINGASINT,1,GASINT,2039,943.8454507288222
GLOBAL,S1D4,MINGASINT,1,GASINT,2040,1355.795228146933
GLOBAL,S1D4,MINGASINT,1,GASINT,2041,2188.9757401542925
GLOBAL,S1D4,MINGASINT,1,GASINT,2042,2988.3412648499184
GLOBAL,S1D4,MINGASINT,1,GASINT,2043,3437.930115282334
GLOBAL,S1D4,MINGASINT,1,GASINT,2044,3411.4717680155823
GLOBAL,S1D4,MINGASINT,1,GASINT,2045,3246.8583747725165
GLOBAL,S1D4,MINGASINT,1,GASINT,2046,2878.121151700735
GLOBAL,S1D4,MINGASINT,1,GASINT,2047,2534.336372195821
GLOBAL,S1D4,MINGASINT,1,GASINT,2048,2424.7700764089454
GLOBAL,S1D4,MINGASINT,1,GASINT,2049,2320.462972822058
GLOBAL,S1D4,MINGASINT,1,GASINT,2050,2293.58058196958
GLOBAL,S1D4,MINOILINT,1,OILINT,2023,3.2407599302396317
GLOBAL,S1D4,MINOILINT,1,OILINT,2024,7.981635599391249
GLOBAL,S1D4,MINOILINT,1,OILINT,2025,0.780775338262452
GLOBAL,S1D4,MINURNINT,1,URNINT,2023,530.6751936000001
GLOBAL,S1D4,MINURNINT,1,URNINT,2024,656.6930496000023
GLOBAL,S1D4,MINURNINT,1,URNINT,2025,1028.02566528
GLOBAL,S1D4,MINURNINT,1,URNINT,2026,543.5150129279999
GLOBAL,S1D4,MINURNINT,1,URNINT,2027,1112.2826040000002
GLOBAL,S1D4,MINURNINT,1,URNINT,2028,1171.47599136
GLOBAL,S1D4,MINURNINT,1,URNINT,2029,472.58796297600014
GLOBAL,S1D4,MINURNINT,1,URNINT,2030,1342.1251713600002
GLOBAL,S1D4,MINURNINT,1,URNINT,2031,1371.592346688004
GLOBAL,S1D4,MINURNINT,1,URNINT,2032,1410.2378225280002
GLOBAL,S1D4,MINURNINT,1,URNINT,2033,1447.0000315200002
GLOBAL,S1D4,MINURNINT,1,URNINT,2034,1481.885974656
GLOBAL,S1D4,MINURNINT,1,URNINT,2035,816.3296691839998
GLOBAL,S1D4,MINURNINT,1,URNINT,2036,1546.015061376
GLOBAL,S1D4,MINURNINT,1,URNINT,2037,848.3802105599998
GLOBAL,S1D4,MINURNINT,1,URNINT,2038,1611.4113276480002
GLOBAL,S1D4,MINURNINT,1,URNINT,2039,1641.179545632
GLOBAL,S1D4,MINURNINT,1,URNINT,2040,1669.14150768
GLOBAL,S1D4,MINURNINT,1,URNINT,2041,1697.0194578240005
GLOBAL,S1D4,MINURNINT,1,URNINT,2042,1727.5647859200003
GLOBAL,S1D4,MINURNINT,1,URNINT,2043,1758.36915072
GLOBAL,S1D4,MINURNINT,1,URNINT,2044,1820.1179001600003
GLOBAL,S1D4,MINURNINT,1,URNINT,2045,1894.9515036480004
GLOBAL,S1D4,MINURNINT,1,URNINT,2046,1932.5258277120004
GLOBAL,S1D4,MINURNINT,1,URNINT,2047,1973.2646001600008
GLOBAL,S1D4,MINURNINT,1,URNINT,2048,2017.93092912
GLOBAL,S1D4,MINURNINT,1,URNINT,2049,2067.700981248
GLOBAL,S1D4,MINURNINT,1,URNINT,2050,2123.869940064
GLOBAL,S1D4,PWRBIOBGDXX,1,ELCBGDXX00,2024,0.0031536
GLOBAL,S1D4,PWRBIOBGDXX,1,ELCBGDXX00,2025,0.0063071999999999
GLOBAL,S1D4,PWRBIOBGDXX,1,ELCBGDXX00,2026,0.0094608
GLOBAL,S1D4,PWRBIOBGDXX,1,ELCBGDXX00,2027,0.0126144
GLOBAL,S1D4,PWRBIOBGDXX,1,ELCBGDXX00,2028,0.015768
GLOBAL,S1D4,PWRBIOBGDXX,1,ELCBGDXX00,2029,0.0189216
GLOBAL,S1D4,PWRBIOBGDXX,1,ELCBGDXX00,2030,0.0220752
GLOBAL,S1D4,PWRBIOBGDXX,1,ELCBGDXX00,2031,0.0220752
GLOBAL,S1D4,PWRBIOBGDXX,1,ELCBGDXX00,2032,0.0220752
GLOBAL,S1D4,PWRBIOBGDXX,1,ELCBGDXX00,2033,0.0220752
GLOBAL,S1D4,PWRBIOBGDXX,1,ELCBGDXX00,2034,0.0220752
GLOBAL,S1D4,PWRBIOBGDXX,1,ELCBGDXX00,2035,0.0220752
GLOBAL,S1D4,PWRBIOBGDXX,1,ELCBGDXX00,2036,0.0220752
GLOBAL,S1D4,PWRBIOBGDXX,1,ELCBGDXX00,2037,0.0220752
GLOBAL,S1D4,PWRBIOBGDXX,1,ELCBGDXX00,2038,0.0220752
GLOBAL,S1D4,PWRBIOBGDXX,1,ELCBGDXX00,2039,0.0220752
GLOBAL,S1D4,PWRBIOBGDXX,1,ELCBGDXX00,2040,0.0220752
GLOBAL,S1D4,PWRBIOBGDXX,1,ELCBGDXX00,2041,0.0220752
GLOBAL,S1D4,PWRBIOBGDXX,1,ELCBGDXX00,2042,0.0220752
GLOBAL,S1D4,PWRBIOBGDXX,1,ELCBGDXX00,2043,0.0220752
GLOBAL,S1D4,PWRBIOBGDXX,1,ELCBGDXX00,2044,0.0220752
GLOBAL,S1D4,PWRBIOBGDXX,1,ELCBGDXX00,2045,0.0220752
GLOBAL,S1D4,PWRBIOBGDXX,1,ELCBGDXX00,2046,0.0220752
GLOBAL,S1D4,PWRBIOBGDXX,1,ELCBGDXX00,2047,0.0220752
GLOBAL,S1D4,PWRBIOBGDXX,1,ELCBGDXX00,2048,0.0220752
GLOBAL,S1D4,PWRBIOBGDXX,1,ELCBGDXX00,2049,0.0220752
GLOBAL,S1D4,PWRBIOBGDXX,1,ELCBGDXX00,2050,0.0220752
GLOBAL,S1D4,PWRBIOINDEA,1,ELCINDEA00,2024,1.0753776
GLOBAL,S1D4,PWRBIOINDEA,1,ELCINDEA00,2025,2.2958208
GLOBAL,S1D4,PWRBIOINDEA,1,ELCINDEA00,2026,3.5446464
GLOBAL,S1D4,PWRBIOINDEA,1,ELCINDEA00,2027,4.8786192
GLOBAL,S1D4,PWRBIOINDEA,1,ELCINDEA00,2028,6.2630496
GLOBAL,S1D4,PWRBIOINDEA,1,ELCINDEA00,2029,7.338427199999999
GLOBAL,S1D4,PWRBIOINDEA,1,ELCINDEA00,2030,7.858771199999997
GLOBAL,S1D4,PWRBIOINDEA,1,ELCINDEA00,2031,8.2908144
GLOBAL,S1D4,PWRBIOINDEA,1,ELCINDEA00,2032,9.050832
GLOBAL,S1D4,PWRBIOINDEA,1,ELCINDEA00,2033,9.7383168
GLOBAL,S1D4,PWRBIOINDEA,1,ELCINDEA00,2034,10.3501152
GLOBAL,S1D4,PWRBIOINDEA,1,ELCINDEA00,2035,10.8893808
GLOBAL,S1D4,PWRBIOINDEA,1,ELCINDEA00,2036,11.3561136
GLOBAL,S1D4,PWRBIOINDEA,1,ELCINDEA00,2037,11.9079936
GLOBAL,S1D4,PWRBIOINDEA,1,ELCINDEA00,2038,12.37788
GLOBAL,S1D4,PWRBIOINDEA,1,ELCINDEA00,2039,12.7657728
GLOBAL,S1D4,PWRBIOINDEA,1,ELCINDEA00,2040,13.0685184
GLOBAL,S1D4,PWRBIOINDEA,1,ELCINDEA00,2041,13.3144992
GLOBAL,S1D4,PWRBIOINDEA,1,ELCINDEA00,2042,13.828536
GLOBAL,S1D4,PWRBIOINDEA,1,ELCINDEA00,2043,14.5854
GLOBAL,S1D4,PWRBIOINDEA,1,ELCINDEA00,2044,15.563016
GLOBAL,S1D4,PWRBIOINDEA,1,ELCINDEA00,2045,16.733001599999998
GLOBAL,S1D4,PWRBIOINDEA,1,ELCINDEA00,2046,18.1268928
GLOBAL,S1D4,PWRBIOINDEA,1,ELCINDEA00,2047,19.5460128
GLOBAL,S1D4,PWRBIOINDEA,1,ELCINDEA00,2048,20.2208832
GLOBAL,S1D4,PWRBIOINDEA,1,ELCINDEA00,2049,20.2208832
GLOBAL,S1D4,PWRBIOINDEA,1,ELCINDEA00,2050,20.2208832
GLOBAL,S1D4,PWRBIOINDNE,1,ELCINDNE00,2026,0.0946079999999999
GLOBAL,S1D4,PWRBIOINDNE,1,ELCINDNE00,2027,0.1292976
GLOBAL,S1D4,PWRBIOINDNE,1,ELCINDNE00,2028,0.1639872
GLOBAL,S1D4,PWRBIOINDNE,1,ELCINDNE00,2029,0.1923696
GLOBAL,S1D4,PWRBIOINDNE,1,ELCINDNE00,2030,0.2175984
GLOBAL,S1D4,PWRBIOINDNE,1,ELCINDNE00,2031,0.2396735999999999
GLOBAL,S1D4,PWRBIOINDNE,1,ELCINDNE00,2032,0.2680559999999999
GLOBAL,S1D4,PWRBIOINDNE,1,ELCINDNE00,2033,0.2964383999999999
GLOBAL,S1D4,PWRBIOINDNE,1,ELCINDNE00,2034,0.3216671999999999
GLOBAL,S1D4,PWRBIOINDNE,1,ELCINDNE00,2035,0.3468959999999999
GLOBAL,S1D4,PWRBIOINDNE,1,ELCINDNE00,2036,0.3721247999999999
GLOBAL,S1D4,PWRBIOINDNE,1,ELCINDNE00,2037,0.4005071999999999
GLOBAL,S1D4,PWRBIOINDNE,1,ELCINDNE00,2038,0.4288895999999999
GLOBAL,S1D4,PWRBIOINDNE,1,ELCINDNE00,2039,0.4541183999999999
GLOBAL,S1D4,PWRBIOINDNE,1,ELCINDNE00,2040,0.4793471999999999
GLOBAL,S1D4,PWRBIOINDNE,1,ELCINDNE00,2041,0.5014223999999999
GLOBAL,S1D4,PWRBIOINDNE,1,ELCINDNE00,2042,0.5266511999999999
GLOBAL,S1D4,PWRBIOINDNE,1,ELCINDNE00,2043,0.5550336
GLOBAL,S1D4,PWRBIOINDNE,1,ELCINDNE00,2044,0.583416
GLOBAL,S1D4,PWRBIOINDNE,1,ELCINDNE00,2045,0.6117984
GLOBAL,S1D4,PWRBIOINDNE,1,ELCINDNE00,2046,0.646488
GLOBAL,S1D4,PWRBIOINDNE,1,ELCINDNE00,2047,0.6874848
GLOBAL,S1D4,PWRBIOINDNE,1,ELCINDNE00,2048,0.7379424
GLOBAL,S1D4,PWRBIOINDNE,1,ELCINDNE00,2049,0.7947072
GLOBAL,S1D4,PWRBIOINDNE,1,ELCINDNE00,2050,0.8577791999999999
GLOBAL,S1D4,PWRBIOINDNO,1,ELCINDNO00,2023,98.2567152
GLOBAL,S1D4,PWRBIOINDNO,1,ELCINDNO00,2024,104.2201728
GLOBAL,S1D4,PWRBIOINDNO,1,ELCINDNO00,2025,110.5242192
GLOBAL,S1D4,PWRBIOINDNO,1,ELCINDNO00,2026,117.2949984
GLOBAL,S1D4,PWRBIOINDNO,1,ELCINDNO00,2027,124.4820528
GLOBAL,S1D4,PWRBIOINDNO,1,ELCINDNO00,2028,132.03807840000002
GLOBAL,S1D4,PWRBIOINDNO,1,ELCINDNO00,2029,138.8183184
GLOBAL,S1D4,PWRBIOINDNO,1,ELCINDNO00,2030,143.29643040000002
GLOBAL,S1D4,PWRBIOINDNO,1,ELCINDNO00,2031,147.6420912
GLOBAL,S1D4,PWRBIOINDNO,1,ELCINDNO00,2032,152.91806400000002
GLOBAL,S1D4,PWRBIOINDNO,1,ELCINDNO00,2033,157.9669776
GLOBAL,S1D4,PWRBIOINDNO,1,ELCINDNO00,2034,162.7919856
GLOBAL,S1D4,PWRBIOINDNO,1,ELCINDNO00,2035,167.38993440000002
GLOBAL,S1D4,PWRBIOINDNO,1,ELCINDNO00,2036,171.760824
GLOBAL,S1D4,PWRBIOINDNO,1,ELCINDNO00,2037,176.51645280000002
GLOBAL,S1D4,PWRBIOINDNO,1,ELCINDNO00,2038,181.0261008
GLOBAL,S1D4,PWRBIOINDNO,1,ELCINDNO00,2039,185.289768
GLOBAL,S1D4,PWRBIOINDNO,1,ELCINDNO00,2040,188.9195616
GLOBAL,S1D4,PWRBIOINDNO,1,ELCINDNO00,2041,192.6786528
GLOBAL,S1D4,PWRBIOINDNO,1,ELCINDNO00,2042,197.0463888
GLOBAL,S1D4,PWRBIOINDNO,1,ELCINDNO00,2043,201.451968
GLOBAL,S1D4,PWRBIOINDNO,1,ELCINDNO00,2044,205.7597856
GLOBAL,S1D4,PWRBIOINDNO,1,ELCINDNO00,2045,209.8815408
GLOBAL,S1D4,PWRBIOINDNO,1,ELCINDNO00,2046,214.3375776
GLOBAL,S1D4,PWRBIOINDNO,1,ELCINDNO00,2047,218.8062288
GLOBAL,S1D4,PWRBIOINDNO,1,ELCINDNO00,2048,223.4704032
GLOBAL,S1D4,PWRBIOINDNO,1,ELCINDNO00,2049,228.5760816
GLOBAL,S1D4,PWRBIOINDNO,1,ELCINDNO00,2050,234.0854208
