source_rule_id,parameter,ordered_parameter_indices,region,technology,semantic_technology_group,canonical_country,year,required_root_present,required_root_value,required_root_state,verified_physical_unit,verified_compiled_unit,root_scenarios_with_actual_change,authority_classification,authority_lineage_class
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINCOANPL::2023,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINCOANPL,MIN:COA,NPL,2023,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINCOANPL::2024,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINCOANPL,MIN:COA,NPL,2024,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINCOANPL::2025,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINCOANPL,MIN:COA,NPL,2025,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINCOANPL::2026,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINCOANPL,MIN:COA,NPL,2026,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINCOGBGD::2023,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINCOGBGD,MIN:COG,BGD,2023,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINCOGBGD::2024,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINCOGBGD,MIN:COG,BGD,2024,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINCOGBGD::2025,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINCOGBGD,MIN:COG,BGD,2025,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINCOGBGD::2026,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINCOGBGD,MIN:COG,BGD,2026,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINCOGBTN::2023,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINCOGBTN,MIN:COG,BTN,2023,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINCOGBTN::2024,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINCOGBTN,MIN:COG,BTN,2024,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINCOGBTN::2025,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINCOGBTN,MIN:COG,BTN,2025,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINCOGBTN::2026,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINCOGBTN,MIN:COG,BTN,2026,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINCOGIND::2023,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINCOGIND,MIN:COG,IND,2023,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINCOGIND::2024,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINCOGIND,MIN:COG,IND,2024,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINCOGIND::2025,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINCOGIND,MIN:COG,IND,2025,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINCOGIND::2026,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINCOGIND,MIN:COG,IND,2026,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINCOGLKA::2023,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINCOGLKA,MIN:COG,LKA,2023,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINCOGLKA::2024,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINCOGLKA,MIN:COG,LKA,2024,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINCOGLKA::2025,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINCOGLKA,MIN:COG,LKA,2025,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINCOGLKA::2026,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINCOGLKA,MIN:COG,LKA,2026,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINCOGNPL::2023,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINCOGNPL,MIN:COG,NPL,2023,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINCOGNPL::2024,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINCOGNPL,MIN:COG,NPL,2024,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINCOGNPL::2025,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINCOGNPL,MIN:COG,NPL,2025,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINCOGNPL::2026,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINCOGNPL,MIN:COG,NPL,2026,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINGASBGD::2023,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINGASBGD,MIN:GAS,BGD,2023,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINGASBGD::2024,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINGASBGD,MIN:GAS,BGD,2024,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINGASBGD::2025,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINGASBGD,MIN:GAS,BGD,2025,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINGASBGD::2026,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINGASBGD,MIN:GAS,BGD,2026,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINGASBTN::2023,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINGASBTN,MIN:GAS,BTN,2023,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINGASBTN::2024,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINGASBTN,MIN:GAS,BTN,2024,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINGASBTN::2025,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINGASBTN,MIN:GAS,BTN,2025,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINGASBTN::2026,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINGASBTN,MIN:GAS,BTN,2026,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINGASIND::2023,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINGASIND,MIN:GAS,IND,2023,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINGASIND::2024,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINGASIND,MIN:GAS,IND,2024,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINGASIND::2025,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINGASIND,MIN:GAS,IND,2025,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINGASIND::2026,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINGASIND,MIN:GAS,IND,2026,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINGASLKA::2023,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINGASLKA,MIN:GAS,LKA,2023,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINGASLKA::2024,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINGASLKA,MIN:GAS,LKA,2024,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINGASLKA::2025,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINGASLKA,MIN:GAS,LKA,2025,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINGASLKA::2026,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINGASLKA,MIN:GAS,LKA,2026,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINGASNPL::2023,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINGASNPL,MIN:GAS,NPL,2023,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINGASNPL::2024,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINGASNPL,MIN:GAS,NPL,2024,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINGASNPL::2025,TotalAnnualMaxCapacity,"[""REGION"",""TECHNOLOGY"",""YEAR""]",GLOBAL,MINGASNPL,MIN:GAS,NPL,2025,true,9999,POSITIVE,native_supply_capacity_unit,native_supply_capacity_unit,A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE,BENCHMARK_SUPPORTED,ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026
