REGION,STORAGE,YEAR,VALUE
GLOBAL,LDSINDEA01,2023,0.01944
GLOBAL,LDSINDEA01,2024,0.01944
GLOBAL,LDSINDEA01,2025,0.01944
GLOBAL,LDSINDEA01,2026,0.01944
GLOBAL,LDSINDEA01,2027,0.01944
GLOBAL,LDSINDEA01,2028,0.01944
GLOBAL,LDSINDEA01,2029,0.01944
GLOBAL,LDSINDEA01,2030,0.01944
GLOBAL,LDSINDEA01,2031,0.01944
GLOBAL,LDSINDEA01,2032,0.01944
GLOBAL,LDSINDEA01,2033,0.01944
GLOBAL,LDSINDEA01,2034,0.01944
GLOBAL,LDSINDEA01,2035,0.01944
GLOBAL,LDSINDEA01,2036,0.01944
GLOBAL,LDSINDEA01,2037,0.01944
GLOBAL,LDSINDEA01,2038,0.01944
GLOBAL,LDSINDEA01,2039,0.01944
GLOBAL,LDSINDEA01,2040,0.01944
GLOBAL,LDSINDEA01,2041,0.01944
GLOBAL,LDSINDEA01,2042,0.01944
GLOBAL,LDSINDEA01,2043,0.01944
GLOBAL,LDSINDEA01,2044,0.01944
GLOBAL,LDSINDEA01,2045,0.01944
GLOBAL,LDSINDEA01,2046,0.01944
GLOBAL,LDSINDEA01,2047,0.01944
GLOBAL,LDSINDEA01,2048,0.01944
GLOBAL,LDSINDEA01,2049,0.01944
GLOBAL,LDSINDEA01,2050,0.01944
GLOBAL,LDSINDNO01,2023,0.036
GLOBAL,LDSINDNO01,2024,0.036
GLOBAL,LDSINDNO01,2025,0.036
GLOBAL,LDSINDNO01,2026,0.036
GLOBAL,LDSINDNO01,2027,0.036
GLOBAL,LDSINDNO01,2028,0.036
GLOBAL,LDSINDNO01,2029,0.036
GLOBAL,LDSINDNO01,2030,0.036
GLOBAL,LDSINDNO01,2031,0.036
GLOBAL,LDSINDNO01,2032,0.036
GLOBAL,LDSINDNO01,2033,0.036
GLOBAL,LDSINDNO01,2034,0.036
GLOBAL,LDSINDNO01,2035,0.036
GLOBAL,LDSINDNO01,2036,0.036
GLOBAL,LDSINDNO01,2037,0.036
GLOBAL,LDSINDNO01,2038,0.036
GLOBAL,LDSINDNO01,2039,0.036
GLOBAL,LDSINDNO01,2040,0.036
GLOBAL,LDSINDNO01,2041,0.036
GLOBAL,LDSINDNO01,2042,0.036
GLOBAL,LDSINDNO01,2043,0.036
GLOBAL,LDSINDNO01,2044,0.036
GLOBAL,LDSINDNO01,2045,0.036
GLOBAL,LDSINDNO01,2046,0.036
GLOBAL,LDSINDNO01,2047,0.036
GLOBAL,LDSINDNO01,2048,0.036
GLOBAL,LDSINDNO01,2049,0.036
GLOBAL,LDSINDNO01,2050,0.036
GLOBAL,LDSINDSO01,2023,0.09468
GLOBAL,LDSINDSO01,2024,0.09468
GLOBAL,LDSINDSO01,2025,0.09468
GLOBAL,LDSINDSO01,2026,0.09468
GLOBAL,LDSINDSO01,2027,0.09468
GLOBAL,LDSINDSO01,2028,0.09468
GLOBAL,LDSINDSO01,2029,0.09468
GLOBAL,LDSINDSO01,2030,0.09468
GLOBAL,LDSINDSO01,2031,0.09468
GLOBAL,LDSINDSO01,2032,0.09468
GLOBAL,LDSINDSO01,2033,0.09468
GLOBAL,LDSINDSO01,2034,0.09468
GLOBAL,LDSINDSO01,2035,0.09468
GLOBAL,LDSINDSO01,2036,0.09468
GLOBAL,LDSINDSO01,2037,0.09468
GLOBAL,LDSINDSO01,2038,0.09468
GLOBAL,LDSINDSO01,2039,0.09468
GLOBAL,LDSINDSO01,2040,0.09468
GLOBAL,LDSINDSO01,2041,0.03456
GLOBAL,LDSINDSO01,2042,0.03456
GLOBAL,LDSINDSO01,2043,0.0144
GLOBAL,LDSINDSO01,2044,0.0144
GLOBAL,LDSINDSO01,2045,0.0144
GLOBAL,LDSINDSO01,2046,0.0144
GLOBAL,LDSINDSO01,2047,0.0144
GLOBAL,LDSINDSO01,2048,0.0
GLOBAL,LDSINDSO01,2049,0.0
GLOBAL,LDSINDSO01,2050,0.0
GLOBAL,LDSINDWE01,2023,0.07567
GLOBAL,LDSINDWE01,2024,0.07567
GLOBAL,LDSINDWE01,2025,0.07567
GLOBAL,LDSINDWE01,2026,0.07567
GLOBAL,LDSINDWE01,2027,0.07567
GLOBAL,LDSINDWE01,2028,0.07567
GLOBAL,LDSINDWE01,2029,0.07567
GLOBAL,LDSINDWE01,2030,0.07027
GLOBAL,LDSINDWE01,2031,0.07027
GLOBAL,LDSINDWE01,2032,0.07027
GLOBAL,LDSINDWE01,2033,0.07027
GLOBAL,LDSINDWE01,2034,0.07027
GLOBAL,LDSINDWE01,2035,0.07027
GLOBAL,LDSINDWE01,2036,0.06984
GLOBAL,LDSINDWE01,2037,0.06984
GLOBAL,LDSINDWE01,2038,0.06984
GLOBAL,LDSINDWE01,2039,0.06984
GLOBAL,LDSINDWE01,2040,0.06984
GLOBAL,LDSINDWE01,2041,0.06984
GLOBAL,LDSINDWE01,2042,0.06984
GLOBAL,LDSINDWE01,2043,0.06984
GLOBAL,LDSINDWE01,2044,0.06984
GLOBAL,LDSINDWE01,2045,0.06984
GLOBAL,LDSINDWE01,2046,0.06984
GLOBAL,LDSINDWE01,2047,0.06984
GLOBAL,LDSINDWE01,2048,0.06984
GLOBAL,LDSINDWE01,2049,0.06984
GLOBAL,LDSINDWE01,2050,0.06984
GLOBAL,SDSINDNO01,2023,9e-05
GLOBAL,SDSINDNO01,2024,9e-05
GLOBAL,SDSINDNO01,2025,9e-05
GLOBAL,SDSINDNO01,2026,9e-05
GLOBAL,SDSINDNO01,2027,9e-05
GLOBAL,SDSINDNO01,2028,9e-05
GLOBAL,SDSINDNO01,2029,9e-05
GLOBAL,SDSINDNO01,2030,0.00156
GLOBAL,SDSINDNO01,2031,0.00156
GLOBAL,SDSINDNO01,2032,0.00156
GLOBAL,SDSINDNO01,2033,0.00156
GLOBAL,SDSINDNO01,2034,0.00156
GLOBAL,SDSINDNO01,2035,0.00156
GLOBAL,SDSINDNO01,2036,0.00156
GLOBAL,SDSINDNO01,2037,0.00156
GLOBAL,SDSINDNO01,2038,0.00156
GLOBAL,SDSINDNO01,2039,0.00156
GLOBAL,SDSINDNO01,2040,0.00156
GLOBAL,SDSINDNO01,2041,0.00156
GLOBAL,SDSINDNO01,2042,0.00153
GLOBAL,SDSINDNO01,2043,0.00153
GLOBAL,SDSINDNO01,2044,0.00153
GLOBAL,SDSINDNO01,2045,0.00153
GLOBAL,SDSINDNO01,2046,0.00153
GLOBAL,SDSINDNO01,2047,0.00148
GLOBAL,SDSINDNO01,2048,0.00148
GLOBAL,SDSINDNO01,2049,0.00148
GLOBAL,SDSINDNO01,2050,0.00148
GLOBAL,SDSINDSO01,2023,0.0
GLOBAL,SDSINDSO01,2024,0.0
GLOBAL,SDSINDSO01,2025,0.0
GLOBAL,SDSINDSO01,2026,0.0
GLOBAL,SDSINDSO01,2027,0.0
GLOBAL,SDSINDSO01,2028,0.0
GLOBAL,SDSINDSO01,2029,0.0
GLOBAL,SDSINDSO01,2030,0.00144
GLOBAL,SDSINDSO01,2031,0.00144
GLOBAL,SDSINDSO01,2032,0.00144
GLOBAL,SDSINDSO01,2033,0.00144
GLOBAL,SDSINDSO01,2034,0.00144
GLOBAL,SDSINDSO01,2035,0.00144
GLOBAL,SDSINDSO01,2036,0.00144
GLOBAL,SDSINDSO01,2037,0.00144
GLOBAL,SDSINDSO01,2038,0.00144
GLOBAL,SDSINDSO01,2039,0.00144
GLOBAL,SDSINDSO01,2040,0.00144
GLOBAL,SDSINDSO01,2041,0.00144
GLOBAL,SDSINDSO01,2042,0.00144
GLOBAL,SDSINDSO01,2043,0.00144
GLOBAL,SDSINDSO01,2044,0.00144
GLOBAL,SDSINDSO01,2045,0.00144
GLOBAL,SDSINDSO01,2046,0.00144
GLOBAL,SDSINDSO01,2047,0.00144
GLOBAL,SDSINDSO01,2048,0.00144
GLOBAL,SDSINDSO01,2049,0.00144
GLOBAL,SDSINDSO01,2050,0.00144
GLOBAL,SDSINDWE01,2023,0.0
GLOBAL,SDSINDWE01,2024,0.0
GLOBAL,SDSINDWE01,2025,0.0
GLOBAL,SDSINDWE01,2026,0.0
GLOBAL,SDSINDWE01,2027,0.0
GLOBAL,SDSINDWE01,2028,0.0
GLOBAL,SDSINDWE01,2029,0.0
GLOBAL,SDSINDWE01,2030,0.00081
GLOBAL,SDSINDWE01,2031,0.00081
GLOBAL,SDSINDWE01,2032,0.00081
GLOBAL,SDSINDWE01,2033,0.00081
GLOBAL,SDSINDWE01,2034,0.00081
GLOBAL,SDSINDWE01,2035,0.00081
GLOBAL,SDSINDWE01,2036,0.00081
GLOBAL,SDSINDWE01,2037,0.00081
GLOBAL,SDSINDWE01,2038,0.00081
GLOBAL,SDSINDWE01,2039,0.00081
GLOBAL,SDSINDWE01,2040,0.00081
GLOBAL,SDSINDWE01,2041,0.00081
GLOBAL,SDSINDWE01,2042,0.00081
GLOBAL,SDSINDWE01,2043,0.00081
GLOBAL,SDSINDWE01,2044,0.00081
GLOBAL,SDSINDWE01,2045,0.00081
GLOBAL,SDSINDWE01,2046,0.00081
GLOBAL,SDSINDWE01,2047,0.00081
GLOBAL,SDSINDWE01,2048,0.00081
GLOBAL,SDSINDWE01,2049,0.00081
GLOBAL,SDSINDWE01,2050,0.00081
