REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,TIMESLICE,VALUE
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2029,S3D1,342.9966667830084
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2029,S3D2,277.41146777767887
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2029,S3D3,306.5631006024
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2029,S3D4,377.9980044364872
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2029,S3D5,306.08492473518766
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2029,S4D1,228.0386223365961
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2029,S4D2,209.6247498933996
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2029,S4D3,304.0026896088
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2029,S4D4,292.9468859253086
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2029,S4D5,304.03699793856
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2030,S1D1,281.3692206612675
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2030,S1D2,233.24683934092317
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2030,S1D3,299.21444249328
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2030,S1D4,305.0198178962977
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2030,S1D5,299.26956016800006
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2030,S2D1,413.59363803824687
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2030,S2D2,350.55117408816005
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2030,S2D3,717.1198930523377
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2030,S2D4,725.5421677350334
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2030,S2D5,671.9911438228993
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2030,S3D1,346.1923394594488
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2030,S3D2,275.8243567408404
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2030,S3D3,307.20679419744
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2030,S3D4,383.5672644253424
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2030,S3D5,306.77745757533893
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2030,S4D1,223.1033318479616
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2030,S4D2,203.44073758629327
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2030,S4D3,283.02341249634543
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2030,S4D4,304.54848662976
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2030,S4D5,205.18085320934583
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2031,S1D1,187.45942029641327
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2031,S1D2,260.4606874744492
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2031,S1D3,340.4112951327781
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2031,S1D4,339.1774313325014
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2031,S1D5,201.0047927737348
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2031,S2D1,742.5522337685427
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2031,S2D2,350.80981249965487
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2031,S2D3,837.8794018787252
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2031,S2D4,891.1224270022509
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2031,S2D5,890.8125028625709
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2031,S3D1,373.2044442047352
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2031,S3D2,293.8616039259184
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2031,S3D3,332.0673689171165
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2031,S3D4,412.5805001392511
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2031,S3D5,331.67920782934925
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2031,S4D1,238.317786058688
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2031,S4D2,217.6024157356261
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2031,S4D3,304.96828440096
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2031,S4D4,311.33875008539883
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2031,S4D5,219.43570075675652
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S1D1,211.42050219175923
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S1D2,293.65740709512875
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S1D3,380.2433742366501
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S1D4,390.62925483038975
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S1D5,230.73693471894308
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S2D1,785.3514747774899
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S2D2,312.2656706786661
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S2D3,893.0520435708909
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S2D4,891.3085941017708
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S2D5,890.9792135115309
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S3D1,375.902063088005
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S3D2,292.31106344450336
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S3D3,332.49827149393286
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S3D4,417.3863843704078
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S3D5,332.15349035159574
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S4D1,233.7933289744145
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S4D2,211.96882020708296
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S4D3,308.96426560932093
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S4D4,310.7239676618561
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2032,S4D5,213.90026262846783
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S1D1,218.40966461571944
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S1D2,312.21972540766285
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S1D3,488.5643138724189
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S1D4,414.5253570623401
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S1D5,245.88757040183776
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S2D1,975.64726853224
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S2D2,331.7285965568607
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S2D3,1051.38157440672
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S2D4,1049.63706154368
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S2D5,1049.2872156662395
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S3D1,366.4372958527496
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S3D2,278.37068212898816
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S3D3,350.60462355213446
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S3D4,410.1427631105941
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S3D5,320.3463450018821
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S4D1,216.7198017764948
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S4D2,193.72676913517603
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S4D3,309.3968037189029
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S4D4,297.769446710795
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S4D5,195.7616244949553
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S1D1,208.8948928809084
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S1D2,312.00112146148734
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S1D3,654.2936896856281
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S1D4,419.93852665434446
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S1D5,242.0741188092988
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S2D1,972.4344237351628
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S2D2,466.51012287279895
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S2D3,1093.56602615856
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S2D4,1091.82024712512
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S2D5,1091.44885553712
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S3D1,368.32768703757057
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S3D2,275.54586914646904
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S3D3,349.979094486124
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S3D4,414.3732034086486
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S3D5,319.7689650945823
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S4D1,210.59411828622495
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S4D2,186.37000795557628
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S4D3,308.0480732862825
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S4D4,295.98326950328453
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S4D5,188.5138121901516
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S1D1,230.73639985428397
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S1D2,343.53536206204694
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S1D3,472.4420384350038
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S1D4,380.23415561155787
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S1D5,269.8204629943164
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S2D1,924.1785096957037
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S2D2,362.2896364318418
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S2D3,1139.9424675667203
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S2D4,1138.97556245376
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S2D5,1138.43742458112
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S3D1,360.49279729243534
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S3D2,262.74327043961443
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S3D3,332.4589403991952
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S3D4,409.0036751914804
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S3D5,309.3341521786276
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S4D1,194.3138835278055
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S4D2,168.7927698325476
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S4D3,299.9738132432857
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S4D4,287.2679749329268
