REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,YEAR,VALUE
GLOBAL,PWRCOABGDXX,CO2BGD,2,2023,41.49647062829537
GLOBAL,PWRCOABGDXX,CO2BGD,2,2024,41.49647062829537
GLOBAL,PWRCOABGDXX,CO2BGD,2,2025,51.13492588596733
GLOBAL,PWRCOABGDXX,CO2BGD,2,2026,51.13492588596732
GLOBAL,PWRCOABGDXX,CO2BGD,2,2027,51.13492588596732
GLOBAL,PWRCOABGDXX,CO2BGD,2,2028,51.13492588596734
GLOBAL,PWRCOABGDXX,CO2BGD,2,2029,51.13492588596733
GLOBAL,PWRCOABGDXX,CO2BGD,2,2030,51.13492588596734
GLOBAL,PWRCOABGDXX,CO2BGD,2,2031,51.134925885967334
GLOBAL,PWRCOABGDXX,CO2BGD,2,2032,51.134925885967334
GLOBAL,PWRCOABGDXX,CO2BGD,2,2033,51.134925885967334
GLOBAL,PWRCOABGDXX,CO2BGD,2,2034,51.134925885967334
GLOBAL,PWRCOABGDXX,CO2BGD,2,2035,51.13492588596733
GLOBAL,PWRCOABGDXX,CO2BGD,2,2036,51.13492588596733
GLOBAL,PWRCOABGDXX,CO2BGD,2,2037,51.13492588596732
GLOBAL,PWRCOABGDXX,CO2BGD,2,2038,51.13492588596733
GLOBAL,PWRCOABGDXX,CO2BGD,2,2039,51.13492588596733
GLOBAL,PWRCOABGDXX,CO2BGD,2,2040,51.13492588596733
GLOBAL,PWRCOABGDXX,CO2BGD,2,2041,51.13492588596733
GLOBAL,PWRCOABGDXX,CO2BGD,2,2042,51.13492588596732
GLOBAL,PWRCOABGDXX,CO2BGD,2,2043,51.13492588596732
GLOBAL,PWRCOABGDXX,CO2BGD,2,2044,51.13492588596733
GLOBAL,PWRCOABGDXX,CO2BGD,2,2045,51.13492588596732
GLOBAL,PWRCOABGDXX,CO2BGD,2,2046,51.13492588596733
GLOBAL,PWRCOABGDXX,CO2BGD,2,2047,51.13492588596732
GLOBAL,PWRCOABGDXX,CO2BGD,2,2048,51.13492588596732
GLOBAL,PWRCOABGDXX,CO2BGD,2,2049,51.13492588596733
GLOBAL,PWRCOABGDXX,CO2BGD,2,2050,51.13492588596733
GLOBAL,PWRCOAINDEA,CO2IND,2,2023,247.01127875885237
GLOBAL,PWRCOAINDEA,CO2IND,2,2024,260.63474894449666
GLOBAL,PWRCOAINDEA,CO2IND,2,2025,256.126467581399
GLOBAL,PWRCOAINDEA,CO2IND,2,2026,273.30154241670573
GLOBAL,PWRCOAINDEA,CO2IND,2,2027,293.1856072378124
GLOBAL,PWRCOAINDEA,CO2IND,2,2028,319.0724929120354
GLOBAL,PWRCOAINDEA,CO2IND,2,2029,342.81573580657914
GLOBAL,PWRCOAINDEA,CO2IND,2,2030,357.027635263245
GLOBAL,PWRCOAINDEA,CO2IND,2,2031,360.4877886866143
GLOBAL,PWRCOAINDEA,CO2IND,2,2032,360.4877886866143
GLOBAL,PWRCOAINDEA,CO2IND,2,2033,385.9649982553316
GLOBAL,PWRCOAINDEA,CO2IND,2,2034,411.44294415958547
GLOBAL,PWRCOAINDEA,CO2IND,2,2035,470.644321307703
GLOBAL,PWRCOAINDEA,CO2IND,2,2036,476.174568190923
GLOBAL,PWRCOAINDEA,CO2IND,2,2037,504.97338736555014
GLOBAL,PWRCOAINDEA,CO2IND,2,2038,533.7722065401773
GLOBAL,PWRCOAINDEA,CO2IND,2,2039,562.5710257148046
GLOBAL,PWRCOAINDEA,CO2IND,2,2040,591.3698448894315
GLOBAL,PWRCOAINDEA,CO2IND,2,2041,620.1686640640589
GLOBAL,PWRCOAINDEA,CO2IND,2,2042,653.0195376969704
GLOBAL,PWRCOAINDEA,CO2IND,2,2043,687.366645140392
GLOBAL,PWRCOAINDEA,CO2IND,2,2044,723.2784655992334
GLOBAL,PWRCOAINDEA,CO2IND,2,2045,760.8256872850149
GLOBAL,PWRCOAINDEA,CO2IND,2,2046,800.083416422476
GLOBAL,PWRCOAINDEA,CO2IND,2,2047,841.1289682429676
GLOBAL,PWRCOAINDEA,CO2IND,2,2048,884.0440759910595
GLOBAL,PWRCOAINDEA,CO2IND,2,2049,928.9141545890052
GLOBAL,PWRCOAINDEA,CO2IND,2,2050,954.3580306580915
GLOBAL,PWRCOAINDNE,CO2IND,2,2023,5.79853591704864
GLOBAL,PWRCOAINDNE,CO2IND,2,2024,5.798535917048641
GLOBAL,PWRCOAINDNE,CO2IND,2,2025,5.798535917048641
GLOBAL,PWRCOAINDNE,CO2IND,2,2026,4.645779589465802
GLOBAL,PWRCOAINDNE,CO2IND,2,2027,4.994273441989128
GLOBAL,PWRCOAINDNE,CO2IND,2,2028,5.229102327643463
GLOBAL,PWRCOAINDNE,CO2IND,2,2029,5.034103743502298
GLOBAL,PWRCOAINDNE,CO2IND,2,2030,5.278526620393424
GLOBAL,PWRCOAINDNE,CO2IND,2,2031,5.5192530379977605
GLOBAL,PWRCOAINDNE,CO2IND,2,2032,6.311126492115739
GLOBAL,PWRCOAINDNE,CO2IND,2,2033,6.823717067182839
GLOBAL,PWRCOAINDNE,CO2IND,2,2034,7.336307642249939
GLOBAL,PWRCOAINDNE,CO2IND,2,2035,5.29021886717973
GLOBAL,PWRCOAINDNE,CO2IND,2,2036,7.138998975682857
GLOBAL,PWRCOAINDNE,CO2IND,2,2037,8.144642530784907
GLOBAL,PWRCOAINDNE,CO2IND,2,2038,9.562945434396617
GLOBAL,PWRCOAINDNE,CO2IND,2,2039,10.16290061728058
GLOBAL,PWRCOAINDNE,CO2IND,2,2040,10.763628938286821
GLOBAL,PWRCOAINDNE,CO2IND,2,2041,11.364357259293062
GLOBAL,PWRCOAINDNE,CO2IND,2,2042,12.050130773749343
GLOBAL,PWRCOAINDNE,CO2IND,2,2043,12.767602951218826
GLOBAL,PWRCOAINDNE,CO2IND,2,2044,13.518320067946057
GLOBAL,PWRCOAINDNE,CO2IND,2,2045,7.719784150897423
GLOBAL,PWRCOAINDNE,CO2IND,2,2046,8.41870101343235
GLOBAL,PWRCOAINDNE,CO2IND,2,2047,9.15008967710275
GLOBAL,PWRCOAINDNE,CO2IND,2,2048,9.915496418153172
GLOBAL,PWRCOAINDNE,CO2IND,2,2049,10.71646751282816
GLOBAL,PWRCOAINDNE,CO2IND,2,2050,11.554549237372255
GLOBAL,PWRCOAINDNO,CO2IND,2,2023,326.052303475024
GLOBAL,PWRCOAINDNO,CO2IND,2,2024,341.2032287838126
GLOBAL,PWRCOAINDNO,CO2IND,2,2025,341.2032287838125
