REGION,STORAGE,YEAR,VALUE
GLOBAL,LDSINDEA01,2032,1.0443222638045757e-07
GLOBAL,LDSINDEA01,2035,-1.0443278739523387e-07
GLOBAL,LDSINDEA01,2037,1.0443222638045757e-07
GLOBAL,LDSINDEA01,2042,1.0443222638392703e-07
GLOBAL,LDSINDEA01,2049,1.0443278739523389e-07
GLOBAL,LDSINDNO01,2041,1.8693744496464657e-07
GLOBAL,LDSINDNO01,2042,1.8693719913004394e-07
GLOBAL,LDSINDNO01,2047,1.4400000000053262e-07
GLOBAL,LDSINDNO01,2048,1.439999999935937e-07
GLOBAL,LDSINDSO01,2041,1.3552631746363566e-07
GLOBAL,LDSINDSO01,2042,1.3552690957991254e-07
GLOBAL,LDSINDSO01,2046,7.73576202929907e-08
GLOBAL,LDSINDWE01,2041,-1.2524276633146814e-08
GLOBAL,LDSINDWE01,2042,3.6265816629951764e-07
GLOBAL,LDSINDWE01,2043,-1.2524277641135431e-08
GLOBAL,LDSINDWE01,2044,2.793600000043639e-07
GLOBAL,LDSINDWE01,2046,3.6265816629951764e-07
GLOBAL,LDSINDWE01,2047,3.751824059206044e-07
GLOBAL,SDSINDNO01,2033,8.380408865070377e-09
GLOBAL,SDSINDNO01,2034,8.380374498951486e-09
GLOBAL,SDSINDNO01,2037,-2.797518834966005e-10
GLOBAL,SDSINDNO01,2038,8.380408865070377e-09
GLOBAL,SDSINDNO01,2040,-2.797518834966005e-10
GLOBAL,SDSINDNO01,2042,-2.7437206172590504e-10
GLOBAL,SDSINDNO01,2044,-2.743720395738218e-10
GLOBAL,SDSINDNO01,2046,-2.743720395738218e-10
GLOBAL,SDSINDNO01,2047,7.950644307958173e-09
GLOBAL,SDSINDSO01,2040,-7.735762029320753e-09
GLOBAL,SDSINDSO01,2041,-2.5823250785969587e-10
GLOBAL,SDSINDSO01,2045,-7.735762029320753e-09
GLOBAL,SDSINDSO01,2047,7.735762029320753e-09
GLOBAL,SDSINDWE01,2033,-4.351366141459043e-09
GLOBAL,SDSINDWE01,2034,4.206092511690453e-09
GLOBAL,SDSINDWE01,2035,-1.6832461628083357e-08
GLOBAL,SDSINDWE01,2039,4.206092511853084e-09
GLOBAL,SDSINDWE01,2040,-1.7058056326832438e-08
GLOBAL,SDSINDWE01,2041,4.206110355842174e-09
GLOBAL,SDSINDWE01,2042,4.206110355842174e-09
GLOBAL,SDSINDWE01,2045,4.206110355842174e-09
GLOBAL,SDSINDWE01,2050,4.350964069501501e-09
