REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
GLOBAL,PWRBIOINDEA,BIOINDEA,1,2029,3.67
GLOBAL,PWRBIOINDEA,BIOINDEA,1,2030,3.67
GLOBAL,PWRBIOINDEA,BIOINDEA,1,2031,3.67
GLOBAL,PWRBIOINDEA,BIOINDEA,1,2032,3.67
GLOBAL,PWRBIOINDEA,BIOINDEA,1,2033,3.67
GLOBAL,PWRBIOINDEA,BIOINDEA,1,2034,3.67
GLOBAL,PWRBIOINDEA,BIOINDEA,1,2035,3.67
GLOBAL,PWRBIOINDEA,BIOINDEA,1,2036,3.67
GLOBAL,PWRBIOINDEA,BIOINDEA,1,2037,3.67
GLOBAL,PWRBIOINDEA,BIOINDEA,1,2038,3.67
GLOBAL,PWRBIOINDEA,BIOINDEA,1,2039,3.67
GLOBAL,PWRBIOINDEA,BIOINDEA,1,2040,3.67
GLOBAL,PWRBIOINDEA,BIOINDEA,1,2041,3.67
GLOBAL,PWRBIOINDEA,BIOINDEA,1,2042,3.67
GLOBAL,PWRBIOINDEA,BIOINDEA,1,2043,3.67
GLOBAL,PWRBIOINDEA,BIOINDEA,1,2044,3.67
GLOBAL,PWRBIOINDEA,BIOINDEA,1,2045,3.67
GLOBAL,PWRBIOINDEA,BIOINDEA,1,2046,3.67
GLOBAL,PWRBIOINDEA,BIOINDEA,1,2047,3.67
GLOBAL,PWRBIOINDEA,BIOINDEA,1,2048,3.67
GLOBAL,PWRBIOINDEA,BIOINDEA,1,2049,3.67
GLOBAL,PWRBIOINDEA,BIOINDEA,1,2050,3.67
GLOBAL,PWRCCSBGDXX,COABGD,1,2023,3.0
GLOBAL,PWRCCSBGDXX,COABGD,1,2024,3.0
GLOBAL,PWRCCSBGDXX,COABGD,1,2025,3.0
GLOBAL,PWRCCSBGDXX,COABGD,1,2026,3.0
GLOBAL,PWRCCSBGDXX,COABGD,1,2027,3.0
GLOBAL,PWRCCSBGDXX,COABGD,1,2028,3.0
GLOBAL,PWRCCSBGDXX,COABGD,1,2029,3.0
GLOBAL,PWRCCSBGDXX,COABGD,1,2030,3.0
GLOBAL,PWRCCSBGDXX,COABGD,1,2031,3.0
GLOBAL,PWRCCSBGDXX,COABGD,1,2032,3.0
GLOBAL,PWRCCSBGDXX,COABGD,1,2033,3.0
GLOBAL,PWRCCSBGDXX,COABGD,1,2034,3.0
GLOBAL,PWRCCSBGDXX,COABGD,1,2035,3.0
GLOBAL,PWRCCSBGDXX,COABGD,1,2036,3.0
GLOBAL,PWRCCSBGDXX,COABGD,1,2037,3.0
GLOBAL,PWRCCSBGDXX,COABGD,1,2038,3.0
GLOBAL,PWRCCSBGDXX,COABGD,1,2039,3.0
GLOBAL,PWRCCSBGDXX,COABGD,1,2040,3.0
GLOBAL,PWRCCSBGDXX,COABGD,1,2041,3.0
GLOBAL,PWRCCSBGDXX,COABGD,1,2042,3.0
GLOBAL,PWRCCSBGDXX,COABGD,1,2043,3.0
GLOBAL,PWRCCSBGDXX,COABGD,1,2044,3.0
GLOBAL,PWRCCSBGDXX,COABGD,1,2045,3.0
GLOBAL,PWRCCSBGDXX,COABGD,1,2046,3.0
GLOBAL,PWRCCSBGDXX,COABGD,1,2047,3.0
GLOBAL,PWRCCSBGDXX,COABGD,1,2048,3.0
GLOBAL,PWRCCSBGDXX,COABGD,1,2049,3.0
GLOBAL,PWRCCSBGDXX,COABGD,1,2050,3.0
GLOBAL,PWRCCSBGDXX,COAINT,2,2023,3.0
GLOBAL,PWRCCSBGDXX,COAINT,2,2024,3.0
GLOBAL,PWRCCSBGDXX,COAINT,2,2025,3.0
GLOBAL,PWRCCSBGDXX,COAINT,2,2026,3.0
GLOBAL,PWRCCSBGDXX,COAINT,2,2027,3.0
GLOBAL,PWRCCSBGDXX,COAINT,2,2028,3.0
GLOBAL,PWRCCSBGDXX,COAINT,2,2029,3.0
GLOBAL,PWRCCSBGDXX,COAINT,2,2030,3.0
GLOBAL,PWRCCSBGDXX,COAINT,2,2031,3.0
GLOBAL,PWRCCSBGDXX,COAINT,2,2032,3.0
GLOBAL,PWRCCSBGDXX,COAINT,2,2033,3.0
GLOBAL,PWRCCSBGDXX,COAINT,2,2034,3.0
GLOBAL,PWRCCSBGDXX,COAINT,2,2035,3.0
GLOBAL,PWRCCSBGDXX,COAINT,2,2036,3.0
GLOBAL,PWRCCSBGDXX,COAINT,2,2037,3.0
GLOBAL,PWRCCSBGDXX,COAINT,2,2038,3.0
GLOBAL,PWRCCSBGDXX,COAINT,2,2039,3.0
GLOBAL,PWRCCSBGDXX,COAINT,2,2040,3.0
GLOBAL,PWRCCSBGDXX,COAINT,2,2041,3.0
GLOBAL,PWRCCSBGDXX,COAINT,2,2042,3.0
GLOBAL,PWRCCSBGDXX,COAINT,2,2043,3.0
GLOBAL,PWRCCSBGDXX,COAINT,2,2044,3.0
GLOBAL,PWRCCSBGDXX,COAINT,2,2045,3.0
GLOBAL,PWRCCSBGDXX,COAINT,2,2046,3.0
GLOBAL,PWRCCSBGDXX,COAINT,2,2047,3.0
GLOBAL,PWRCCSBGDXX,COAINT,2,2048,3.0
GLOBAL,PWRCCSBGDXX,COAINT,2,2049,3.0
GLOBAL,PWRCCSBGDXX,COAINT,2,2050,3.0
GLOBAL,PWRCCSINDEA,COAIND,1,2023,3.0
GLOBAL,PWRCCSINDEA,COAIND,1,2024,3.0
GLOBAL,PWRCCSINDEA,COAIND,1,2025,3.0
GLOBAL,PWRCCSINDEA,COAIND,1,2026,3.0
GLOBAL,PWRCCSINDEA,COAIND,1,2027,3.0
GLOBAL,PWRCCSINDEA,COAIND,1,2028,3.0
GLOBAL,PWRCCSINDEA,COAIND,1,2029,3.0
GLOBAL,PWRCCSINDEA,COAIND,1,2030,3.0
GLOBAL,PWRCCSINDEA,COAIND,1,2031,3.0
GLOBAL,PWRCCSINDEA,COAIND,1,2032,3.0
GLOBAL,PWRCCSINDEA,COAIND,1,2033,3.0
GLOBAL,PWRCCSINDEA,COAIND,1,2034,3.0
GLOBAL,PWRCCSINDEA,COAIND,1,2035,3.0
GLOBAL,PWRCCSINDEA,COAIND,1,2036,3.0
GLOBAL,PWRCCSINDEA,COAIND,1,2037,3.0
GLOBAL,PWRCCSINDEA,COAIND,1,2038,3.0
GLOBAL,PWRCCSINDEA,COAIND,1,2039,3.0
GLOBAL,PWRCCSINDEA,COAIND,1,2040,3.0
GLOBAL,PWRCCSINDEA,COAIND,1,2041,3.0
GLOBAL,PWRCCSINDEA,COAIND,1,2042,3.0
GLOBAL,PWRCCSINDEA,COAIND,1,2043,3.0
GLOBAL,PWRCCSINDEA,COAIND,1,2044,3.0
GLOBAL,PWRCCSINDEA,COAIND,1,2045,3.0
GLOBAL,PWRCCSINDEA,COAIND,1,2046,3.0
GLOBAL,PWRCCSINDEA,COAIND,1,2047,3.0
GLOBAL,PWRCCSINDEA,COAIND,1,2048,3.0
GLOBAL,PWRCCSINDEA,COAIND,1,2049,3.0
GLOBAL,PWRCCSINDEA,COAIND,1,2050,3.0
GLOBAL,PWRCCSINDEA,COAINT,2,2023,3.0
GLOBAL,PWRCCSINDEA,COAINT,2,2024,3.0
GLOBAL,PWRCCSINDEA,COAINT,2,2025,3.0
GLOBAL,PWRCCSINDEA,COAINT,2,2026,3.0
GLOBAL,PWRCCSINDEA,COAINT,2,2027,3.0
GLOBAL,PWRCCSINDEA,COAINT,2,2028,3.0
GLOBAL,PWRCCSINDEA,COAINT,2,2029,3.0
GLOBAL,PWRCCSINDEA,COAINT,2,2030,3.0
GLOBAL,PWRCCSINDEA,COAINT,2,2031,3.0
GLOBAL,PWRCCSINDEA,COAINT,2,2032,3.0
GLOBAL,PWRCCSINDEA,COAINT,2,2033,3.0
GLOBAL,PWRCCSINDEA,COAINT,2,2034,3.0
GLOBAL,PWRCCSINDEA,COAINT,2,2035,3.0
GLOBAL,PWRCCSINDEA,COAINT,2,2036,3.0
GLOBAL,PWRCCSINDEA,COAINT,2,2037,3.0
GLOBAL,PWRCCSINDEA,COAINT,2,2038,3.0
GLOBAL,PWRCCSINDEA,COAINT,2,2039,3.0
GLOBAL,PWRCCSINDEA,COAINT,2,2040,3.0
GLOBAL,PWRCCSINDEA,COAINT,2,2041,3.0
GLOBAL,PWRCCSINDEA,COAINT,2,2042,3.0
GLOBAL,PWRCCSINDEA,COAINT,2,2043,3.0
GLOBAL,PWRCCSINDEA,COAINT,2,2044,3.0
GLOBAL,PWRCCSINDEA,COAINT,2,2045,3.0
GLOBAL,PWRCCSINDEA,COAINT,2,2046,3.0
GLOBAL,PWRCCSINDEA,COAINT,2,2047,3.0
GLOBAL,PWRCCSINDEA,COAINT,2,2048,3.0
GLOBAL,PWRCCSINDEA,COAINT,2,2049,3.0
GLOBAL,PWRCCSINDEA,COAINT,2,2050,3.0
GLOBAL,PWRCOABGDXX,COABGD,1,2023,2.92
GLOBAL,PWRCOABGDXX,COABGD,1,2024,2.92
GLOBAL,PWRCOABGDXX,COABGD,1,2025,2.92
GLOBAL,PWRCOABGDXX,COABGD,1,2026,2.92
GLOBAL,PWRCOABGDXX,COABGD,1,2027,2.92
GLOBAL,PWRCOABGDXX,COABGD,1,2028,2.92
GLOBAL,PWRCOABGDXX,COABGD,1,2029,2.92
GLOBAL,PWRCOABGDXX,COABGD,1,2030,2.92
GLOBAL,PWRCOABGDXX,COABGD,1,2031,2.92
GLOBAL,PWRCOABGDXX,COABGD,1,2032,2.92
GLOBAL,PWRCOABGDXX,COABGD,1,2033,2.92
GLOBAL,PWRCOABGDXX,COABGD,1,2034,2.92
GLOBAL,PWRCOABGDXX,COABGD,1,2035,2.92
GLOBAL,PWRCOABGDXX,COABGD,1,2036,2.92
GLOBAL,PWRCOABGDXX,COABGD,1,2037,2.92
GLOBAL,PWRCOABGDXX,COABGD,1,2038,2.92
GLOBAL,PWRCOABGDXX,COABGD,1,2039,2.92
GLOBAL,PWRCOABGDXX,COABGD,1,2040,2.92
GLOBAL,PWRCOABGDXX,COABGD,1,2041,2.92
GLOBAL,PWRCOABGDXX,COABGD,1,2042,2.92
GLOBAL,PWRCOABGDXX,COABGD,1,2043,2.92
GLOBAL,PWRCOABGDXX,COABGD,1,2044,2.92
GLOBAL,PWRCOABGDXX,COABGD,1,2045,2.92
GLOBAL,PWRCOABGDXX,COABGD,1,2046,2.92
GLOBAL,PWRCOABGDXX,COABGD,1,2047,2.92
GLOBAL,PWRCOABGDXX,COABGD,1,2048,2.92
GLOBAL,PWRCOABGDXX,COABGD,1,2049,2.92
GLOBAL,PWRCOABGDXX,COABGD,1,2050,2.92
GLOBAL,PWRCOABGDXX,COAINT,2,2023,2.92
GLOBAL,PWRCOABGDXX,COAINT,2,2024,2.92
GLOBAL,PWRCOABGDXX,COAINT,2,2025,2.92
GLOBAL,PWRCOABGDXX,COAINT,2,2026,2.92
GLOBAL,PWRCOABGDXX,COAINT,2,2027,2.92
GLOBAL,PWRCOABGDXX,COAINT,2,2028,2.92
GLOBAL,PWRCOABGDXX,COAINT,2,2029,2.92
GLOBAL,PWRCOABGDXX,COAINT,2,2030,2.92
GLOBAL,PWRCOABGDXX,COAINT,2,2031,2.92
GLOBAL,PWRCOABGDXX,COAINT,2,2032,2.92
GLOBAL,PWRCOABGDXX,COAINT,2,2033,2.92
GLOBAL,PWRCOABGDXX,COAINT,2,2034,2.92
GLOBAL,PWRCOABGDXX,COAINT,2,2035,2.92
GLOBAL,PWRCOABGDXX,COAINT,2,2036,2.92
GLOBAL,PWRCOABGDXX,COAINT,2,2037,2.92
GLOBAL,PWRCOABGDXX,COAINT,2,2038,2.92
GLOBAL,PWRCOABGDXX,COAINT,2,2039,2.92
GLOBAL,PWRCOABGDXX,COAINT,2,2040,2.92
GLOBAL,PWRCOABGDXX,COAINT,2,2041,2.92
GLOBAL,PWRCOABGDXX,COAINT,2,2042,2.92
GLOBAL,PWRCOABGDXX,COAINT,2,2043,2.92
GLOBAL,PWRCOABGDXX,COAINT,2,2044,2.92
GLOBAL,PWRCOABGDXX,COAINT,2,2045,2.92
GLOBAL,PWRCOABGDXX,COAINT,2,2046,2.92
GLOBAL,PWRCOABGDXX,COAINT,2,2047,2.92
GLOBAL,PWRCOABGDXX,COAINT,2,2048,2.92
GLOBAL,PWRCOABGDXX,COAINT,2,2049,2.92
GLOBAL,PWRCOABGDXX,COAINT,2,2050,2.92
GLOBAL,PWRCOAINDEA,COAIND,1,2023,2.91
GLOBAL,PWRCOAINDEA,COAIND,1,2024,2.91
GLOBAL,PWRCOAINDEA,COAIND,1,2025,2.91
GLOBAL,PWRCOAINDEA,COAIND,1,2026,2.91
GLOBAL,PWRCOAINDEA,COAIND,1,2027,2.91
GLOBAL,PWRCOAINDEA,COAIND,1,2028,2.91
GLOBAL,PWRCOAINDEA,COAIND,1,2029,2.91
GLOBAL,PWRCOAINDEA,COAIND,1,2030,2.91
GLOBAL,PWRCOAINDEA,COAIND,1,2031,2.91
GLOBAL,PWRCOAINDEA,COAIND,1,2032,2.91
GLOBAL,PWRCOAINDEA,COAIND,1,2033,2.91
GLOBAL,PWRCOAINDEA,COAIND,1,2034,2.91
GLOBAL,PWRCOAINDEA,COAIND,1,2035,2.91
GLOBAL,PWRCOAINDEA,COAIND,1,2036,2.91
GLOBAL,PWRCOAINDEA,COAIND,1,2037,2.91
GLOBAL,PWRCOAINDEA,COAIND,1,2038,2.91
GLOBAL,PWRCOAINDEA,COAIND,1,2039,2.91
GLOBAL,PWRCOAINDEA,COAIND,1,2040,2.91
GLOBAL,PWRCOAINDEA,COAIND,1,2041,2.91
GLOBAL,PWRCOAINDEA,COAIND,1,2042,2.91
GLOBAL,PWRCOAINDEA,COAIND,1,2043,2.91
GLOBAL,PWRCOAINDEA,COAIND,1,2044,2.91
GLOBAL,PWRCOAINDEA,COAIND,1,2045,2.91
GLOBAL,PWRCOAINDEA,COAIND,1,2046,2.91
GLOBAL,PWRCOAINDEA,COAIND,1,2047,2.91
GLOBAL,PWRCOAINDEA,COAIND,1,2048,2.91
GLOBAL,PWRCOAINDEA,COAIND,1,2049,2.91
GLOBAL,PWRCOAINDEA,COAIND,1,2050,2.91
GLOBAL,PWRCOAINDEA,COAINT,2,2023,2.91
GLOBAL,PWRCOAINDEA,COAINT,2,2024,2.91
GLOBAL,PWRCOAINDEA,COAINT,2,2025,2.91
GLOBAL,PWRCOAINDEA,COAINT,2,2026,2.91
GLOBAL,PWRCOAINDEA,COAINT,2,2027,2.91
GLOBAL,PWRCOAINDEA,COAINT,2,2028,2.91
GLOBAL,PWRCOAINDEA,COAINT,2,2029,2.91
GLOBAL,PWRCOAINDEA,COAINT,2,2030,2.91
GLOBAL,PWRCOAINDEA,COAINT,2,2031,2.91
GLOBAL,PWRCOAINDEA,COAINT,2,2032,2.91
GLOBAL,PWRCOAINDEA,COAINT,2,2033,2.91
GLOBAL,PWRCOAINDEA,COAINT,2,2034,2.91
GLOBAL,PWRCOAINDEA,COAINT,2,2035,2.91
GLOBAL,PWRCOAINDEA,COAINT,2,2036,2.91
GLOBAL,PWRCOAINDEA,COAINT,2,2037,2.91
GLOBAL,PWRCOAINDEA,COAINT,2,2038,2.91
GLOBAL,PWRCOAINDEA,COAINT,2,2039,2.91
GLOBAL,PWRCOAINDEA,COAINT,2,2040,2.91
GLOBAL,PWRCOAINDEA,COAINT,2,2041,2.91
GLOBAL,PWRCOAINDEA,COAINT,2,2042,2.91
GLOBAL,PWRCOAINDEA,COAINT,2,2043,2.91
GLOBAL,PWRCOAINDEA,COAINT,2,2044,2.91
GLOBAL,PWRCOAINDEA,COAINT,2,2045,2.91
GLOBAL,PWRCOAINDEA,COAINT,2,2046,2.91
GLOBAL,PWRCOAINDEA,COAINT,2,2047,2.91
GLOBAL,PWRCOAINDEA,COAINT,2,2048,2.91
GLOBAL,PWRCOAINDEA,COAINT,2,2049,2.91
GLOBAL,PWRCOAINDEA,COAINT,2,2050,2.91
GLOBAL,PWRCOGBGDXX,COGBGD,1,2023,2.92
GLOBAL,PWRCOGBGDXX,COGBGD,1,2024,2.92
GLOBAL,PWRCOGBGDXX,COGBGD,1,2025,2.92
GLOBAL,PWRCOGBGDXX,COGBGD,1,2026,2.92
GLOBAL,PWRCOGBGDXX,COGBGD,1,2027,2.92
GLOBAL,PWRCOGBGDXX,COGBGD,1,2028,2.92
GLOBAL,PWRCOGBGDXX,COGBGD,1,2029,2.92
GLOBAL,PWRCOGBGDXX,COGBGD,1,2030,2.92
GLOBAL,PWRCOGBGDXX,COGBGD,1,2031,2.92
GLOBAL,PWRCOGBGDXX,COGBGD,1,2032,2.92
GLOBAL,PWRCOGBGDXX,COGBGD,1,2033,2.92
GLOBAL,PWRCOGBGDXX,COGBGD,1,2034,2.92
GLOBAL,PWRCOGBGDXX,COGBGD,1,2035,2.92
GLOBAL,PWRCOGBGDXX,COGBGD,1,2036,2.92
GLOBAL,PWRCOGBGDXX,COGBGD,1,2037,2.92
GLOBAL,PWRCOGBGDXX,COGBGD,1,2038,2.92
GLOBAL,PWRCOGBGDXX,COGBGD,1,2039,2.92
GLOBAL,PWRCOGBGDXX,COGBGD,1,2040,2.92
GLOBAL,PWRCOGBGDXX,COGBGD,1,2041,2.92
GLOBAL,PWRCOGBGDXX,COGBGD,1,2042,2.92
GLOBAL,PWRCOGBGDXX,COGBGD,1,2043,2.92
GLOBAL,PWRCOGBGDXX,COGBGD,1,2044,2.92
GLOBAL,PWRCOGBGDXX,COGBGD,1,2045,2.92
GLOBAL,PWRCOGBGDXX,COGBGD,1,2046,2.92
GLOBAL,PWRCOGBGDXX,COGBGD,1,2047,2.92
GLOBAL,PWRCOGBGDXX,COGBGD,1,2048,2.92
GLOBAL,PWRCOGBGDXX,COGBGD,1,2049,2.92
GLOBAL,PWRCOGBGDXX,COGBGD,1,2050,2.92
GLOBAL,PWRCOGBGDXX,COGINT,2,2023,2.92
GLOBAL,PWRCOGBGDXX,COGINT,2,2024,2.92
GLOBAL,PWRCOGBGDXX,COGINT,2,2025,2.92
GLOBAL,PWRCOGBGDXX,COGINT,2,2026,2.92
GLOBAL,PWRCOGBGDXX,COGINT,2,2027,2.92
GLOBAL,PWRCOGBGDXX,COGINT,2,2028,2.92
GLOBAL,PWRCOGBGDXX,COGINT,2,2029,2.92
GLOBAL,PWRCOGBGDXX,COGINT,2,2030,2.92
GLOBAL,PWRCOGBGDXX,COGINT,2,2031,2.92
GLOBAL,PWRCOGBGDXX,COGINT,2,2032,2.92
GLOBAL,PWRCOGBGDXX,COGINT,2,2033,2.92
GLOBAL,PWRCOGBGDXX,COGINT,2,2034,2.92
GLOBAL,PWRCOGBGDXX,COGINT,2,2035,2.92
GLOBAL,PWRCOGBGDXX,COGINT,2,2036,2.92
GLOBAL,PWRCOGBGDXX,COGINT,2,2037,2.92
GLOBAL,PWRCOGBGDXX,COGINT,2,2038,2.92
GLOBAL,PWRCOGBGDXX,COGINT,2,2039,2.92
GLOBAL,PWRCOGBGDXX,COGINT,2,2040,2.92
GLOBAL,PWRCOGBGDXX,COGINT,2,2041,2.92
GLOBAL,PWRCOGBGDXX,COGINT,2,2042,2.92
GLOBAL,PWRCOGBGDXX,COGINT,2,2043,2.92
GLOBAL,PWRCOGBGDXX,COGINT,2,2044,2.92
GLOBAL,PWRCOGBGDXX,COGINT,2,2045,2.92
GLOBAL,PWRCOGBGDXX,COGINT,2,2046,2.92
GLOBAL,PWRCOGBGDXX,COGINT,2,2047,2.92
GLOBAL,PWRCOGBGDXX,COGINT,2,2048,2.92
GLOBAL,PWRCOGBGDXX,COGINT,2,2049,2.92
GLOBAL,PWRCOGBGDXX,COGINT,2,2050,2.92
GLOBAL,PWRCOGINDEA,COGIND,1,2023,2.92
GLOBAL,PWRCOGINDEA,COGIND,1,2024,2.92
GLOBAL,PWRCOGINDEA,COGIND,1,2025,2.92
GLOBAL,PWRCOGINDEA,COGIND,1,2026,2.92
GLOBAL,PWRCOGINDEA,COGIND,1,2027,2.92
GLOBAL,PWRCOGINDEA,COGIND,1,2028,2.92
GLOBAL,PWRCOGINDEA,COGIND,1,2029,2.92
GLOBAL,PWRCOGINDEA,COGIND,1,2030,2.92
GLOBAL,PWRCOGINDEA,COGIND,1,2031,2.92
GLOBAL,PWRCOGINDEA,COGIND,1,2032,2.92
GLOBAL,PWRCOGINDEA,COGIND,1,2033,2.92
GLOBAL,PWRCOGINDEA,COGIND,1,2034,2.92
GLOBAL,PWRCOGINDEA,COGIND,1,2035,2.92
GLOBAL,PWRCOGINDEA,COGIND,1,2036,2.92
GLOBAL,PWRCOGINDEA,COGIND,1,2037,2.92
GLOBAL,PWRCOGINDEA,COGIND,1,2038,2.92
GLOBAL,PWRCOGINDEA,COGIND,1,2039,2.92
GLOBAL,PWRCOGINDEA,COGIND,1,2040,2.92
GLOBAL,PWRCOGINDEA,COGIND,1,2041,2.92
GLOBAL,PWRCOGINDEA,COGIND,1,2042,2.92
GLOBAL,PWRCOGINDEA,COGIND,1,2043,2.92
GLOBAL,PWRCOGINDEA,COGIND,1,2044,2.92
GLOBAL,PWRCOGINDEA,COGIND,1,2045,2.92
GLOBAL,PWRCOGINDEA,COGIND,1,2046,2.92
GLOBAL,PWRCOGINDEA,COGIND,1,2047,2.92
GLOBAL,PWRCOGINDEA,COGIND,1,2048,2.92
GLOBAL,PWRCOGINDEA,COGIND,1,2049,2.92
GLOBAL,PWRCOGINDEA,COGIND,1,2050,2.92
GLOBAL,PWRCOGINDEA,COGINT,2,2023,2.92
GLOBAL,PWRCOGINDEA,COGINT,2,2024,2.92
GLOBAL,PWRCOGINDEA,COGINT,2,2025,2.92
GLOBAL,PWRCOGINDEA,COGINT,2,2026,2.92
GLOBAL,PWRCOGINDEA,COGINT,2,2027,2.92
GLOBAL,PWRCOGINDEA,COGINT,2,2028,2.92
GLOBAL,PWRCOGINDEA,COGINT,2,2029,2.92
GLOBAL,PWRCOGINDEA,COGINT,2,2030,2.92
GLOBAL,PWRCOGINDEA,COGINT,2,2031,2.92
GLOBAL,PWRCOGINDEA,COGINT,2,2032,2.92
GLOBAL,PWRCOGINDEA,COGINT,2,2033,2.92
GLOBAL,PWRCOGINDEA,COGINT,2,2034,2.92
GLOBAL,PWRCOGINDEA,COGINT,2,2035,2.92
GLOBAL,PWRCOGINDEA,COGINT,2,2036,2.92
GLOBAL,PWRCOGINDEA,COGINT,2,2037,2.92
GLOBAL,PWRCOGINDEA,COGINT,2,2038,2.92
GLOBAL,PWRCOGINDEA,COGINT,2,2039,2.92
GLOBAL,PWRCOGINDEA,COGINT,2,2040,2.92
GLOBAL,PWRCOGINDEA,COGINT,2,2041,2.92
GLOBAL,PWRCOGINDEA,COGINT,2,2042,2.92
GLOBAL,PWRCOGINDEA,COGINT,2,2043,2.92
GLOBAL,PWRCOGINDEA,COGINT,2,2044,2.92
GLOBAL,PWRCOGINDEA,COGINT,2,2045,2.92
GLOBAL,PWRCOGINDEA,COGINT,2,2046,2.92
GLOBAL,PWRCOGINDEA,COGINT,2,2047,2.92
GLOBAL,PWRCOGINDEA,COGINT,2,2048,2.92
GLOBAL,PWRCOGINDEA,COGINT,2,2049,2.92
GLOBAL,PWRCOGINDEA,COGINT,2,2050,2.92
GLOBAL,PWRCSPINDEA,CSPINDEA,1,2023,1.0
GLOBAL,PWRCSPINDEA,CSPINDEA,1,2024,1.0
GLOBAL,PWRCSPINDEA,CSPINDEA,1,2025,1.0
GLOBAL,PWRCSPINDEA,CSPINDEA,1,2026,1.0
GLOBAL,PWRCSPINDEA,CSPINDEA,1,2027,1.0
GLOBAL,PWRCSPINDEA,CSPINDEA,1,2028,1.0
GLOBAL,PWRCSPINDEA,CSPINDEA,1,2029,1.0
GLOBAL,PWRCSPINDEA,CSPINDEA,1,2030,1.0
GLOBAL,PWRCSPINDEA,CSPINDEA,1,2031,1.0
GLOBAL,PWRCSPINDEA,CSPINDEA,1,2032,1.0
GLOBAL,PWRCSPINDEA,CSPINDEA,1,2033,1.0
GLOBAL,PWRCSPINDEA,CSPINDEA,1,2034,1.0
GLOBAL,PWRCSPINDEA,CSPINDEA,1,2035,1.0
GLOBAL,PWRCSPINDEA,CSPINDEA,1,2036,1.0
GLOBAL,PWRCSPINDEA,CSPINDEA,1,2037,1.0
GLOBAL,PWRCSPINDEA,CSPINDEA,1,2038,1.0
GLOBAL,PWRCSPINDEA,CSPINDEA,1,2039,1.0
GLOBAL,PWRCSPINDEA,CSPINDEA,1,2040,1.0
GLOBAL,PWRCSPINDEA,CSPINDEA,1,2041,1.0
GLOBAL,PWRCSPINDEA,CSPINDEA,1,2042,1.0
GLOBAL,PWRCSPINDEA,CSPINDEA,1,2043,1.0
GLOBAL,PWRCSPINDEA,CSPINDEA,1,2044,1.0
GLOBAL,PWRCSPINDEA,CSPINDEA,1,2045,1.0
GLOBAL,PWRCSPINDEA,CSPINDEA,1,2046,1.0
GLOBAL,PWRCSPINDEA,CSPINDEA,1,2047,1.0
GLOBAL,PWRCSPINDEA,CSPINDEA,1,2048,1.0
GLOBAL,PWRCSPINDEA,CSPINDEA,1,2049,1.0
GLOBAL,PWRCSPINDEA,CSPINDEA,1,2050,1.0
