Gas,Coal,Oil_HFO,Oil_HSD,Hydro,Solar,Wind,Import
11849.576640350879,5416.710596491228,5831.182748245614,442.73809385964915,229.7982456140351,542.7949122807019,36.06315789473684,962.9252105263159
