Future,Scenario,REGION,YEAR,TECHNOLOGY,FUEL,EMISSION,MODE_OF_OPERATION,TIMESLICE,STORAGE,SEASON,DAYTYPE,DAILYTIMEBRACKET,AvailabilityFactor,CapacityFactor,CapacityToActivityUnit,CapitalCost,CapitalCostStorage,Conversionld,Conversionlh,Conversionls,DaySplit,EmissionActivityRatio,FixedCost,InputActivityRatio,OperationalLife,OperationalLifeStorage,OutputActivityRatio,ReserveMargin,ReserveMarginTagFuel,ReserveMarginTagTechnology,ResidualCapacity,ResidualStorageCapacity,SpecifiedAnnualDemand,SpecifiedDemandProfile,StorageLevelStart,TechnologyFromStorage,TechnologyToStorage,TotalAnnualMaxCapacity,TotalAnnualMaxCapacityInvestment,TotalAnnualMinCapacityInvestment,TotalTechnologyAnnualActivityUpperLimit,VariableCost,YearSplit
0,BAU,GLOBAL,2023.0,DSPTRNBGDXX,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2023.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2023.0,DSPTRNBGDXX,ELCBGDXX02,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2023.0,DSPTRNBGDXX,ELCBGDXX04,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2023.0,DSPTRNBGDXX,ELCBGDXX03,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2023.0,DSPTRNBGDXX,ELCBGDXX03,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2023.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,
0,BAU,GLOBAL,2024.0,DSPTRNBGDXX,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2024.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2024.0,DSPTRNBGDXX,ELCBGDXX02,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2024.0,DSPTRNBGDXX,ELCBGDXX04,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2024.0,DSPTRNBGDXX,ELCBGDXX03,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2024.0,DSPTRNBGDXX,ELCBGDXX03,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2024.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,
0,BAU,GLOBAL,2025.0,DSPTRNBGDXX,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2025.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2025.0,DSPTRNBGDXX,ELCBGDXX02,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2025.0,DSPTRNBGDXX,ELCBGDXX04,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2025.0,DSPTRNBGDXX,ELCBGDXX03,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2025.0,DSPTRNBGDXX,ELCBGDXX03,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2025.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,
0,BAU,GLOBAL,2026.0,DSPTRNBGDXX,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2026.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2026.0,DSPTRNBGDXX,ELCBGDXX02,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2026.0,DSPTRNBGDXX,ELCBGDXX04,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2026.0,DSPTRNBGDXX,ELCBGDXX03,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2026.0,DSPTRNBGDXX,ELCBGDXX03,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2026.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,
0,BAU,GLOBAL,2027.0,DSPTRNBGDXX,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2027.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2027.0,DSPTRNBGDXX,ELCBGDXX02,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2027.0,DSPTRNBGDXX,ELCBGDXX04,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2027.0,DSPTRNBGDXX,ELCBGDXX03,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2027.0,DSPTRNBGDXX,ELCBGDXX03,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2027.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,
0,BAU,GLOBAL,2028.0,DSPTRNBGDXX,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2028.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2028.0,DSPTRNBGDXX,ELCBGDXX02,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2028.0,DSPTRNBGDXX,ELCBGDXX04,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2028.0,DSPTRNBGDXX,ELCBGDXX03,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2028.0,DSPTRNBGDXX,ELCBGDXX03,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2028.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,
0,BAU,GLOBAL,2029.0,DSPTRNBGDXX,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2029.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2029.0,DSPTRNBGDXX,ELCBGDXX02,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2029.0,DSPTRNBGDXX,ELCBGDXX04,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2029.0,DSPTRNBGDXX,ELCBGDXX03,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2029.0,DSPTRNBGDXX,ELCBGDXX03,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2029.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,
0,BAU,GLOBAL,2030.0,DSPTRNBGDXX,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2030.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2030.0,DSPTRNBGDXX,ELCBGDXX02,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2030.0,DSPTRNBGDXX,ELCBGDXX04,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2030.0,DSPTRNBGDXX,ELCBGDXX03,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2030.0,DSPTRNBGDXX,ELCBGDXX03,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2030.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,
0,BAU,GLOBAL,2031.0,DSPTRNBGDXX,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2031.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2031.0,DSPTRNBGDXX,ELCBGDXX02,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2031.0,DSPTRNBGDXX,ELCBGDXX04,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2031.0,DSPTRNBGDXX,ELCBGDXX03,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2031.0,DSPTRNBGDXX,ELCBGDXX03,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2031.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,
0,BAU,GLOBAL,2032.0,DSPTRNBGDXX,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2032.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2032.0,DSPTRNBGDXX,ELCBGDXX02,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2032.0,DSPTRNBGDXX,ELCBGDXX04,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2032.0,DSPTRNBGDXX,ELCBGDXX03,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2032.0,DSPTRNBGDXX,ELCBGDXX03,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2032.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,
0,BAU,GLOBAL,2033.0,DSPTRNBGDXX,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2033.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2033.0,DSPTRNBGDXX,ELCBGDXX02,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2033.0,DSPTRNBGDXX,ELCBGDXX04,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2033.0,DSPTRNBGDXX,ELCBGDXX03,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2033.0,DSPTRNBGDXX,ELCBGDXX03,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2033.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,
0,BAU,GLOBAL,2034.0,DSPTRNBGDXX,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2034.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2034.0,DSPTRNBGDXX,ELCBGDXX02,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2034.0,DSPTRNBGDXX,ELCBGDXX04,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2034.0,DSPTRNBGDXX,ELCBGDXX03,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2034.0,DSPTRNBGDXX,ELCBGDXX03,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2034.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,
0,BAU,GLOBAL,2035.0,DSPTRNBGDXX,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2035.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2035.0,DSPTRNBGDXX,ELCBGDXX02,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2035.0,DSPTRNBGDXX,ELCBGDXX04,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2035.0,DSPTRNBGDXX,ELCBGDXX03,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2035.0,DSPTRNBGDXX,ELCBGDXX03,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2035.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,
0,BAU,GLOBAL,2036.0,DSPTRNBGDXX,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2036.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2036.0,DSPTRNBGDXX,ELCBGDXX02,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2036.0,DSPTRNBGDXX,ELCBGDXX04,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2036.0,DSPTRNBGDXX,ELCBGDXX03,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2036.0,DSPTRNBGDXX,ELCBGDXX03,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2036.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,
0,BAU,GLOBAL,2037.0,DSPTRNBGDXX,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2037.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2037.0,DSPTRNBGDXX,ELCBGDXX02,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2037.0,DSPTRNBGDXX,ELCBGDXX04,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2037.0,DSPTRNBGDXX,ELCBGDXX03,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2037.0,DSPTRNBGDXX,ELCBGDXX03,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2037.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,
0,BAU,GLOBAL,2038.0,DSPTRNBGDXX,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2038.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2038.0,DSPTRNBGDXX,ELCBGDXX02,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2038.0,DSPTRNBGDXX,ELCBGDXX04,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2038.0,DSPTRNBGDXX,ELCBGDXX03,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2038.0,DSPTRNBGDXX,ELCBGDXX03,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2038.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,
0,BAU,GLOBAL,2039.0,DSPTRNBGDXX,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2039.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2039.0,DSPTRNBGDXX,ELCBGDXX02,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2039.0,DSPTRNBGDXX,ELCBGDXX04,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2039.0,DSPTRNBGDXX,ELCBGDXX03,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2039.0,DSPTRNBGDXX,ELCBGDXX03,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2039.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,
0,BAU,GLOBAL,2040.0,DSPTRNBGDXX,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2040.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2040.0,DSPTRNBGDXX,ELCBGDXX02,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2040.0,DSPTRNBGDXX,ELCBGDXX04,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2040.0,DSPTRNBGDXX,ELCBGDXX03,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2040.0,DSPTRNBGDXX,ELCBGDXX03,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2040.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,
0,BAU,GLOBAL,2041.0,DSPTRNBGDXX,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2041.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2041.0,DSPTRNBGDXX,ELCBGDXX02,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2041.0,DSPTRNBGDXX,ELCBGDXX04,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2041.0,DSPTRNBGDXX,ELCBGDXX03,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2041.0,DSPTRNBGDXX,ELCBGDXX03,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2041.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,
0,BAU,GLOBAL,2042.0,DSPTRNBGDXX,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2042.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2042.0,DSPTRNBGDXX,ELCBGDXX02,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2042.0,DSPTRNBGDXX,ELCBGDXX04,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2042.0,DSPTRNBGDXX,ELCBGDXX03,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2042.0,DSPTRNBGDXX,ELCBGDXX03,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2042.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,
0,BAU,GLOBAL,2043.0,DSPTRNBGDXX,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2043.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2043.0,DSPTRNBGDXX,ELCBGDXX02,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2043.0,DSPTRNBGDXX,ELCBGDXX04,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2043.0,DSPTRNBGDXX,ELCBGDXX03,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2043.0,DSPTRNBGDXX,ELCBGDXX03,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2043.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,
0,BAU,GLOBAL,2044.0,DSPTRNBGDXX,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2044.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2044.0,DSPTRNBGDXX,ELCBGDXX02,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2044.0,DSPTRNBGDXX,ELCBGDXX04,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2044.0,DSPTRNBGDXX,ELCBGDXX03,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2044.0,DSPTRNBGDXX,ELCBGDXX03,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2044.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,
0,BAU,GLOBAL,2045.0,DSPTRNBGDXX,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2045.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2045.0,DSPTRNBGDXX,ELCBGDXX02,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2045.0,DSPTRNBGDXX,ELCBGDXX04,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2045.0,DSPTRNBGDXX,ELCBGDXX03,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2045.0,DSPTRNBGDXX,ELCBGDXX03,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2045.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,
0,BAU,GLOBAL,2046.0,DSPTRNBGDXX,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2046.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2046.0,DSPTRNBGDXX,ELCBGDXX02,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2046.0,DSPTRNBGDXX,ELCBGDXX04,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2046.0,DSPTRNBGDXX,ELCBGDXX03,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2046.0,DSPTRNBGDXX,ELCBGDXX03,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2046.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,
0,BAU,GLOBAL,2047.0,DSPTRNBGDXX,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2047.0,DSPTRNBGDXX,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2047.0,DSPTRNBGDXX,ELCBGDXX02,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
