TIMESLICE,YEAR,VALUE
S1D4,2047,0.020548
S1D4,2048,0.020548
S1D4,2049,0.020548
S1D4,2050,0.020548
S1D5,2023,0.020548
S1D5,2024,0.020548
S1D5,2025,0.020548
S1D5,2026,0.020548
S1D5,2027,0.020548
S1D5,2028,0.020548
S1D5,2029,0.020548
S1D5,2030,0.020548
S1D5,2031,0.020548
S1D5,2032,0.020548
S1D5,2033,0.020548
S1D5,2034,0.020548
S1D5,2035,0.020548
S1D5,2036,0.020548
S1D5,2037,0.020548
S1D5,2038,0.020548
S1D5,2039,0.020548
S1D5,2040,0.020548
S1D5,2041,0.020548
S1D5,2042,0.020548
S1D5,2043,0.020548
S1D5,2044,0.020548
S1D5,2045,0.020548
S1D5,2046,0.020548
S1D5,2047,0.020548
S1D5,2048,0.020548
S1D5,2049,0.020548
S1D5,2050,0.020548
S2D1,2023,0.063014
S2D1,2024,0.063014
S2D1,2025,0.063014
S2D1,2026,0.063014
S2D1,2027,0.063014
S2D1,2028,0.063014
S2D1,2029,0.063014
S2D1,2030,0.063014
S2D1,2031,0.063014
S2D1,2032,0.063014
S2D1,2033,0.063014
S2D1,2034,0.063014
S2D1,2035,0.063014
S2D1,2036,0.063014
S2D1,2037,0.063014
S2D1,2038,0.063014
S2D1,2039,0.063014
S2D1,2040,0.063014
S2D1,2041,0.063014
S2D1,2042,0.063014
S2D1,2043,0.063014
S2D1,2044,0.063014
S2D1,2045,0.063014
S2D1,2046,0.063014
S2D1,2047,0.063014
S2D1,2048,0.063014
S2D1,2049,0.063014
S2D1,2050,0.063014
S2D2,2023,0.115525
S2D2,2024,0.115525
S2D2,2025,0.115525
S2D2,2026,0.115525
S2D2,2027,0.115525
S2D2,2028,0.115525
S2D2,2029,0.115525
S2D2,2030,0.115525
S2D2,2031,0.115525
S2D2,2032,0.115525
S2D2,2033,0.115525
S2D2,2034,0.115525
S2D2,2035,0.115525
S2D2,2036,0.115525
S2D2,2037,0.115525
S2D2,2038,0.115525
S2D2,2039,0.115525
S2D2,2040,0.115525
S2D2,2041,0.115525
S2D2,2042,0.115525
S2D2,2043,0.115525
S2D2,2044,0.115525
S2D2,2045,0.115525
S2D2,2046,0.115525
S2D2,2047,0.115525
S2D2,2048,0.115525
S2D2,2049,0.115525
S2D2,2050,0.115525
S2D3,2023,0.031507
S2D3,2024,0.031507
S2D3,2025,0.031507
S2D3,2026,0.031507
S2D3,2027,0.031507
S2D3,2028,0.031507
S2D3,2029,0.031507
S2D3,2030,0.031507
S2D3,2031,0.031507
S2D3,2032,0.031507
S2D3,2033,0.031507
S2D3,2034,0.031507
S2D3,2035,0.031507
S2D3,2036,0.031507
S2D3,2037,0.031507
S2D3,2038,0.031507
S2D3,2039,0.031507
S2D3,2040,0.031507
S2D3,2041,0.031507
S2D3,2042,0.031507
S2D3,2043,0.031507
S2D3,2044,0.031507
S2D3,2045,0.031507
S2D3,2046,0.031507
S2D3,2047,0.031507
S2D3,2048,0.031507
S2D3,2049,0.031507
S2D3,2050,0.031507
S2D4,2023,0.021005
S2D4,2024,0.021005
S2D4,2025,0.021005
S2D4,2026,0.021005
S2D4,2027,0.021005
S2D4,2028,0.021005
S2D4,2029,0.021005
S2D4,2030,0.021005
S2D4,2031,0.021005
S2D4,2032,0.021005
S2D4,2033,0.021005
S2D4,2034,0.021005
S2D4,2035,0.021005
S2D4,2036,0.021005
S2D4,2037,0.021005
S2D4,2038,0.021005
S2D4,2039,0.021005
S2D4,2040,0.021005
S2D4,2041,0.021005
S2D4,2042,0.021005
S2D4,2043,0.021005
S2D4,2044,0.021005
S2D4,2045,0.021005
S2D4,2046,0.021005
S2D4,2047,0.021005
S2D4,2048,0.021005
S2D4,2049,0.021005
S2D4,2050,0.021005
S2D5,2023,0.021005
S2D5,2024,0.021005
S2D5,2025,0.021005
S2D5,2026,0.021005
S2D5,2027,0.021005
S2D5,2028,0.021005
S2D5,2029,0.021005
S2D5,2030,0.021005
S2D5,2031,0.021005
S2D5,2032,0.021005
S2D5,2033,0.021005
S2D5,2034,0.021005
S2D5,2035,0.021005
S2D5,2036,0.021005
S2D5,2037,0.021005
S2D5,2038,0.021005
S2D5,2039,0.021005
S2D5,2040,0.021005
S2D5,2041,0.021005
S2D5,2042,0.021005
S2D5,2043,0.021005
S2D5,2044,0.021005
S2D5,2045,0.021005
S2D5,2046,0.021005
S2D5,2047,0.021005
S2D5,2048,0.021005
S2D5,2049,0.021005
S2D5,2050,0.021005
S3D1,2023,0.083562
S3D1,2024,0.083562
S3D1,2025,0.083562
S3D1,2026,0.083562
S3D1,2027,0.083562
S3D1,2028,0.083562
S3D1,2029,0.083562
S3D1,2030,0.083562
S3D1,2031,0.083562
S3D1,2032,0.083562
S3D1,2033,0.083562
S3D1,2034,0.083562
S3D1,2035,0.083562
S3D1,2036,0.083562
S3D1,2037,0.083562
S3D1,2038,0.083562
S3D1,2039,0.083562
S3D1,2040,0.083562
S3D1,2041,0.083562
S3D1,2042,0.083562
S3D1,2043,0.083562
S3D1,2044,0.083562
S3D1,2045,0.083562
S3D1,2046,0.083562
S3D1,2047,0.083562
S3D1,2048,0.083562
S3D1,2049,0.083562
S3D1,2050,0.083562
S3D2,2023,0.153196
S3D2,2024,0.153196
S3D2,2025,0.153196
S3D2,2026,0.153196
S3D2,2027,0.153196
S3D2,2028,0.153196
S3D2,2029,0.153196
S3D2,2030,0.153196
S3D2,2031,0.153196
S3D2,2032,0.153196
S3D2,2033,0.153196
S3D2,2034,0.153196
S3D2,2035,0.153196
S3D2,2036,0.153196
S3D2,2037,0.153196
S3D2,2038,0.153196
S3D2,2039,0.153196
S3D2,2040,0.153196
S3D2,2041,0.153196
S3D2,2042,0.153196
S3D2,2043,0.153196
S3D2,2044,0.153196
S3D2,2045,0.153196
S3D2,2046,0.153196
S3D2,2047,0.153196
S3D2,2048,0.153196
S3D2,2049,0.153196
S3D2,2050,0.153196
S3D3,2023,0.041781
S3D3,2024,0.041781
S3D3,2025,0.041781
S3D3,2026,0.041781
S3D3,2027,0.041781
S3D3,2028,0.041781
S3D3,2029,0.041781
S3D3,2030,0.041781
S3D3,2031,0.041781
S3D3,2032,0.041781
S3D3,2033,0.041781
S3D3,2034,0.041781
S3D3,2035,0.041781
S3D3,2036,0.041781
S3D3,2037,0.041781
S3D3,2038,0.041781
S3D3,2039,0.041781
S3D3,2040,0.041781
S3D3,2041,0.041781
S3D3,2042,0.041781
S3D3,2043,0.041781
S3D3,2044,0.041781
S3D3,2045,0.041781
S3D3,2046,0.041781
S3D3,2047,0.041781
S3D3,2048,0.041781
S3D3,2049,0.041781
S3D3,2050,0.041781
S3D4,2023,0.027854
S3D4,2024,0.027854
S3D4,2025,0.027854
S3D4,2026,0.027854
S3D4,2027,0.027854
S3D4,2028,0.027854
S3D4,2029,0.027854
S3D4,2030,0.027854
S3D4,2031,0.027854
S3D4,2032,0.027854
S3D4,2033,0.027854
S3D4,2034,0.027854
S3D4,2035,0.027854
S3D4,2036,0.027854
S3D4,2037,0.027854
S3D4,2038,0.027854
S3D4,2039,0.027854
S3D4,2040,0.027854
S3D4,2041,0.027854
S3D4,2042,0.027854
S3D4,2043,0.027854
S3D4,2044,0.027854
S3D4,2045,0.027854
S3D4,2046,0.027854
S3D4,2047,0.027854
S3D4,2048,0.027854
S3D4,2049,0.027854
S3D4,2050,0.027854
S3D5,2023,0.027854
S3D5,2024,0.027854
S3D5,2025,0.027854
S3D5,2026,0.027854
S3D5,2027,0.027854
S3D5,2028,0.027854
S3D5,2029,0.027854
S3D5,2030,0.027854
S3D5,2031,0.027854
S3D5,2032,0.027854
S3D5,2033,0.027854
S3D5,2034,0.027854
S3D5,2035,0.027854
S3D5,2036,0.027854
S3D5,2037,0.027854
S3D5,2038,0.027854
S3D5,2039,0.027854
S3D5,2040,0.027854
S3D5,2041,0.027854
S3D5,2042,0.027854
S3D5,2043,0.027854
S3D5,2044,0.027854
S3D5,2045,0.027854
S3D5,2046,0.027854
S3D5,2047,0.027854
S3D5,2048,0.027854
S3D5,2049,0.027854
S3D5,2050,0.027854
S4D1,2023,0.041781
S4D1,2024,0.041781
S4D1,2025,0.041781
S4D1,2026,0.041781
S4D1,2027,0.041781
S4D1,2028,0.041781
S4D1,2029,0.041781
S4D1,2030,0.041781
S4D1,2031,0.041781
S4D1,2032,0.041781
S4D1,2033,0.041781
S4D1,2034,0.041781
S4D1,2035,0.041781
S4D1,2036,0.041781
S4D1,2037,0.041781
S4D1,2038,0.041781
S4D1,2039,0.041781
S4D1,2040,0.041781
S4D1,2041,0.041781
S4D1,2042,0.041781
S4D1,2043,0.041781
S4D1,2044,0.041781
S4D1,2045,0.041781
S4D1,2046,0.041781
S4D1,2047,0.041781
S4D1,2048,0.041781
S4D1,2049,0.041781
S4D1,2050,0.041781
S4D2,2023,0.076598
S4D2,2024,0.076598
S4D2,2025,0.076598
S4D2,2026,0.076598
S4D2,2027,0.076598
S4D2,2028,0.076598
S4D2,2029,0.076598
S4D2,2030,0.076598
S4D2,2031,0.076598
S4D2,2032,0.076598
S4D2,2033,0.076598
S4D2,2034,0.076598
S4D2,2035,0.076598
S4D2,2036,0.076598
S4D2,2037,0.076598
S4D2,2038,0.076598
S4D2,2039,0.076598
S4D2,2040,0.076598
S4D2,2041,0.076598
S4D2,2042,0.076598
S4D2,2043,0.076598
S4D2,2044,0.076598
S4D2,2045,0.076598
S4D2,2046,0.076598
S4D2,2047,0.076598
S4D2,2048,0.076598
S4D2,2049,0.076598
S4D2,2050,0.076598
S4D3,2023,0.02089
S4D3,2024,0.02089
S4D3,2025,0.02089
S4D3,2026,0.02089
S4D3,2027,0.02089
S4D3,2028,0.02089
S4D3,2029,0.02089
S4D3,2030,0.02089
S4D3,2031,0.02089
S4D3,2032,0.02089
S4D3,2033,0.02089
S4D3,2034,0.02089
S4D3,2035,0.02089
S4D3,2036,0.02089
S4D3,2037,0.02089
S4D3,2038,0.02089
S4D3,2039,0.02089
S4D3,2040,0.02089
S4D3,2041,0.02089
S4D3,2042,0.02089
S4D3,2043,0.02089
S4D3,2044,0.02089
S4D3,2045,0.02089
S4D3,2046,0.02089
S4D3,2047,0.02089
S4D3,2048,0.02089
S4D3,2049,0.02089
S4D3,2050,0.02089
S4D4,2023,0.013927
S4D4,2024,0.013927
S4D4,2025,0.013927
S4D4,2026,0.013927
S4D4,2027,0.013927
S4D4,2028,0.013927
S4D4,2029,0.013927
S4D4,2030,0.013927
S4D4,2031,0.013927
S4D4,2032,0.013927
S4D4,2033,0.013927
S4D4,2034,0.013927
S4D4,2035,0.013927
S4D4,2036,0.013927
S4D4,2037,0.013927
S4D4,2038,0.013927
S4D4,2039,0.013927
S4D4,2040,0.013927
S4D4,2041,0.013927
S4D4,2042,0.013927
S4D4,2043,0.013927
S4D4,2044,0.013927
S4D4,2045,0.013927
S4D4,2046,0.013927
S4D4,2047,0.013927
S4D4,2048,0.013927
S4D4,2049,0.013927
S4D4,2050,0.013927
S4D5,2023,0.013927
S4D5,2024,0.013927
S4D5,2025,0.013927
S4D5,2026,0.013927
S4D5,2027,0.013927
S4D5,2028,0.013927
S4D5,2029,0.013927
S4D5,2030,0.013927
S4D5,2031,0.013927
S4D5,2032,0.013927
S4D5,2033,0.013927
S4D5,2034,0.013927
S4D5,2035,0.013927
S4D5,2036,0.013927
S4D5,2037,0.013927
S4D5,2038,0.013927
S4D5,2039,0.013927
S4D5,2040,0.013927
S4D5,2041,0.013927
S4D5,2042,0.013927
S4D5,2043,0.013927
S4D5,2044,0.013927
S4D5,2045,0.013927
S4D5,2046,0.013927
S4D5,2047,0.013927
S4D5,2048,0.013927
S4D5,2049,0.013927
S4D5,2050,0.013927
