REGION,STORAGE,YEAR,VALUE
GLOBAL,SDSMDVXX01,2023,67291.66666666667
GLOBAL,SDSMDVXX01,2024,67291.66666666667
GLOBAL,SDSMDVXX01,2025,67291.66666666667
GLOBAL,SDSMDVXX01,2026,67291.66666666667
GLOBAL,SDSMDVXX01,2027,67291.66666666667
GLOBAL,SDSMDVXX01,2028,67291.66666666667
GLOBAL,SDSMDVXX01,2029,67291.66666666667
GLOBAL,SDSMDVXX01,2030,67291.66666666667
GLOBAL,SDSMDVXX01,2031,67291.66666666667
GLOBAL,SDSMDVXX01,2032,67291.66666666667
GLOBAL,SDSMDVXX01,2033,67291.66666666667
GLOBAL,SDSMDVXX01,2034,67291.66666666667
GLOBAL,SDSMDVXX01,2035,67291.66666666667
GLOBAL,SDSMDVXX01,2036,67291.66666666667
GLOBAL,SDSMDVXX01,2037,67291.66666666667
GLOBAL,SDSMDVXX01,2038,67291.66666666667
GLOBAL,SDSMDVXX01,2039,67291.66666666667
GLOBAL,SDSMDVXX01,2040,67291.66666666667
GLOBAL,SDSMDVXX01,2041,67291.66666666667
GLOBAL,SDSMDVXX01,2042,67291.66666666667
GLOBAL,SDSMDVXX01,2043,67291.66666666667
GLOBAL,SDSMDVXX01,2044,67291.66666666667
GLOBAL,SDSMDVXX01,2045,67291.66666666667
GLOBAL,SDSMDVXX01,2046,67291.66666666667
GLOBAL,SDSMDVXX01,2047,67291.66666666667
GLOBAL,SDSMDVXX01,2048,67291.66666666667
GLOBAL,SDSMDVXX01,2049,67291.66666666667
GLOBAL,SDSMDVXX01,2050,67291.66666666667
GLOBAL,LDSMDVXX01,2023,52694.444444444445
GLOBAL,LDSMDVXX01,2024,52694.444444444445
GLOBAL,LDSMDVXX01,2025,52694.444444444445
GLOBAL,LDSMDVXX01,2026,52694.444444444445
GLOBAL,LDSMDVXX01,2027,52694.444444444445
GLOBAL,LDSMDVXX01,2028,52694.444444444445
GLOBAL,LDSMDVXX01,2029,52694.444444444445
GLOBAL,LDSMDVXX01,2030,52694.444444444445
GLOBAL,LDSMDVXX01,2031,52694.444444444445
GLOBAL,LDSMDVXX01,2032,52694.444444444445
GLOBAL,LDSMDVXX01,2033,52694.444444444445
GLOBAL,LDSMDVXX01,2034,52694.444444444445
GLOBAL,LDSMDVXX01,2035,52694.444444444445
GLOBAL,LDSMDVXX01,2036,52694.444444444445
GLOBAL,LDSMDVXX01,2037,52694.444444444445
GLOBAL,LDSMDVXX01,2038,52694.444444444445
GLOBAL,LDSMDVXX01,2039,52694.444444444445
GLOBAL,LDSMDVXX01,2040,52694.444444444445
GLOBAL,LDSMDVXX01,2041,52694.444444444445
GLOBAL,LDSMDVXX01,2042,52694.444444444445
GLOBAL,LDSMDVXX01,2043,52694.444444444445
GLOBAL,LDSMDVXX01,2044,52694.444444444445
GLOBAL,LDSMDVXX01,2045,52694.444444444445
GLOBAL,LDSMDVXX01,2046,52694.444444444445
GLOBAL,LDSMDVXX01,2047,52694.444444444445
GLOBAL,LDSMDVXX01,2048,52694.444444444445
GLOBAL,LDSMDVXX01,2049,52694.444444444445
GLOBAL,LDSMDVXX01,2050,52694.444444444445
