REGION,TECHNOLOGY,STORAGE,MODE_OF_OPERATION,VALUE
GLOBAL,PWRSDSMDVXX01,SDSMDVXX01,1,1.0
GLOBAL,PWRSDSMDVXX01,SDSMDVXX01,2,0.0
GLOBAL,PWRLDSMDVXX01,LDSMDVXX01,1,1.0
GLOBAL,PWRLDSMDVXX01,LDSMDVXX01,2,0.0
