timeslice,season,daypart,tech_code,tech_type,cf_dispatch,cf_ninja,cf_da_workbook,cf_default,source_notes
S1D1,Winter (Dec-Feb),Night (00-06),PWRCOALKAXX,Coal,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D1,Winter (Dec-Feb),Night (00-06),PWROILKA_CEB,Oil_CEB,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D1,Winter (Dec-Feb),Night (00-06),PWROILKA_IPP,Oil_IPP,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D1,Winter (Dec-Feb),Night (00-06),PWRHYDLKAXX,Major_Hydro,0.335653,,,,dispatch: 361 days (compiled CSV)
S1D1,Winter (Dec-Feb),Night (00-06),PWRWONLKAXX,Wind,0.336267,0.360170,,,dispatch: 361 days (compiled CSV)
S1D1,Winter (Dec-Feb),Night (00-06),PWRSPVLKAXX,Solar,0.000762,0.000000,,,dispatch: 361 days (compiled CSV)
S1D1,Winter (Dec-Feb),Night (00-06),PWRBIOLKAXX,Biomass,0.323534,,,,dispatch: 361 days (compiled CSV)
S1D1,Winter (Dec-Feb),Night (00-06),PWRMNHLKAXX,Mini_Hydro,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D2,Winter (Dec-Feb),Morning (06-12),PWRCOALKAXX,Coal,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D2,Winter (Dec-Feb),Morning (06-12),PWROILKA_CEB,Oil_CEB,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D2,Winter (Dec-Feb),Morning (06-12),PWROILKA_IPP,Oil_IPP,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D2,Winter (Dec-Feb),Morning (06-12),PWRHYDLKAXX,Major_Hydro,0.488007,,,,dispatch: 361 days (compiled CSV)
S1D2,Winter (Dec-Feb),Morning (06-12),PWRWONLKAXX,Wind,0.369524,0.294750,,,dispatch: 361 days (compiled CSV)
S1D2,Winter (Dec-Feb),Morning (06-12),PWRSPVLKAXX,Solar,0.111095,0.420117,,,dispatch: 361 days (compiled CSV)
S1D2,Winter (Dec-Feb),Morning (06-12),PWRBIOLKAXX,Biomass,0.317809,,,,dispatch: 361 days (compiled CSV)
S1D2,Winter (Dec-Feb),Morning (06-12),PWRMNHLKAXX,Mini_Hydro,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D3,Winter (Dec-Feb),Afternoon (12-18),PWRCOALKAXX,Coal,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D3,Winter (Dec-Feb),Afternoon (12-18),PWROILKA_CEB,Oil_CEB,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D3,Winter (Dec-Feb),Afternoon (12-18),PWROILKA_IPP,Oil_IPP,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D3,Winter (Dec-Feb),Afternoon (12-18),PWRHYDLKAXX,Major_Hydro,0.473496,,,,dispatch: 361 days (compiled CSV)
S1D3,Winter (Dec-Feb),Afternoon (12-18),PWRWONLKAXX,Wind,0.506011,0.236740,,,dispatch: 361 days (compiled CSV)
S1D3,Winter (Dec-Feb),Afternoon (12-18),PWRSPVLKAXX,Solar,0.100468,0.331453,,,dispatch: 361 days (compiled CSV)
S1D3,Winter (Dec-Feb),Afternoon (12-18),PWRBIOLKAXX,Biomass,0.312222,,,,dispatch: 361 days (compiled CSV)
S1D3,Winter (Dec-Feb),Afternoon (12-18),PWRMNHLKAXX,Mini_Hydro,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D4,Winter (Dec-Feb),Evening (18-24),PWRCOALKAXX,Coal,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D4,Winter (Dec-Feb),Evening (18-24),PWROILKA_CEB,Oil_CEB,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D4,Winter (Dec-Feb),Evening (18-24),PWROILKA_IPP,Oil_IPP,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D4,Winter (Dec-Feb),Evening (18-24),PWRHYDLKAXX,Major_Hydro,0.506967,,,,dispatch: 361 days (compiled CSV)
S1D4,Winter (Dec-Feb),Evening (18-24),PWRWONLKAXX,Wind,0.432932,0.370392,,,dispatch: 361 days (compiled CSV)
S1D4,Winter (Dec-Feb),Evening (18-24),PWRSPVLKAXX,Solar,0.000021,0.000000,,,dispatch: 361 days (compiled CSV)
