timeslice,season,daypart,tech_code,tech_type,cf_dispatch,cf_ninja,cf_da_workbook,cf_default,source_notes
S1D1,Winter (Dec-Feb),Night (00-05),PWRHYDINDSO,Hydro_HYD,,,0.240966,,CEA fleet PLF
S1D1,Winter (Dec-Feb),Night (00-05),PWRHDRINDSO,Hydro_HDR,,,0.240966,,CEA fleet PLF
S1D1,Winter (Dec-Feb),Night (00-05),PWRHROINDSO,Hydro_HRO,,,0.240966,,CEA fleet PLF
S1D1,Winter (Dec-Feb),Night (00-05),PWRSPVINDSO,Solar,,0.000000,,,Ninja
S1D1,Winter (Dec-Feb),Night (00-05),PWRWONINDSO,Wind,,0.316864,,,Ninja
S1D1,Winter (Dec-Feb),Night (00-05),PWRCOAINDSO,COA,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D1,Winter (Dec-Feb),Night (00-05),PWRGASINDSO,GAS,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D1,Winter (Dec-Feb),Night (00-05),PWROILINDSO,OIL,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D1,Winter (Dec-Feb),Night (00-05),PWRNGAINDSO,NGA,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D2,Winter (Dec-Feb),Morning ramp (05-08),PWRHYDINDSO,Hydro_HYD,,,0.240966,,CEA fleet PLF
S1D2,Winter (Dec-Feb),Morning ramp (05-08),PWRHDRINDSO,Hydro_HDR,,,0.240966,,CEA fleet PLF
S1D2,Winter (Dec-Feb),Morning ramp (05-08),PWRHROINDSO,Hydro_HRO,,,0.240966,,CEA fleet PLF
S1D2,Winter (Dec-Feb),Morning ramp (05-08),PWRSPVINDSO,Solar,,0.091288,,,Ninja
S1D2,Winter (Dec-Feb),Morning ramp (05-08),PWRWONINDSO,Wind,,0.201322,,,Ninja
S1D2,Winter (Dec-Feb),Morning ramp (05-08),PWRCOAINDSO,COA,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D2,Winter (Dec-Feb),Morning ramp (05-08),PWRGASINDSO,GAS,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D2,Winter (Dec-Feb),Morning ramp (05-08),PWROILINDSO,OIL,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D2,Winter (Dec-Feb),Morning ramp (05-08),PWRNGAINDSO,NGA,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D3,Winter (Dec-Feb),Solar day (08-17),PWRHYDINDSO,Hydro_HYD,,,0.240966,,CEA fleet PLF
S1D3,Winter (Dec-Feb),Solar day (08-17),PWRHDRINDSO,Hydro_HDR,,,0.240966,,CEA fleet PLF
S1D3,Winter (Dec-Feb),Solar day (08-17),PWRHROINDSO,Hydro_HRO,,,0.240966,,CEA fleet PLF
S1D3,Winter (Dec-Feb),Solar day (08-17),PWRSPVINDSO,Solar,,0.543395,,,Ninja
S1D3,Winter (Dec-Feb),Solar day (08-17),PWRWONINDSO,Wind,,0.226793,,,Ninja
S1D3,Winter (Dec-Feb),Solar day (08-17),PWRCOAINDSO,COA,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D3,Winter (Dec-Feb),Solar day (08-17),PWRGASINDSO,GAS,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D3,Winter (Dec-Feb),Solar day (08-17),PWROILINDSO,OIL,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D3,Winter (Dec-Feb),Solar day (08-17),PWRNGAINDSO,NGA,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D4,Winter (Dec-Feb),Evening peak (17-20),PWRHYDINDSO,Hydro_HYD,,,0.240966,,CEA fleet PLF
S1D4,Winter (Dec-Feb),Evening peak (17-20),PWRHDRINDSO,Hydro_HDR,,,0.240966,,CEA fleet PLF
S1D4,Winter (Dec-Feb),Evening peak (17-20),PWRHROINDSO,Hydro_HRO,,,0.240966,,CEA fleet PLF
S1D4,Winter (Dec-Feb),Evening peak (17-20),PWRSPVINDSO,Solar,,0.001269,,,Ninja
S1D4,Winter (Dec-Feb),Evening peak (17-20),PWRWONINDSO,Wind,,0.543508,,,Ninja
S1D4,Winter (Dec-Feb),Evening peak (17-20),PWRCOAINDSO,COA,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D4,Winter (Dec-Feb),Evening peak (17-20),PWRGASINDSO,GAS,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D4,Winter (Dec-Feb),Evening peak (17-20),PWROILINDSO,OIL,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D4,Winter (Dec-Feb),Evening peak (17-20),PWRNGAINDSO,NGA,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D5,Winter (Dec-Feb),Late evening (20-22),PWRHYDINDSO,Hydro_HYD,,,0.240966,,CEA fleet PLF
S1D5,Winter (Dec-Feb),Late evening (20-22),PWRHDRINDSO,Hydro_HDR,,,0.240966,,CEA fleet PLF
S1D5,Winter (Dec-Feb),Late evening (20-22),PWRHROINDSO,Hydro_HRO,,,0.240966,,CEA fleet PLF
S1D5,Winter (Dec-Feb),Late evening (20-22),PWRSPVINDSO,Solar,,0.000000,,,Ninja
S1D5,Winter (Dec-Feb),Late evening (20-22),PWRWONINDSO,Wind,,0.646140,,,Ninja
S1D5,Winter (Dec-Feb),Late evening (20-22),PWRCOAINDSO,COA,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
