timeslice,season,daypart,tech_code,tech_type,cf_dispatch,cf_ninja,cf_da_workbook,cf_default,source_notes
S1D1,Winter (Dec-Feb),Night (00-05),PWRCOALKAXX,Coal,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D1,Winter (Dec-Feb),Night (00-05),PWROILKA_CEB,Oil_CEB,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D1,Winter (Dec-Feb),Night (00-05),PWROILKA_IPP,Oil_IPP,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D1,Winter (Dec-Feb),Night (00-05),PWRHYDLKAXX,Major_Hydro,0.304740,,,,dispatch: 361 days (compiled CSV)
S1D1,Winter (Dec-Feb),Night (00-05),PWRWONLKAXX,Wind,0.333520,0.364267,,,dispatch: 361 days (compiled CSV)
S1D1,Winter (Dec-Feb),Night (00-05),PWRSPVLKAXX,Solar,0.000903,0.000000,,,dispatch: 361 days (compiled CSV)
S1D1,Winter (Dec-Feb),Night (00-05),PWRBIOLKAXX,Biomass,0.325019,,,,dispatch: 361 days (compiled CSV)
S1D1,Winter (Dec-Feb),Night (00-05),PWRMNHLKAXX,Mini_Hydro,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D2,Winter (Dec-Feb),Morning ramp (05-08),PWRCOALKAXX,Coal,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D2,Winter (Dec-Feb),Morning ramp (05-08),PWROILKA_CEB,Oil_CEB,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D2,Winter (Dec-Feb),Morning ramp (05-08),PWROILKA_IPP,Oil_IPP,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D2,Winter (Dec-Feb),Morning ramp (05-08),PWRHYDLKAXX,Major_Hydro,0.517442,,,,dispatch: 361 days (compiled CSV)
S1D2,Winter (Dec-Feb),Morning ramp (05-08),PWRWONLKAXX,Wind,0.340357,0.320802,,,dispatch: 361 days (compiled CSV)
S1D2,Winter (Dec-Feb),Morning ramp (05-08),PWRSPVLKAXX,Solar,0.020329,0.105927,,,dispatch: 361 days (compiled CSV)
S1D2,Winter (Dec-Feb),Morning ramp (05-08),PWRBIOLKAXX,Biomass,0.319784,,,,dispatch: 361 days (compiled CSV)
S1D2,Winter (Dec-Feb),Morning ramp (05-08),PWRMNHLKAXX,Mini_Hydro,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
