resource,region,year_file,header_description,unit_time,unit_electricity,param_lat,param_lon,param_date_from,param_date_to,param_dataset,param_capacity,param_system_loss,param_tracking,param_tilt,param_azim,param_header,n_rows,cf_mean,cf_max,utc_offset,filepath,param_height,param_turbine
solar,INDWE,2021,"Renewables.ninja Solar photovoltaic power (PV) (Point API) - 19.017, 72.857 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060",UTC,kW,19.017,72.857,2021-01-01,2021-12-31,merra2,1.0,0.1,0,19,180,true,8760,0.1803,0.762,5.5,./ninja_data/solar\solar_INDWE_2021.csv,,
solar,INDWE,2022,"Renewables.ninja Solar photovoltaic power (PV) (Point API) - 19.017, 72.857 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060",UTC,kW,19.017,72.857,2022-01-01,2022-12-31,merra2,1.0,0.1,0,19,180,true,8760,0.1837,0.773,5.5,./ninja_data/solar\solar_INDWE_2022.csv,,
solar,LKAXX,2014,"Renewables.ninja Solar photovoltaic power (PV) (Point API) - 6.932, 79.858 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060",UTC,kW,6.932,79.8578,2014-01-01,2014-12-31,merra2,1.0,0.1,0,7,180,true,8760,0.1565,0.781,5.5,./ninja_data/solar\solar_LKAXX_2014.csv,,
solar,LKAXX,2015,"Renewables.ninja Solar photovoltaic power (PV) (Point API) - 6.932, 79.858 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060",UTC,kW,6.932,79.8578,2015-01-01,2015-12-31,merra2,1.0,0.1,0,7,180,true,8760,0.1542,0.79,5.5,./ninja_data/solar\solar_LKAXX_2015.csv,,
solar,LKAXX,2016,"Renewables.ninja Solar photovoltaic power (PV) (Point API) - 6.932, 79.858 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060",UTC,kW,6.932,79.8578,2016-01-01,2016-12-31,merra2,1.0,0.1,0,7,180,true,8784,0.1712,0.784,5.5,./ninja_data/solar\solar_LKAXX_2016.csv,,
solar,LKAXX,2017,"Renewables.ninja Solar photovoltaic power (PV) (Point API) - 6.932, 79.858 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060",UTC,kW,6.932,79.8578,2017-01-01,2017-12-31,merra2,1.0,0.1,0,7,180,true,8760,0.163,0.78,5.5,./ninja_data/solar\solar_LKAXX_2017.csv,,
solar,LKAXX,2018,"Renewables.ninja Solar photovoltaic power (PV) (Point API) - 6.932, 79.858 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060",UTC,kW,6.932,79.8578,2018-01-01,2018-12-31,merra2,1.0,0.1,0,7,180,true,8760,0.1602,0.787,5.5,./ninja_data/solar\solar_LKAXX_2018.csv,,
solar,LKAXX,2019,"Renewables.ninja Solar photovoltaic power (PV) (Point API) - 6.932, 79.858 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060",UTC,kW,6.932,79.8578,2019-01-01,2019-12-31,merra2,1.0,0.1,0,7,180,true,8760,0.1639,0.779,5.5,./ninja_data/solar\solar_LKAXX_2019.csv,,
solar,LKAXX,2020,"Renewables.ninja Solar photovoltaic power (PV) (Point API) - 6.932, 79.858 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060",UTC,kW,6.932,79.8578,2020-01-01,2020-12-31,merra2,1.0,0.1,0,7,180,true,8784,0.1689,0.786,5.5,./ninja_data/solar\solar_LKAXX_2020.csv,,
solar,LKAXX,2021,"Renewables.ninja Solar photovoltaic power (PV) (Point API) - 6.932, 79.858 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060",UTC,kW,6.932,79.8578,2021-01-01,2021-12-31,merra2,1.0,0.1,0,7,180,true,8760,0.1616,0.783,5.5,./ninja_data/solar\solar_LKAXX_2021.csv,,
solar,LKAXX,2022,"Renewables.ninja Solar photovoltaic power (PV) (Point API) - 6.932, 79.858 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060",UTC,kW,6.932,79.8578,2022-01-01,2022-12-31,merra2,1.0,0.1,0,7,180,true,8760,0.1655,0.767,5.5,./ninja_data/solar\solar_LKAXX_2022.csv,,
solar,MDVXX,2014,"Renewables.ninja Solar photovoltaic power (PV) (Point API) - 1.925, 73.400 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060",UTC,kW,1.925,73.3997,2014-01-01,2014-12-31,merra2,1.0,0.1,0,2,180,true,8760,0.1554,0.782,5.0,./ninja_data/solar\solar_MDVXX_2014.csv,,
solar,MDVXX,2015,"Renewables.ninja Solar photovoltaic power (PV) (Point API) - 1.925, 73.400 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060",UTC,kW,1.925,73.3997,2015-01-01,2015-12-31,merra2,1.0,0.1,0,2,180,true,8760,0.1631,0.793,5.0,./ninja_data/solar\solar_MDVXX_2015.csv,,
solar,MDVXX,2016,"Renewables.ninja Solar photovoltaic power (PV) (Point API) - 1.925, 73.400 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060",UTC,kW,1.925,73.3997,2016-01-01,2016-12-31,merra2,1.0,0.1,0,2,180,true,8784,0.1585,0.779,5.0,./ninja_data/solar\solar_MDVXX_2016.csv,,
solar,MDVXX,2017,"Renewables.ninja Solar photovoltaic power (PV) (Point API) - 1.925, 73.400 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060",UTC,kW,1.925,73.3997,2017-01-01,2017-12-31,merra2,1.0,0.1,0,2,180,true,8760,0.1678,0.782,5.0,./ninja_data/solar\solar_MDVXX_2017.csv,,
solar,MDVXX,2018,"Renewables.ninja Solar photovoltaic power (PV) (Point API) - 1.925, 73.400 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060",UTC,kW,1.925,73.3997,2018-01-01,2018-12-31,merra2,1.0,0.1,0,2,180,true,8760,0.1542,0.773,5.0,./ninja_data/solar\solar_MDVXX_2018.csv,,
solar,MDVXX,2019,"Renewables.ninja Solar photovoltaic power (PV) (Point API) - 1.925, 73.400 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060",UTC,kW,1.925,73.3997,2019-01-01,2019-12-31,merra2,1.0,0.1,0,2,180,true,8760,0.1564,0.773,5.0,./ninja_data/solar\solar_MDVXX_2019.csv,,
solar,MDVXX,2020,"Renewables.ninja Solar photovoltaic power (PV) (Point API) - 1.925, 73.400 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060",UTC,kW,1.925,73.3997,2020-01-01,2020-12-31,merra2,1.0,0.1,0,2,180,true,8784,0.1601,0.778,5.0,./ninja_data/solar\solar_MDVXX_2020.csv,,
solar,MDVXX,2021,"Renewables.ninja Solar photovoltaic power (PV) (Point API) - 1.925, 73.400 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060",UTC,kW,1.925,73.3997,2021-01-01,2021-12-31,merra2,1.0,0.1,0,2,180,true,8760,0.1618,0.772,5.0,./ninja_data/solar\solar_MDVXX_2021.csv,,
solar,MDVXX,2022,"Renewables.ninja Solar photovoltaic power (PV) (Point API) - 1.925, 73.400 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060",UTC,kW,1.925,73.3997,2022-01-01,2022-12-31,merra2,1.0,0.1,0,2,180,true,8760,0.1671,0.771,5.0,./ninja_data/solar\solar_MDVXX_2022.csv,,
solar,NPLXX,2014,"Renewables.ninja Solar photovoltaic power (PV) (Point API) - 27.717, 85.317 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060",UTC,kW,27.7167,85.3166,2014-01-01,2014-12-31,merra2,1.0,0.1,0,28,180,true,8760,0.2101,0.864,5.75,./ninja_data/solar\solar_NPLXX_2014.csv,,
solar,NPLXX,2015,"Renewables.ninja Solar photovoltaic power (PV) (Point API) - 27.717, 85.317 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060",UTC,kW,27.7167,85.3166,2015-01-01,2015-12-31,merra2,1.0,0.1,0,28,180,true,8760,0.2051,0.867,5.75,./ninja_data/solar\solar_NPLXX_2015.csv,,
solar,NPLXX,2016,"Renewables.ninja Solar photovoltaic power (PV) (Point API) - 27.717, 85.317 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060",UTC,kW,27.7167,85.3166,2016-01-01,2016-12-31,merra2,1.0,0.1,0,28,180,true,8784,0.2008,0.846,5.75,./ninja_data/solar\solar_NPLXX_2016.csv,,
solar,NPLXX,2017,"Renewables.ninja Solar photovoltaic power (PV) (Point API) - 27.717, 85.317 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060",UTC,kW,27.7167,85.3166,2017-01-01,2017-12-31,merra2,1.0,0.1,0,28,180,true,8760,0.2046,0.863,5.75,./ninja_data/solar\solar_NPLXX_2017.csv,,
solar,NPLXX,2018,"Renewables.ninja Solar photovoltaic power (PV) (Point API) - 27.717, 85.317 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060",UTC,kW,27.7167,85.3166,2018-01-01,2018-12-31,merra2,1.0,0.1,0,28,180,true,8760,0.2041,0.847,5.75,./ninja_data/solar\solar_NPLXX_2018.csv,,
solar,NPLXX,2019,"Renewables.ninja Solar photovoltaic power (PV) (Point API) - 27.717, 85.317 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060",UTC,kW,27.7167,85.3166,2019-01-01,2019-12-31,merra2,1.0,0.1,0,28,180,true,8760,0.1983,0.876,5.75,./ninja_data/solar\solar_NPLXX_2019.csv,,
solar,NPLXX,2020,"Renewables.ninja Solar photovoltaic power (PV) (Point API) - 27.717, 85.317 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060",UTC,kW,27.7167,85.3166,2020-01-01,2020-12-31,merra2,1.0,0.1,0,28,180,true,8784,0.1981,0.852,5.75,./ninja_data/solar\solar_NPLXX_2020.csv,,
solar,NPLXX,2021,"Renewables.ninja Solar photovoltaic power (PV) (Point API) - 27.717, 85.317 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060",UTC,kW,27.7167,85.3166,2021-01-01,2021-12-31,merra2,1.0,0.1,0,28,180,true,8760,0.1926,0.858,5.75,./ninja_data/solar\solar_NPLXX_2021.csv,,
solar,NPLXX,2022,"Renewables.ninja Solar photovoltaic power (PV) (Point API) - 27.717, 85.317 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060",UTC,kW,27.7167,85.3166,2022-01-01,2022-12-31,merra2,1.0,0.1,0,28,180,true,8760,0.2055,0.858,5.75,./ninja_data/solar\solar_NPLXX_2022.csv,,
wind,BGDXX,2014,"Renewables.ninja Wind power (Point API) - 23.723, 90.409 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,23.7231,90.4086,2014-01-01,2014-12-31,merra2,1.0,,,,,true,8760,0.2598,0.973,6.0,./ninja_data/wind\wind_BGDXX_2014.csv,100,Vestas V110 2000
wind,BGDXX,2015,"Renewables.ninja Wind power (Point API) - 23.723, 90.409 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,23.7231,90.4086,2015-01-01,2015-12-31,merra2,1.0,,,,,true,8760,0.2239,0.973,6.0,./ninja_data/wind\wind_BGDXX_2015.csv,100,Vestas V110 2000
wind,BGDXX,2016,"Renewables.ninja Wind power (Point API) - 23.723, 90.409 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,23.7231,90.4086,2016-01-01,2016-12-31,merra2,1.0,,,,,true,8784,0.233,0.973,6.0,./ninja_data/wind\wind_BGDXX_2016.csv,100,Vestas V110 2000
wind,BGDXX,2017,"Renewables.ninja Wind power (Point API) - 23.723, 90.409 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,23.7231,90.4086,2017-01-01,2017-12-31,merra2,1.0,,,,,true,8760,0.2391,0.973,6.0,./ninja_data/wind\wind_BGDXX_2017.csv,100,Vestas V110 2000
wind,BGDXX,2018,"Renewables.ninja Wind power (Point API) - 23.723, 90.409 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,23.7231,90.4086,2018-01-01,2018-12-31,merra2,1.0,,,,,true,8760,0.1977,0.973,6.0,./ninja_data/wind\wind_BGDXX_2018.csv,100,Vestas V110 2000
wind,BGDXX,2019,"Renewables.ninja Wind power (Point API) - 23.723, 90.409 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,23.7231,90.4086,2019-01-01,2019-12-31,merra2,1.0,,,,,true,8760,0.2367,0.973,6.0,./ninja_data/wind\wind_BGDXX_2019.csv,100,Vestas V110 2000
wind,BGDXX,2020,"Renewables.ninja Wind power (Point API) - 23.723, 90.409 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,23.7231,90.4086,2020-01-01,2020-12-31,merra2,1.0,,,,,true,8784,0.2025,0.973,6.0,./ninja_data/wind\wind_BGDXX_2020.csv,100,Vestas V110 2000
wind,BGDXX,2021,"Renewables.ninja Wind power (Point API) - 23.723, 90.409 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,23.7231,90.4086,2021-01-01,2021-12-31,merra2,1.0,,,,,true,8760,0.2156,0.973,6.0,./ninja_data/wind\wind_BGDXX_2021.csv,100,Vestas V110 2000
wind,BGDXX,2022,"Renewables.ninja Wind power (Point API) - 23.723, 90.409 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,23.7231,90.4086,2022-01-01,2022-12-31,merra2,1.0,,,,,true,8760,0.2425,0.973,6.0,./ninja_data/wind\wind_BGDXX_2022.csv,100,Vestas V110 2000
wind,BTNXX,2014,"Renewables.ninja Wind power (Point API) - 27.473, 89.639 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,27.473,89.639,2014-01-01,2014-12-31,merra2,1.0,,,,,true,8760,0.0837,0.865,6.0,./ninja_data/wind\wind_BTNXX_2014.csv,100,Vestas V110 2000
wind,BTNXX,2015,"Renewables.ninja Wind power (Point API) - 27.473, 89.639 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,27.473,89.639,2015-01-01,2015-12-31,merra2,1.0,,,,,true,8760,0.0943,0.886,6.0,./ninja_data/wind\wind_BTNXX_2015.csv,100,Vestas V110 2000
wind,BTNXX,2016,"Renewables.ninja Wind power (Point API) - 27.473, 89.639 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,27.473,89.639,2016-01-01,2016-12-31,merra2,1.0,,,,,true,8784,0.0884,0.877,6.0,./ninja_data/wind\wind_BTNXX_2016.csv,100,Vestas V110 2000
wind,BTNXX,2017,"Renewables.ninja Wind power (Point API) - 27.473, 89.639 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,27.473,89.639,2017-01-01,2017-12-31,merra2,1.0,,,,,true,8760,0.076,0.881,6.0,./ninja_data/wind\wind_BTNXX_2017.csv,100,Vestas V110 2000
wind,BTNXX,2018,"Renewables.ninja Wind power (Point API) - 27.473, 89.639 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,27.473,89.639,2018-01-01,2018-12-31,merra2,1.0,,,,,true,8760,0.0678,0.964,6.0,./ninja_data/wind\wind_BTNXX_2018.csv,100,Vestas V110 2000
wind,BTNXX,2019,"Renewables.ninja Wind power (Point API) - 27.473, 89.639 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,27.473,89.639,2019-01-01,2019-12-31,merra2,1.0,,,,,true,8760,0.0729,0.947,6.0,./ninja_data/wind\wind_BTNXX_2019.csv,100,Vestas V110 2000
wind,BTNXX,2020,"Renewables.ninja Wind power (Point API) - 27.473, 89.639 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,27.473,89.639,2020-01-01,2020-12-31,merra2,1.0,,,,,true,8784,0.076,0.929,6.0,./ninja_data/wind\wind_BTNXX_2020.csv,100,Vestas V110 2000
wind,BTNXX,2021,"Renewables.ninja Wind power (Point API) - 27.473, 89.639 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,27.473,89.639,2021-01-01,2021-12-31,merra2,1.0,,,,,true,8760,0.0689,0.694,6.0,./ninja_data/wind\wind_BTNXX_2021.csv,100,Vestas V110 2000
wind,BTNXX,2022,"Renewables.ninja Wind power (Point API) - 27.473, 89.639 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,27.473,89.639,2022-01-01,2022-12-31,merra2,1.0,,,,,true,8760,0.0763,0.928,6.0,./ninja_data/wind\wind_BTNXX_2022.csv,100,Vestas V110 2000
wind,INDEA,2014,"Renewables.ninja Wind power (Point API) - 22.495, 88.325 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,22.495,88.3247,2014-01-01,2014-12-31,merra2,1.0,,,,,true,8760,0.2839,0.973,5.5,./ninja_data/wind\wind_INDEA_2014.csv,100,Vestas V110 2000
wind,INDEA,2015,"Renewables.ninja Wind power (Point API) - 22.495, 88.325 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,22.495,88.3247,2015-01-01,2015-12-31,merra2,1.0,,,,,true,8760,0.2563,0.973,5.5,./ninja_data/wind\wind_INDEA_2015.csv,100,Vestas V110 2000
wind,INDEA,2016,"Renewables.ninja Wind power (Point API) - 22.495, 88.325 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,22.495,88.3247,2016-01-01,2016-12-31,merra2,1.0,,,,,true,8784,0.2418,0.972,5.5,./ninja_data/wind\wind_INDEA_2016.csv,100,Vestas V110 2000
wind,INDEA,2017,"Renewables.ninja Wind power (Point API) - 22.495, 88.325 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,22.495,88.3247,2017-01-01,2017-12-31,merra2,1.0,,,,,true,8760,0.2726,0.973,5.5,./ninja_data/wind\wind_INDEA_2017.csv,100,Vestas V110 2000
wind,INDEA,2018,"Renewables.ninja Wind power (Point API) - 22.495, 88.325 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,22.495,88.3247,2018-01-01,2018-12-31,merra2,1.0,,,,,true,8760,0.248,0.973,5.5,./ninja_data/wind\wind_INDEA_2018.csv,100,Vestas V110 2000
wind,INDEA,2019,"Renewables.ninja Wind power (Point API) - 22.495, 88.325 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,22.495,88.3247,2019-01-01,2019-12-31,merra2,1.0,,,,,true,8760,0.2769,0.973,5.5,./ninja_data/wind\wind_INDEA_2019.csv,100,Vestas V110 2000
wind,INDEA,2020,"Renewables.ninja Wind power (Point API) - 22.495, 88.325 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,22.495,88.3247,2020-01-01,2020-12-31,merra2,1.0,,,,,true,8784,0.2367,0.973,5.5,./ninja_data/wind\wind_INDEA_2020.csv,100,Vestas V110 2000
wind,INDEA,2021,"Renewables.ninja Wind power (Point API) - 22.495, 88.325 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,22.495,88.3247,2021-01-01,2021-12-31,merra2,1.0,,,,,true,8760,0.2555,0.973,5.5,./ninja_data/wind\wind_INDEA_2021.csv,100,Vestas V110 2000
wind,INDEA,2022,"Renewables.ninja Wind power (Point API) - 22.495, 88.325 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,22.495,88.3247,2022-01-01,2022-12-31,merra2,1.0,,,,,true,8760,0.3039,0.973,5.5,./ninja_data/wind\wind_INDEA_2022.csv,100,Vestas V110 2000
wind,INDNE,2014,"Renewables.ninja Wind power (Point API) - 26.160, 91.770 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,26.16,91.77,2014-01-01,2014-12-31,merra2,1.0,,,,,true,8760,0.2471,0.965,5.5,./ninja_data/wind\wind_INDNE_2014.csv,100,Vestas V110 2000
wind,INDNE,2015,"Renewables.ninja Wind power (Point API) - 26.160, 91.770 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,26.16,91.77,2015-01-01,2015-12-31,merra2,1.0,,,,,true,8760,0.2789,0.973,5.5,./ninja_data/wind\wind_INDNE_2015.csv,100,Vestas V110 2000
wind,INDNE,2016,"Renewables.ninja Wind power (Point API) - 26.160, 91.770 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,26.16,91.77,2016-01-01,2016-12-31,merra2,1.0,,,,,true,8784,0.2636,0.973,5.5,./ninja_data/wind\wind_INDNE_2016.csv,100,Vestas V110 2000
wind,INDNE,2017,"Renewables.ninja Wind power (Point API) - 26.160, 91.770 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,26.16,91.77,2017-01-01,2017-12-31,merra2,1.0,,,,,true,8760,0.2476,0.973,5.5,./ninja_data/wind\wind_INDNE_2017.csv,100,Vestas V110 2000
wind,INDNE,2018,"Renewables.ninja Wind power (Point API) - 26.160, 91.770 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,26.16,91.77,2018-01-01,2018-12-31,merra2,1.0,,,,,true,8760,0.2072,0.964,5.5,./ninja_data/wind\wind_INDNE_2018.csv,100,Vestas V110 2000
wind,INDNE,2019,"Renewables.ninja Wind power (Point API) - 26.160, 91.770 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,26.16,91.77,2019-01-01,2019-12-31,merra2,1.0,,,,,true,8760,0.1959,0.947,5.5,./ninja_data/wind\wind_INDNE_2019.csv,100,Vestas V110 2000
wind,INDNE,2020,"Renewables.ninja Wind power (Point API) - 26.160, 91.770 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,26.16,91.77,2020-01-01,2020-12-31,merra2,1.0,,,,,true,8784,0.2134,0.967,5.5,./ninja_data/wind\wind_INDNE_2020.csv,100,Vestas V110 2000
wind,INDNE,2021,"Renewables.ninja Wind power (Point API) - 26.160, 91.770 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,26.16,91.77,2021-01-01,2021-12-31,merra2,1.0,,,,,true,8760,0.2407,0.962,5.5,./ninja_data/wind\wind_INDNE_2021.csv,100,Vestas V110 2000
wind,INDNE,2022,"Renewables.ninja Wind power (Point API) - 26.160, 91.770 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,26.16,91.77,2022-01-01,2022-12-31,merra2,1.0,,,,,true,8760,0.2324,0.971,5.5,./ninja_data/wind\wind_INDNE_2022.csv,100,Vestas V110 2000
wind,INDNO,2014,"Renewables.ninja Wind power (Point API) - 28.670, 77.230 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,28.67,77.23,2014-01-01,2014-12-31,merra2,1.0,,,,,true,8760,0.2756,0.973,5.5,./ninja_data/wind\wind_INDNO_2014.csv,100,Vestas V110 2000
