timeslice,season,daypart,tech_code,tech_type,cf_dispatch,cf_ninja,cf_da_workbook,cf_default,source_notes
S1D1,Winter (Dec-Feb),Night (00-08),PWRGASBGDXX,Gas,,,,1.0,dispatch: 1132 PGCB files (compiled CSV); CF=1.0 (dispatchable)
S1D1,Winter (Dec-Feb),Night (00-08),PWRCOABGDXX,Coal,,,,1.0,dispatch: 1132 PGCB files (compiled CSV); CF=1.0 (dispatchable)
S1D1,Winter (Dec-Feb),Night (00-08),PWRHFOBGDXX,Oil_HFO,,,,1.0,dispatch: 1132 PGCB files (compiled CSV); CF=1.0 (dispatchable)
S1D1,Winter (Dec-Feb),Night (00-08),PWRHSDBGDXX,Oil_HSD,,,,1.0,dispatch: 1132 PGCB files (compiled CSV); CF=1.0 (dispatchable)
S1D1,Winter (Dec-Feb),Night (00-08),PWRHYDBGDXX,Hydro,0.205179,,,,dispatch: 1132 PGCB files (compiled CSV)
S1D1,Winter (Dec-Feb),Night (00-08),PWRSPVBGDXX,Solar,0.007741,0.016544,,,dispatch: 1132 PGCB files (compiled CSV)
S1D1,Winter (Dec-Feb),Night (00-08),PWRWONBGDXX,Wind,0.249285,0.164428,,,dispatch: 1132 PGCB files (compiled CSV)
S1D1,Winter (Dec-Feb),Night (00-08),PWRIMPBGDXX,Import,,,,1.0,dispatch: 1132 PGCB files (compiled CSV); CF=1.0 (dispatchable)
S1D2,Winter (Dec-Feb),Day (08-16),PWRGASBGDXX,Gas,,,,1.0,dispatch: 1132 PGCB files (compiled CSV); CF=1.0 (dispatchable)
S1D2,Winter (Dec-Feb),Day (08-16),PWRCOABGDXX,Coal,,,,1.0,dispatch: 1132 PGCB files (compiled CSV); CF=1.0 (dispatchable)
S1D2,Winter (Dec-Feb),Day (08-16),PWRHFOBGDXX,Oil_HFO,,,,1.0,dispatch: 1132 PGCB files (compiled CSV); CF=1.0 (dispatchable)
S1D2,Winter (Dec-Feb),Day (08-16),PWRHSDBGDXX,Oil_HSD,,,,1.0,dispatch: 1132 PGCB files (compiled CSV); CF=1.0 (dispatchable)
S1D2,Winter (Dec-Feb),Day (08-16),PWRHYDBGDXX,Hydro,0.209823,,,,dispatch: 1132 PGCB files (compiled CSV)
S1D2,Winter (Dec-Feb),Day (08-16),PWRSPVBGDXX,Solar,0.579855,0.499308,,,dispatch: 1132 PGCB files (compiled CSV)
S1D2,Winter (Dec-Feb),Day (08-16),PWRWONBGDXX,Wind,0.106742,0.057285,,,dispatch: 1132 PGCB files (compiled CSV)
S1D2,Winter (Dec-Feb),Day (08-16),PWRIMPBGDXX,Import,,,,1.0,dispatch: 1132 PGCB files (compiled CSV); CF=1.0 (dispatchable)
S1D3,Winter (Dec-Feb),Evening (16-24),PWRGASBGDXX,Gas,,,,1.0,dispatch: 1132 PGCB files (compiled CSV); CF=1.0 (dispatchable)
S1D3,Winter (Dec-Feb),Evening (16-24),PWRCOABGDXX,Coal,,,,1.0,dispatch: 1132 PGCB files (compiled CSV); CF=1.0 (dispatchable)
S1D3,Winter (Dec-Feb),Evening (16-24),PWRHFOBGDXX,Oil_HFO,,,,1.0,dispatch: 1132 PGCB files (compiled CSV); CF=1.0 (dispatchable)
