timeslice,season,daypart,tech_code,tech_type,cf_dispatch,cf_ninja,cf_da_workbook,cf_default,source_notes
S1D1,Winter (Dec-Feb),Night (00-08),PWRHYDINDSO,Hydro_HYD,,,0.240966,,CEA fleet PLF
S1D1,Winter (Dec-Feb),Night (00-08),PWRHDRINDSO,Hydro_HDR,,,0.240966,,CEA fleet PLF
S1D1,Winter (Dec-Feb),Night (00-08),PWRHROINDSO,Hydro_HRO,,,0.240966,,CEA fleet PLF
S1D1,Winter (Dec-Feb),Night (00-08),PWRSPVINDSO,Solar,,0.034277,,,Ninja
S1D1,Winter (Dec-Feb),Night (00-08),PWRWONINDSO,Wind,,0.273478,,,Ninja
S1D1,Winter (Dec-Feb),Night (00-08),PWRCOAINDSO,COA,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D1,Winter (Dec-Feb),Night (00-08),PWRGASINDSO,GAS,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D1,Winter (Dec-Feb),Night (00-08),PWROILINDSO,OIL,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D1,Winter (Dec-Feb),Night (00-08),PWRNGAINDSO,NGA,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D2,Winter (Dec-Feb),Day (08-16),PWRHYDINDSO,Hydro_HYD,,,0.240966,,CEA fleet PLF
S1D2,Winter (Dec-Feb),Day (08-16),PWRHDRINDSO,Hydro_HDR,,,0.240966,,CEA fleet PLF
S1D2,Winter (Dec-Feb),Day (08-16),PWRHROINDSO,Hydro_HRO,,,0.240966,,CEA fleet PLF
S1D2,Winter (Dec-Feb),Day (08-16),PWRSPVINDSO,Solar,,0.591287,,,Ninja
S1D2,Winter (Dec-Feb),Day (08-16),PWRWONINDSO,Wind,,0.223405,,,Ninja
S1D2,Winter (Dec-Feb),Day (08-16),PWRCOAINDSO,COA,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D2,Winter (Dec-Feb),Day (08-16),PWRGASINDSO,GAS,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D2,Winter (Dec-Feb),Day (08-16),PWROILINDSO,OIL,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D2,Winter (Dec-Feb),Day (08-16),PWRNGAINDSO,NGA,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D3,Winter (Dec-Feb),Evening (16-24),PWRHYDINDSO,Hydro_HYD,,,0.240966,,CEA fleet PLF
S1D3,Winter (Dec-Feb),Evening (16-24),PWRHDRINDSO,Hydro_HDR,,,0.240966,,CEA fleet PLF
S1D3,Winter (Dec-Feb),Evening (16-24),PWRHROINDSO,Hydro_HRO,,,0.240966,,CEA fleet PLF
S1D3,Winter (Dec-Feb),Evening (16-24),PWRSPVINDSO,Solar,,0.020508,,,Ninja
S1D3,Winter (Dec-Feb),Evening (16-24),PWRWONINDSO,Wind,,0.532679,,,Ninja
