timeslice,season,daypart,tech_code,tech_type,cf_dispatch,cf_ninja,cf_da_workbook,cf_default,source_notes
S1D1,Winter (Dec-Feb),Night (00-08),PWRCOALKAXX,Coal,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D1,Winter (Dec-Feb),Night (00-08),PWROILKA_CEB,Oil_CEB,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D1,Winter (Dec-Feb),Night (00-08),PWROILKA_IPP,Oil_IPP,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D1,Winter (Dec-Feb),Night (00-08),PWRHYDLKAXX,Major_Hydro,0.384503,,,,dispatch: 361 days (compiled CSV)
S1D1,Winter (Dec-Feb),Night (00-08),PWRWONLKAXX,Wind,0.336084,0.347953,,,dispatch: 361 days (compiled CSV)
S1D1,Winter (Dec-Feb),Night (00-08),PWRSPVLKAXX,Solar,0.008188,0.039777,,,dispatch: 361 days (compiled CSV)
S1D1,Winter (Dec-Feb),Night (00-08),PWRBIOLKAXX,Biomass,0.323056,,,,dispatch: 361 days (compiled CSV)
S1D1,Winter (Dec-Feb),Night (00-08),PWRMNHLKAXX,Mini_Hydro,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D2,Winter (Dec-Feb),Day (08-16),PWRCOALKAXX,Coal,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D2,Winter (Dec-Feb),Day (08-16),PWROILKA_CEB,Oil_CEB,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D2,Winter (Dec-Feb),Day (08-16),PWROILKA_IPP,Oil_IPP,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D2,Winter (Dec-Feb),Day (08-16),PWRHYDLKAXX,Major_Hydro,0.467442,,,,dispatch: 361 days (compiled CSV)
S1D2,Winter (Dec-Feb),Day (08-16),PWRWONLKAXX,Wind,0.439827,0.255416,,,dispatch: 361 days (compiled CSV)
S1D2,Winter (Dec-Feb),Day (08-16),PWRSPVLKAXX,Solar,0.144491,0.510025,,,dispatch: 361 days (compiled CSV)
S1D2,Winter (Dec-Feb),Day (08-16),PWRBIOLKAXX,Biomass,0.314178,,,,dispatch: 361 days (compiled CSV)
S1D2,Winter (Dec-Feb),Day (08-16),PWRMNHLKAXX,Mini_Hydro,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D3,Winter (Dec-Feb),Evening (16-24),PWRCOALKAXX,Coal,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D3,Winter (Dec-Feb),Evening (16-24),PWROILKA_CEB,Oil_CEB,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D3,Winter (Dec-Feb),Evening (16-24),PWROILKA_IPP,Oil_IPP,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S1D3,Winter (Dec-Feb),Evening (16-24),PWRHYDLKAXX,Major_Hydro,0.501147,,,,dispatch: 361 days (compiled CSV)
S1D3,Winter (Dec-Feb),Evening (16-24),PWRWONLKAXX,Wind,0.457639,0.343160,,,dispatch: 361 days (compiled CSV)
S1D3,Winter (Dec-Feb),Evening (16-24),PWRSPVLKAXX,Solar,0.006580,0.013929,,,dispatch: 361 days (compiled CSV)
S1D3,Winter (Dec-Feb),Evening (16-24),PWRBIOLKAXX,Biomass,0.312778,,,,dispatch: 361 days (compiled CSV)
S1D3,Winter (Dec-Feb),Evening (16-24),PWRMNHLKAXX,Mini_Hydro,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S2D1,Pre-monsoon (Mar-May),Night (00-08),PWRCOALKAXX,Coal,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S2D1,Pre-monsoon (Mar-May),Night (00-08),PWROILKA_CEB,Oil_CEB,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S2D1,Pre-monsoon (Mar-May),Night (00-08),PWROILKA_IPP,Oil_IPP,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S2D1,Pre-monsoon (Mar-May),Night (00-08),PWRHYDLKAXX,Major_Hydro,0.194645,,,,dispatch: 361 days (compiled CSV)
S2D1,Pre-monsoon (Mar-May),Night (00-08),PWRWONLKAXX,Wind,0.332807,0.234745,,,dispatch: 361 days (compiled CSV)
S2D1,Pre-monsoon (Mar-May),Night (00-08),PWRSPVLKAXX,Solar,0.007377,0.034621,,,dispatch: 361 days (compiled CSV)
S2D1,Pre-monsoon (Mar-May),Night (00-08),PWRBIOLKAXX,Biomass,0.187604,,,,dispatch: 361 days (compiled CSV)
S2D1,Pre-monsoon (Mar-May),Night (00-08),PWRMNHLKAXX,Mini_Hydro,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
S2D2,Pre-monsoon (Mar-May),Day (08-16),PWRCOALKAXX,Coal,,,,1.0,dispatch: 361 days (compiled CSV); CF=1.0 (dispatchable)
