timeslice,season,daypart,tech_code,tech_type,cf_dispatch,cf_ninja,cf_da_workbook,cf_default,source_notes
S1D1,Winter (Dec-Feb),Night (00-08),PWRHYDINDNE,Hydro_HYD,,,0.192148,,CEA fleet PLF
S1D1,Winter (Dec-Feb),Night (00-08),PWRHDRINDNE,Hydro_HDR,,,0.192148,,CEA fleet PLF
S1D1,Winter (Dec-Feb),Night (00-08),PWRHROINDNE,Hydro_HRO,,,0.192148,,CEA fleet PLF
S1D1,Winter (Dec-Feb),Night (00-08),PWRSPVINDNE,Solar,,0.061402,,,Ninja
S1D1,Winter (Dec-Feb),Night (00-08),PWRWONINDNE,Wind,,0.274101,,,Ninja
S1D1,Winter (Dec-Feb),Night (00-08),PWRCOAINDNE,COA,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D1,Winter (Dec-Feb),Night (00-08),PWRGASINDNE,GAS,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D1,Winter (Dec-Feb),Night (00-08),PWROILINDNE,OIL,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D1,Winter (Dec-Feb),Night (00-08),PWRNGAINDNE,NGA,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D2,Winter (Dec-Feb),Day (08-16),PWRHYDINDNE,Hydro_HYD,,,0.192148,,CEA fleet PLF
S1D2,Winter (Dec-Feb),Day (08-16),PWRHDRINDNE,Hydro_HDR,,,0.192148,,CEA fleet PLF
S1D2,Winter (Dec-Feb),Day (08-16),PWRHROINDNE,Hydro_HRO,,,0.192148,,CEA fleet PLF
S1D2,Winter (Dec-Feb),Day (08-16),PWRSPVINDNE,Solar,,0.479569,,,Ninja
S1D2,Winter (Dec-Feb),Day (08-16),PWRWONINDNE,Wind,,0.119976,,,Ninja
S1D2,Winter (Dec-Feb),Day (08-16),PWRCOAINDNE,COA,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D2,Winter (Dec-Feb),Day (08-16),PWRGASINDNE,GAS,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D2,Winter (Dec-Feb),Day (08-16),PWROILINDNE,OIL,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D2,Winter (Dec-Feb),Day (08-16),PWRNGAINDNE,NGA,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D3,Winter (Dec-Feb),Evening (16-24),PWRHYDINDNE,Hydro_HYD,,,0.192148,,CEA fleet PLF
S1D3,Winter (Dec-Feb),Evening (16-24),PWRHDRINDNE,Hydro_HDR,,,0.192148,,CEA fleet PLF
S1D3,Winter (Dec-Feb),Evening (16-24),PWRHROINDNE,Hydro_HRO,,,0.192148,,CEA fleet PLF
S1D3,Winter (Dec-Feb),Evening (16-24),PWRSPVINDNE,Solar,,0.000017,,,Ninja
S1D3,Winter (Dec-Feb),Evening (16-24),PWRWONINDNE,Wind,,0.293653,,,Ninja
S1D3,Winter (Dec-Feb),Evening (16-24),PWRCOAINDNE,COA,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D3,Winter (Dec-Feb),Evening (16-24),PWRGASINDNE,GAS,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D3,Winter (Dec-Feb),Evening (16-24),PWROILINDNE,OIL,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S1D3,Winter (Dec-Feb),Evening (16-24),PWRNGAINDNE,NGA,,,,1.0,thermal CF=1.0; CF=1.0 (dispatchable)
S2D1,Pre-monsoon (Mar-May),Night (00-08),PWRHYDINDNE,Hydro_HYD,,,0.244920,,CEA fleet PLF
